Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Ben Hansbrough,27.0,7,1,157,19,43,0.441860465116,5,13,0.384615384615,14,30,0.467,0.5,13,17,0.764705882353,1,14,15,20,10,2,12,19,56
Ben McCauley,0.0,14,3,257,21,66,0.318181818182,8,24,0.333333333333,13,42,0.31,0.378787878788,5,5,1.0,18,26,44,20,8,2,14,22,55
Ben Strong,216.0,212,75,4589,653,1324,0.493202416918,44,133,0.330827067669,609,1191,4.172,0.509818731118,234,347,0.674351585014,357,753,1110,208,80,195,216,409,1584
Ben Uzoh,144.0,144,114,4346,696,1628,0.427518427518,39,144,0.270833333333,657,1484,2.819,0.439496314496,304,424,0.716981132075,178,455,633,633,184,42,295,279,1735
Bennet Davis,0.0,107,46,2509,364,801,0.45443196005,10,50,0.2,354,751,1.336,0.460674157303,291,384,0.7578125,196,362,558,149,66,90,147,264,1029
Bennie Lewis,53.0,14,3,229,30,84,0.357142857143,17,51,0.333333333333,13,33,0.433,0.458333333333,7,13,0.538461538462,4,17,21,17,7,2,11,11,84
Bernard James,57.0,3,3,95,28,40,0.7,0,1,0.0,28,39,1.426,0.7,5,12,0.416666666667,17,21,38,3,3,14,4,6,61
Bernard King,47.0,59,46,1952,328,678,0.483775811209,39,119,0.327731092437,289,559,1.034,0.512536873156,217,263,0.825095057034,68,156,224,273,65,17,154,213,912
Bernard Toombs,0.0,2,0,11,2,5,0.4,0,0,0.0,2,5,0.4,0.4,0,0,0.0,0,2,2,0,0,0,0,0,4
Billy Baptist,0.0,42,6,798,120,280,0.428571428571,23,90,0.255555555556,97,190,0.511,0.469642857143,36,57,0.631578947368,61,115,176,48,26,18,50,87,299
Billy McShepard,0.0,16,8,375,56,123,0.455284552846,3,15,0.2,53,108,0.491,0.467479674797,29,35,0.828571428571,25,80,105,10,10,14,20,32,144
Billy Rush,0.0,14,13,321,43,110,0.390909090909,9,43,0.209302325581,34,67,0.507,0.431818181818,25,30,0.833333333333,7,49,56,15,8,6,21,20,120
Billy Thomas,152.0,195,173,6251,971,2261,0.429455992923,379,1019,0.37193326791,592,1242,2.379,0.513268465281,401,491,0.816700610998,138,469,607,498,300,67,345,389,2722
Billy White,0.0,3,0,25,2,6,0.333333333333,1,1,1.0,1,5,0.2,0.416666666667,1,2,0.5,1,3,4,2,1,0,1,6,6
Blake Ahearn,253.0,272,217,9698,1649,3751,0.439616102373,742,1838,0.403699673558,907,1913,4.572,0.538523060517,1471,1541,0.95457495133,101,592,693,1330,251,23,829,689,5511
Bo Barnes,25.0,3,0,25,3,8,0.375,1,4,0.25,2,4,0.5,0.4375,0,0,0.0,0,2,2,1,1,0,1,1,7
Bo Spencer,0.0,104,12,2478,438,1144,0.382867132867,154,536,0.287313432836,284,608,1.989,0.450174825175,138,178,0.775280898876,36,284,320,356,126,20,232,192,1168
Boban Marjanovic,27.0,3,3,79,33,41,0.80487804878,0,0,0.0,33,41,0.805,0.80487804878,5,8,0.625,14,23,37,7,1,4,9,8,71
Bobby Jones,72.0,57,48,1899,300,635,0.472440944882,46,154,0.298701298701,254,481,1.515,0.508661417323,248,316,0.784810126582,152,274,426,133,73,30,152,242,894
Bobby Portis,21.0,1,1,39,12,24,0.5,1,4,0.25,11,20,0.55,0.520833333333,7,8,0.875,6,3,9,3,1,3,3,4,32
Bobby Ray Parks Jr.,22.0,32,4,426,55,129,0.426356589147,6,31,0.193548387097,49,98,0.5,0.449612403101,31,47,0.659574468085,24,37,61,26,18,3,21,46,147
Bobby Simmons,83.0,45,40,1463,238,495,0.480808080808,35,97,0.360824742268,203,398,1.613,0.516161616162,167,199,0.839195979899,99,225,324,98,40,15,110,178,678
Boo Jackson,0.0,100,38,2286,352,728,0.483516483516,0,2,0.0,352,726,1.969,0.483516483516,234,362,0.646408839779,234,332,566,74,46,28,118,226,938
Booker Woodfox,104.0,190,28,4123,760,1725,0.440579710145,319,750,0.425333333333,441,975,1.8,0.533043478261,320,369,0.867208672087,61,287,348,341,141,4,200,218,2159
Boris Dallo,22.0,46,19,1082,142,336,0.422619047619,24,93,0.258064516129,118,243,0.486,0.458333333333,54,77,0.701298701299,35,162,197,179,34,2,130,58,362
Boubacar Moungoro,43.0,90,8,1307,134,392,0.341836734694,98,303,0.323432343234,36,89,0.843,0.466836734694,29,40,0.725,15,123,138,63,47,12,52,148,395
Bracey Wright,21.0,30,30,1127,218,473,0.46088794926,47,110,0.427272727273,171,363,0.471,0.510570824524,176,220,0.8,22,95,117,124,28,10,83,73,659
Brad Buckman,23.0,42,2,723,97,255,0.380392156863,11,40,0.275,86,215,0.4,0.401960784314,74,104,0.711538461538,72,108,180,21,17,32,46,103,279
Brad Byerson,0.0,5,0,49,10,15,0.666666666667,0,0,0.0,10,15,0.667,0.666666666667,3,12,0.25,7,3,10,2,1,4,4,11,23
Brad Stricker,0.0,88,22,1130,88,154,0.571428571429,0,2,0.0,88,152,1.737,0.571428571429,60,118,0.508474576271,76,140,216,36,20,28,52,192,236
Brad Wanamaker,0.0,15,2,291,32,70,0.457142857143,0,3,0.0,32,67,0.478,0.457142857143,19,22,0.863636363636,9,23,32,33,8,3,21,16,83
Brady Heslip,50.0,68,46,1998,430,942,0.456475583864,295,690,0.427536231884,135,252,1.08,0.613057324841,105,127,0.826771653543,23,109,132,159,55,1,78,112,1260
Brady Morningstar,0.0,102,20,2148,264,649,0.406779661017,82,218,0.376146788991,182,431,1.625,0.469953775039,89,106,0.839622641509,37,151,188,182,84,7,133,136,699
Branden Dawson,111.0,91,13,2103,449,886,0.506772009029,8,22,0.363636363636,441,864,2.503,0.511286681716,116,208,0.557692307692,218,303,521,113,119,61,134,160,1022
Brandin Knight,45.0,60,59,1532,218,482,0.452282157676,11,41,0.268292682927,207,441,0.931,0.463692946058,87,133,0.654135338346,40,128,168,297,107,7,124,160,534
Brandis Raley-Ross,29.0,8,3,154,13,28,0.464285714286,4,12,0.333333333333,9,16,0.563,0.535714285714,3,3,1.0,3,13,16,9,3,0,4,19,33
Brandon Armstrong,104.0,48,0,886,146,350,0.417142857143,28,86,0.325581395349,118,264,1.51,0.457142857143,38,50,0.76,16,56,72,54,18,6,44,84,358
Brandon Ashley,21.0,33,33,1045,184,404,0.455445544554,46,117,0.393162393162,138,287,0.481,0.512376237624,73,96,0.760416666667,37,186,223,68,32,45,81,134,487
Brandon Bass,20.0,1,0,26,7,13,0.538461538462,0,0,0.0,7,13,0.538,0.538461538462,2,4,0.5,4,1,5,0,0,2,1,1,16
Brandon Bowdry,0.0,13,0,92,8,22,0.363636363636,1,6,0.166666666667,7,16,0.875,0.386363636364,14,19,0.736842105263,4,15,19,7,1,1,9,12,31
Brandon Bowman,45.0,61,46,1907,332,663,0.500754147813,30,78,0.384615384615,302,585,1.038,0.523378582202,142,228,0.622807017544,137,248,385,136,69,39,149,151,836
Brandon Brooks,0.0,37,4,549,56,128,0.4375,8,31,0.258064516129,48,97,0.711,0.46875,20,22,0.909090909091,13,41,54,103,18,7,48,39,140
Brandon Costner,0.0,124,99,3498,654,1499,0.436290860574,217,611,0.355155482815,437,888,1.474,0.508672448299,490,670,0.731343283582,154,559,713,253,68,81,268,391,2015
Brandon Cotton,0.0,2,0,40,8,24,0.333333333333,0,1,0.0,8,23,0.348,0.333333333333,6,6,1.0,1,1,2,2,3,0,0,3,22
Brandon Dean,81.0,75,52,2230,267,587,0.454855195911,84,209,0.401913875598,183,378,1.231,0.526405451448,111,153,0.725490196078,45,170,215,271,108,25,129,222,729
Brandon Ewing,0.0,37,17,910,103,245,0.420408163265,7,27,0.259259259259,96,218,0.44,0.434693877551,68,83,0.819277108434,17,107,124,173,19,7,65,72,281
Brandon Fields,159.0,194,98,5572,1060,2416,0.438741721854,160,556,0.287769784173,900,1860,2.962,0.471854304636,542,738,0.734417344173,108,558,666,840,150,6,502,398,2822
Brandon Freeman,23.0,4,0,48,12,22,0.545454545455,2,4,0.5,10,18,0.556,0.590909090909,6,7,0.857142857143,2,9,11,3,2,0,2,7,32
Brandon Hawkins,24.0,5,0,55,2,8,0.25,0,0,0.0,2,8,0.25,0.25,3,4,0.75,2,5,7,5,4,0,7,8,7
Brandon Heath,0.0,82,64,2612,441,1010,0.436633663366,128,365,0.350684931507,313,645,0.95,0.5,153,212,0.721698113208,68,245,313,392,121,8,212,151,1163
Brandon Jennings,26.0,1,1,27,4,9,0.444444444444,2,5,0.4,2,4,0.5,0.555555555556,1,2,0.5,0,3,3,12,0,0,5,2,11
Brandon Johnson,0.0,25,2,490,52,156,0.333333333333,11,54,0.203703703704,41,102,0.402,0.36858974359,37,45,0.822222222222,13,39,52,53,26,0,42,57,152
Brandon Kurtz,97.0,127,83,3016,513,1148,0.446864111498,3,12,0.25,510,1136,1.785,0.448170731707,401,531,0.755178907721,284,524,808,100,97,112,224,457,1430
Brandon Mason,24.0,24,4,412,52,154,0.337662337662,18,61,0.295081967213,34,93,0.366,0.396103896104,25,33,0.757575757576,15,24,39,20,13,2,17,41,147
Brandon Paul,45.0,45,24,1152,217,468,0.463675213675,90,232,0.387931034483,127,236,0.547,0.559829059829,133,168,0.791666666667,33,162,195,80,51,21,90,101,657
Brandon Provost,24.0,15,1,317,33,73,0.452054794521,12,37,0.324324324324,21,36,0.583,0.534246575342,18,21,0.857142857143,9,16,25,24,12,2,18,23,96
Brandon Robinson,97.0,130,73,3176,487,939,0.51863684771,2,29,0.0689655172414,485,910,2.077,0.519701810437,240,335,0.716417910448,322,336,658,167,184,101,167,382,1216
Brandon Smith,0.0,7,2,56,4,11,0.363636363636,0,2,0.0,4,9,0.444,0.363636363636,3,4,0.75,4,9,13,2,0,5,4,4,11
Brandon Triche,75.0,96,24,1852,238,556,0.428057553957,70,192,0.364583333333,168,364,1.421,0.491007194245,114,152,0.75,48,158,206,170,52,16,98,170,660
Brandon Wallace,0.0,151,72,4061,509,1141,0.446099912358,99,300,0.33,410,841,3.212,0.489482909728,159,266,0.597744360902,306,672,978,313,136,256,188,366,1276
Brandon Williams,27.0,41,41,1325,186,440,0.422727272727,39,99,0.393939393939,147,341,0.431,0.467045454545,118,153,0.771241830065,45,125,170,93,37,10,113,128,529
Brandon Young,23.0,19,4,353,34,87,0.390804597701,8,24,0.333333333333,26,63,0.413,0.436781609195,39,47,0.829787234043,8,42,50,42,24,4,21,27,115
Brannen Greene,66.0,48,0,486,66,144,0.458333333333,30,74,0.405405405405,36,70,1.575,0.5625,26,32,0.8125,6,86,92,18,6,2,38,42,188
Brayden Billbe,0.0,6,0,75,8,14,0.571428571429,0,0,0.0,8,14,0.571,0.571428571429,2,6,0.333333333333,2,14,16,4,1,0,4,14,18
Brendon Knox,0.0,5,1,65,7,16,0.4375,0,0,0.0,7,16,0.438,0.4375,1,3,0.333333333333,5,9,14,0,1,2,3,11,15
Brent Petway,0.0,93,72,2506,331,636,0.520440251572,50,160,0.3125,281,476,1.181,0.559748427673,106,173,0.612716763006,111,262,373,121,59,171,109,259,818
Brent Wright,23.0,27,1,320,37,80,0.4625,0,3,0.0,37,77,0.481,0.4625,31,37,0.837837837838,22,49,71,16,12,1,26,48,105
Brian Barkdoll,0.0,29,3,212,15,33,0.454545454545,0,0,0.0,15,33,0.455,0.454545454545,5,7,0.714285714286,14,30,44,5,4,3,6,37,35
Brian Brown,49.0,22,3,419,65,135,0.481481481481,4,24,0.166666666667,61,111,1.035,0.496296296296,47,60,0.783333333333,8,47,55,37,7,7,42,27,181
Brian Butch,0.0,171,150,5115,819,1812,0.451986754967,268,767,0.349413298566,551,1045,3.107,0.525938189845,380,564,0.673758865248,440,1229,1669,273,133,145,302,497,2286
Brian Chase,75.0,85,72,2923,491,1157,0.42437337943,207,513,0.40350877193,284,644,1.239,0.513828867761,191,210,0.909523809524,38,293,331,322,100,3,143,144,1380
Brian Collins,22.0,7,0,123,9,27,0.333333333333,0,5,0.0,9,22,0.409,0.333333333333,18,28,0.642857142857,5,9,14,17,2,1,9,11,36
Brian Cusworth,0.0,3,0,11,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0,2,2,2,0,1,0,2,0
Brian Evans,0.0,40,6,790,110,232,0.474137931034,1,10,0.1,109,222,0.899,0.476293103448,92,112,0.821428571429,23,54,77,71,31,1,50,36,313
Brian Greene,0.0,23,7,606,94,213,0.441314553991,33,99,0.333333333333,61,114,0.535,0.518779342723,40,48,0.833333333333,26,88,114,27,20,11,43,69,261
Brian Hamilton,0.0,219,55,5485,690,1444,0.47783933518,26,108,0.240740740741,664,1336,2.946,0.486842105263,601,981,0.612640163099,361,660,1021,385,358,95,409,667,2007
Brian Harper,0.0,26,0,194,32,76,0.421052631579,2,10,0.2,30,66,1.273,0.434210526316,2,8,0.25,14,20,34,6,4,6,16,38,68
Brian Jackson,135.0,180,154,4857,628,1384,0.453757225434,1,8,0.125,627,1376,2.015,0.45411849711,506,637,0.794348508634,282,690,972,355,152,148,353,687,1763
Brian Laing,0.0,2,0,35,7,11,0.636363636364,0,0,0.0,7,11,0.636,0.636363636364,4,6,0.666666666667,3,5,8,3,1,1,1,3,18
Brian Leggett,0.0,24,6,421,41,105,0.390476190476,2,5,0.4,39,100,0.39,0.4,14,29,0.48275862069,33,52,85,11,8,9,18,31,98
Brian Morrison,0.0,57,2,581,89,237,0.37552742616,32,100,0.32,57,137,1.637,0.443037974684,24,31,0.774193548387,5,52,57,75,13,0,54,84,234
Brian Wardle,22.0,45,19,535,49,139,0.352517985612,3,15,0.2,46,124,0.371,0.363309352518,16,23,0.695652173913,25,49,74,38,11,4,37,80,117
Brian Wethers,0.0,2,0,43,7,19,0.368421052632,3,8,0.375,4,11,0.364,0.447368421053,2,2,1.0,1,5,6,1,1,0,3,4,19
Briante Weber,47.0,59,40,1946,316,687,0.459970887918,57,153,0.372549019608,259,534,0.969,0.501455604076,121,159,0.761006289308,71,309,380,344,160,9,147,152,810
Brice Johnson,0.0,6,0,116,31,63,0.492063492063,1,6,0.166666666667,30,57,0.526,0.5,10,14,0.714285714286,12,27,39,2,2,9,5,19,73
Britton Johnsen,52.0,42,34,1287,206,453,0.454746136865,19,63,0.301587301587,187,390,0.922,0.475717439294,142,190,0.747368421053,64,184,248,76,32,17,87,144,573
Brock Gillespie,51.0,46,13,865,121,275,0.44,44,109,0.403669724771,77,166,0.799,0.52,25,43,0.581395348837,19,50,69,78,30,2,89,62,311
Bruce Massey,126.0,81,16,1298,174,375,0.464,20,64,0.3125,154,311,2.487,0.490666666667,65,104,0.625,89,110,199,136,73,6,66,127,433
Bruce Price,0.0,5,0,36,3,8,0.375,2,3,0.666666666667,1,5,0.2,0.5,5,9,0.555555555556,3,3,6,5,2,0,3,6,13
Bruno Caboclo,60.0,78,68,2252,335,833,0.402160864346,141,423,0.333333333333,194,410,1.231,0.486794717887,93,130,0.715384615385,89,348,437,107,75,112,127,226,904
Bryan Bracey,48.0,7,2,77,7,27,0.259259259259,1,6,0.166666666667,6,21,0.286,0.277777777778,6,9,0.666666666667,2,8,10,2,2,1,3,7,21
Bryan Davis,0.0,50,8,1006,169,342,0.494152046784,0,3,0.0,169,339,0.499,0.494152046784,139,206,0.674757281553,134,171,305,57,42,27,113,162,477
Bryan Lucas,49.0,94,40,2419,398,774,0.514211886305,21,62,0.338709677419,377,712,1.065,0.527777777778,210,271,0.774907749077,180,443,623,57,57,22,138,259,1027
Bryant Austin,0.0,10,0,38,4,14,0.285714285714,0,4,0.0,4,10,0.4,0.285714285714,8,8,1.0,4,3,7,0,1,0,3,2,16
Bryant Matthews,95.0,100,38,2645,298,718,0.41504178273,26,95,0.273684210526,272,623,1.709,0.433147632312,444,618,0.718446601942,246,275,521,168,161,25,235,406,1066
Bryant Voiles,49.0,35,0,358,35,98,0.357142857143,22,66,0.333333333333,13,32,1.046,0.469387755102,10,17,0.588235294118,18,37,55,21,13,7,14,47,102
Bryce Cotton,45.0,40,40,1565,301,631,0.477020602219,105,232,0.452586206897,196,399,1.035,0.560221870048,171,189,0.904761904762,44,135,179,182,50,6,98,89,878
Bryce Dejean-Jones,23.0,9,7,282,56,131,0.427480916031,20,59,0.338983050847,36,72,0.5,0.503816793893,41,51,0.803921568627,15,31,46,20,18,2,20,29,173
Bryce Sheldon,0.0,6,0,58,3,14,0.214285714286,0,4,0.0,3,10,0.3,0.214285714286,2,2,1.0,0,2,2,3,1,0,1,5,8
Bryn Forbes,23.0,19,19,674,158,315,0.501587301587,56,122,0.459016393443,102,193,0.528,0.590476190476,73,84,0.869047619048,7,59,66,51,25,2,47,43,445
Bryson Fonville,22.0,49,7,797,98,229,0.427947598253,29,81,0.358024691358,69,148,0.466,0.491266375546,9,15,0.6,16,39,55,121,32,5,56,82,234
Bryson McKenzie,98.0,90,28,1215,162,292,0.554794520548,0,0,0.0,162,292,2.247,0.554794520548,55,108,0.509259259259,152,225,377,18,31,96,102,243,379
Bubu Palo,118.0,159,87,4027,444,1044,0.425287356322,72,201,0.358208955224,372,843,2.172,0.459770114943,599,785,0.763057324841,86,335,421,494,114,8,321,391,1559
Byron Eaton,0.0,2,0,18,1,7,0.142857142857,0,1,0.0,1,6,0.167,0.142857142857,0,0,0.0,0,4,4,1,0,0,5,4,2
Byron Mouton,26.0,46,23,1098,152,300,0.506666666667,2,7,0.285714285714,150,293,0.512,0.51,119,159,0.748427672956,65,68,133,71,37,5,74,99,425
Byron Mullens,92.0,79,65,2189,391,889,0.439820022497,71,210,0.338095238095,320,679,1.903,0.479752530934,159,229,0.694323144105,145,421,566,89,49,62,173,183,1012
Byron Wesley,23.0,13,0,102,16,26,0.615384615385,0,1,0.0,16,25,0.64,0.615384615385,4,5,0.8,5,17,22,2,1,1,6,9,36
C.J. Black,0.0,30,17,466,64,158,0.405063291139,0,3,0.0,64,155,0.413,0.405063291139,63,83,0.759036144578,49,68,117,9,15,16,33,68,191
C.J. Fair,47.0,100,63,3043,574,1188,0.483164983165,80,247,0.323886639676,494,941,1.05,0.516835016835,268,345,0.776811594203,145,487,632,136,105,65,189,206,1496
C.J. McCollum,22.0,2,0,41,17,36,0.472222222222,1,9,0.111111111111,16,27,0.593,0.486111111111,2,2,1.0,2,5,7,7,3,0,6,5,37
C.J. Miles,37.0,19,9,562,96,208,0.461538461538,30,78,0.384615384615,66,130,1.035,0.533653846154,56,78,0.717948717949,25,56,81,32,21,8,38,55,278
C.J. Watson,23.0,16,12,607,127,252,0.503968253968,18,45,0.4,109,207,0.527,0.539682539683,148,166,0.89156626506,19,68,87,92,29,3,56,53,420
C.J. Wilcox,125.0,51,37,1599,318,682,0.466275659824,154,367,0.41961852861,164,315,2.783,0.57917888563,108,133,0.812030075188,22,174,196,134,40,16,74,107,898
C.J. Williams,49.0,99,65,2913,506,1068,0.473782771536,204,497,0.41046277666,302,571,1.051,0.569288389513,129,161,0.801242236025,96,338,434,186,113,73,114,278,1345
CJ Aiken,0.0,6,1,102,12,23,0.521739130435,0,2,0.0,12,21,0.571,0.521739130435,4,6,0.666666666667,10,13,23,1,2,5,4,12,28
CJ Giles,99.0,54,18,1151,208,380,0.547368421053,0,8,0.0,208,372,1.688,0.547368421053,101,140,0.721428571429,115,227,342,24,32,75,69,184,517
CJ Leslie,91.0,133,43,3016,598,1220,0.490163934426,33,150,0.22,565,1070,2.079,0.50368852459,348,544,0.639705882353,225,552,777,175,106,87,258,267,1577
Cady Lallane,23.0,50,28,1305,246,524,0.469465648855,61,181,0.337016574586,185,343,0.539,0.527671755725,110,161,0.683229813665,129,250,379,46,24,64,98,151,663
Calvin Bowman,25.0,4,0,13,0,5,0.0,0,0,0.0,0,5,0.0,0.0,4,4,1.0,2,1,3,0,0,1,0,3,4
Cam Griffin,45.0,21,0,182,22,44,0.5,1,1,1.0,21,43,0.985,0.511363636364,11,19,0.578947368421,16,19,35,3,6,1,8,18,56
Cam Tatum,0.0,8,0,147,20,57,0.350877192982,8,28,0.285714285714,12,29,0.414,0.421052631579,7,10,0.7,2,12,14,28,14,3,12,12,55
Cameron Ayers,98.0,95,29,2119,205,565,0.362831858407,156,452,0.345132743363,49,113,1.526,0.500884955752,49,58,0.844827586207,52,155,207,111,58,6,49,88,615
Cameron Bairstow,25.0,5,4,133,28,59,0.474576271186,0,2,0.0,28,57,0.491,0.474576271186,14,17,0.823529411765,10,30,40,6,4,3,13,13,70
Cameron Bennerman,0.0,16,8,499,68,149,0.456375838926,18,47,0.382978723404,50,102,0.895,0.51677852349,19,26,0.730769230769,6,29,35,29,16,2,21,35,173
Cameron Jones,150.0,241,142,6994,1281,2800,0.4575,183,492,0.371951219512,1098,2308,2.844,0.490178571429,621,757,0.82034346103,189,604,793,623,256,24,435,513,3366
Cameron Moore,24.0,8,0,120,14,38,0.368421052632,1,4,0.25,13,34,0.382,0.381578947368,2,6,0.333333333333,9,24,33,10,3,6,4,18,31
Cameron Payne,87.0,12,8,330,86,207,0.415458937198,30,90,0.333333333333,56,117,1.86,0.487922705314,29,38,0.763157894737,3,44,47,72,22,1,19,25,231
