Player,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PProd,OWS,DWS,WS,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OBPM,DBPM,BPM,FG/40,FGA/40,2P/40,2PA/40,3P/40,3PA/40,FT/40,FTA/40,ORB/40,DRB/40,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,TS%,FTr,3PAr,FG%,2P%,3P%,FT%,eFG%,y
Buddy Hield,132,4182,783,1748,434,854,349,894,376,450,209,452,661,254,168,38,285,259,2291,2092,12.2,6.2,18.5,21.45743663,5.965423242,11.70511717,8.922931612,13.22604017,2.415064562,0.953347681,13.15174558,25.91410808,111.97011,99.8199187,6.572381636,1.96372549,8.536107126,7.489239598,16.71927308,4.151123864,8.168340507,3.338115734,8.550932568,3.596365375,4.304160689,1.99904352,4.323290292,6.322333812,2.429459589,1.606886657,0.363462458,2.725968436,2.477283596,21.91296031,58.8643371,0.257437071,0.511441648,0.447940503,0.508196721,0.390380313,0.835555556,0.547768879,0.390501319
C.J. McCollum,111,3657,767,1746,550,1170,217,576,610,739,167,529,696,304,228,51,267,195,2361,2203,13.9,6.7,20.5,30.61394586,5.071424665,17.59617173,11.25537326,21.33502871,3.629149576,1.5496035,11.54446267,34.04320481,114.5623462,95.20448455,5.512934099,1.027782335,6.569483183,8.389390211,19.097621,6.015859995,12.7973749,2.373530216,6.300246103,6.67213563,8.083128247,1.826633853,5.786163522,7.612797375,3.325129888,2.493847416,0.55783429,2.920426579,2.132895816,25.82444627,56.99704513,0.42325315,0.329896907,0.439289805,0.47008547,0.376736111,0.825439783,0.501431844,0.375
C.J. Wilcox,131,3735,640,1478,339,705,301,773,299,356,110,331,441,214,112,98,178,250,1880,1672,11.8,3.8,15.4,20.96891566,3.424069612,10.45103079,6.838768407,11.38323963,1.689022758,2.364497992,9.37601071,23.49502008,121.7080321,104.5821419,6.585381526,0.571111111,7.124792503,6.854082999,15.82864793,3.630522088,7.550200803,3.22356091,8.278447122,3.202141901,3.812583668,1.178045515,3.544846051,4.722891566,2.291834003,1.199464525,1.049531459,1.906291834,2.677376171,20.13386881,57.5050164,0.240866035,0.52300406,0.433017591,0.480851064,0.389391979,0.83988764,0.534844384,0.368421053
Cameron Bairstow,134,2787,418,808,416,802,2,6,401,559,234,403,637,102,62,99,157,282,1239,1185,7.7,5.2,12.9,20.53437388,10.68568353,16.09899534,13.5181916,8.036742017,1.323143165,4.126264801,14.65694295,22.44284177,113.7225691,95.72393254,1.955220667,3.282992465,5.238213132,5.999282382,11.59669896,5.970577682,11.51058486,0.0287047,0.086114101,5.755292429,8.02296376,3.358449946,5.78399713,9.142447076,1.46393972,0.889845712,1.42088267,2.253318981,4.047362756,17.78256189,58.77832176,0.691831683,0.007425743,0.517326733,0.518703242,0.333333333,0.717352415,0.518564356,0
Cameron Payne,69,2238,435,1007,279,573,156,434,253,324,31,221,252,394,125,37,197,168,1279,1315,8,3.3,11.3,25.26568365,1.646067918,10.95250223,6.448927614,37.0792672,3.297855228,1.650357462,14.61572833,30.4424933,115.4499553,101.4171582,5.377122431,0.04821269,5.425335121,7.774798928,17.99821269,4.986595174,10.24128686,2.788203753,7.756925827,4.521894549,5.790884719,0.55406613,3.949955317,4.504021448,7.042001787,2.234137623,0.661304736,3.521000894,3.002680965,22.85969616,55.62998017,0.321747766,0.430983118,0.431976167,0.486910995,0.359447005,0.780864198,0.509433962,0.324324324
Caris LeVert,103,2721,366,843,232,509,134,334,204,265,39,325,364,275,97,22,136,151,1070,1067,6.4,3.7,10,21.94935685,1.964939361,16.33057699,9.121168688,25.52047042,2.180705623,0.838184491,11.7429254,23.60011025,115.8939728,101.9837927,6.064829107,2.517971334,8.595810364,5.380374862,12.39250276,3.410510842,7.482543183,1.969864021,4.909959574,2.998897464,3.895626608,0.573318633,4.777655274,5.350973907,4.042631386,1.425946343,0.323410511,1.999264976,2.219772143,15.72951121,55.75239683,0.314353499,0.396204033,0.434163701,0.455795678,0.401197605,0.769811321,0.513641756,0.320652174
Carrick Felix,94,2626,341,748,242,444,99,304,174,247,125,325,450,125,96,74,162,224,955,908,4.1,3.2,7.3,17.12322925,5.948095963,14.93617669,10.49371668,10.44360244,2.22448591,3.067974105,15.8697639,20.98929931,104.7837014,101.7713633,1.981607007,1.466260472,3.447867479,5.194211729,11.39375476,3.686214775,6.763137852,1.507996954,4.630616908,2.650418888,3.762376238,1.904036558,4.95049505,6.854531607,1.904036558,1.462300076,1.127189642,2.467631379,3.412033511,14.5468393,55.73843209,0.330213904,0.406417112,0.455882353,0.545045045,0.325657895,0.704453441,0.522058824,0.4
Casper Ware,101,3430,488,1220,290,665,198,555,394,494,49,221,270,423,171,14,285,231,1568,1562,7.7,4.7,12.4,18.53810496,1.626501458,7.472332362,4.517434402,25.1261516,2.887609329,0.433177843,16.55381924,25.09991254,107.9214869,100.653965,3.403265306,-0.472536443,2.930728863,5.690962099,14.22740525,3.381924198,7.755102041,2.309037901,6.472303207,4.594752187,5.760932945,0.571428571,2.577259475,3.148688047,4.932944606,1.994169096,0.163265306,3.32361516,2.693877551,18.28571429,54.54444259,0.404918033,0.454918033,0.4,0.436090226,0.356756757,0.79757085,0.481147541,0.333333333
Chandler Parsons,70,2283,296,609,215,386,81,223,154,248,151,361,512,224,73,20,148,137,827,861,5.7,3.9,9.7,20.66898817,7.784494087,18.00801577,12.91550591,18.74686816,1.969163382,0.86933859,16.81568112,19.73832676,115.4684625,97.34581691,2.400700832,1.985194919,4.385895751,5.186158563,10.67017083,3.766973281,6.763031099,1.419185283,3.907139728,2.698204117,4.345159877,2.6456417,6.325010951,8.97065265,3.924660534,1.279018835,0.350416119,2.593079282,2.400350416,14.48970653,57.5809057,0.407224959,0.366174056,0.486042693,0.556994819,0.3632287,0.620967742,0.552545156,0.337078652
Charles Jenkins,67,2466,484,1013,355,702,129,311,351,431,56,209,265,292,118,41,181,155,1448,1365,10.2,2.7,12.9,27.50316302,2.44947283,9.44947283,5.899513382,28.25263585,2.9,1.750121655,12.8485807,28.6000811,120.206326,103.7532847,5.00405515,-0.550446067,4.453609084,7.850770479,16.43146796,5.758313058,11.38686131,2.092457421,5.04460665,5.693430657,6.99107867,0.908353609,3.390105434,4.298459043,4.736415247,1.914030819,0.665044607,2.935928629,2.514193025,23.48742903,60.20089137,0.425468904,0.307008885,0.477788746,0.505698006,0.414790997,0.814385151,0.541461007,0.15
Chasson Randle,144,4791,760,1775,456,988,304,787,551,684,75,396,471,354,167,11,324,385,2375,2193,12.7,6.2,19,18.86015446,1.913149656,10.09179712,5.851158422,16.20653308,2.062074723,0.243999165,13.77618451,25.73721561,111.5555208,101.8817783,5.091964099,0.662700898,5.776664579,6.345230641,14.81945314,3.807138384,8.248799833,2.538092256,6.570653308,4.600292215,5.710707577,0.626174076,3.306199123,3.9323732,2.955541641,1.394280943,0.091838865,2.70507201,3.214360259,19.82884575,57.20245091,0.385352113,0.443380282,0.428169014,0.461538462,0.386277001,0.805555556,0.513802817,0.340425532
Cheick Diallo,27,202,33,58,33,58,0,0,15,27,17,51,68,1,7,23,17,38,81,74,0.2,0.6,0.8,20.5,10.5,27,19.4,0.9,2,11.9,19.4,21.7,101.2,85.5,-2.7,6.9,4.2,6.534653465,11.48514851,6.534653465,11.48514851,0,0,2.97029703,5.346534653,3.366336634,10.0990099,13.46534653,0.198019802,1.386138614,4.554455446,3.366336634,7.524752475,16.03960396,57.95649685,0.465517241,0,0.568965517,0.568965517,0,0.555555556,0.568965517,0
Chinanu Onuaku,66,1385,182,294,182,293,0,1,47,86,160,263,423,70,50,104,109,175,411,440,2.1,4,6.2,19.79783394,12.92974729,20.5732852,16.77400722,8.938700361,2.230108303,8.334584838,27.78729242,15.1632491,105.8971119,86.27545126,1.509314079,9.374729242,10.92902527,5.25631769,8.490974729,5.25631769,8.462093863,0,0.028880866,1.357400722,2.483754513,4.620938628,7.59566787,12.2166065,2.02166065,1.444043321,3.003610108,3.14801444,5.054151625,11.8700361,61.92743491,0.292517007,0.003401361,0.619047619,0.62116041,0,0.546511628,0.619047619,0
Chris Babb,98,3126,274,719,76,169,198,550,105,140,77,275,352,198,93,21,86,137,851,830,5.8,3,8.7,16.21657238,3.190807656,12.88066583,7.971635782,13.77499874,2.205314129,0.867130127,12.06366032,16.60428036,143.4395782,125.9736812,4.790658989,1.953166987,6.743825976,3.506078055,9.200255918,0.972488804,2.162507997,2.533589251,7.037747921,1.343570058,1.791426743,0.985284709,3.51887396,4.504158669,2.533589251,1.190019194,0.268714012,1.100447857,1.753039028,10.88931542,54.50935178,0.194714882,0.764951321,0.38108484,0.449704142,0.36,0.75,0.518776078,0.222222222
Chris McCullough,16,450,54,113,53,112,1,1,40,71,36,74,110,18,27,33,35,41,149,146,0.3,1.2,1.4,18.9,9,18.5,13.8,8.2,3.6,8.5,19.3,20.7,95.7,88.6,-1.4,8.2,6.8,4.8,10.04444444,4.711111111,9.955555556,0.088888889,0.088888889,3.555555556,6.311111111,3.2,6.577777778,9.777777778,1.6,2.4,2.933333333,3.111111111,3.644444444,13.24444444,51.65002773,0.628318584,0.008849558,0.477876106,0.473214286,1,0.563380282,0.482300885,0.382352941
Chris Singleton,60,1819,241,570,171,357,70,213,141,241,124,290,414,103,126,89,157,185,693,677,1.8,5.5,7.2,19.3940077,8.065750412,16.95525014,12.71050027,11.22699285,4.034249588,5.676250687,18.17724024,23.15750412,99.55876855,83.75250137,1.436503573,3.812259483,5.248763057,5.299615173,12.53435954,3.760307861,7.85046729,1.539307312,4.683892248,3.100604728,5.299615173,2.726772952,6.377130291,9.103903244,2.264980759,2.770753161,1.957119296,3.452446399,4.068169324,15.23914239,51.25436365,0.422807018,0.373684211,0.422807018,0.478991597,0.328638498,0.585062241,0.484210526,0.346456693
Chris Smith,75,2008,238,555,133,293,105,262,133,187,94,210,304,164,66,3,102,107,714,703,4.6,3.5,8.1,9.901923926,3.659376687,7.133231902,5.396304294,9.852044172,1.155725153,0.203680982,8.939440491,10.69160736,63.1606773,53.94011779,2.10004908,1.475646626,3.575695706,4.741035857,11.05577689,2.64940239,5.836653386,2.091633466,5.219123506,2.64940239,3.725099602,1.87250996,4.183266932,6.055776892,3.266932271,1.314741036,0.059760956,2.03187251,2.131474104,14.22310757,56.01933216,0.336936937,0.472072072,0.428828829,0.453924915,0.400763359,0.711229947,0.523423423,0
Chris Wright Dos,63,2150,304,681,219,427,85,254,198,254,27,157,184,291,92,12,161,134,891,925,5.5,2.2,7.9,19.95955201,1.754495384,8.850328866,5.617585478,28.29916616,2.731502397,0.592847772,17.70952379,24.81911211,117.7700802,109.2555109,1.93139313,0.297137405,2.228530534,5.655813953,12.66976744,4.074418605,7.944186047,1.581395349,4.725581395,3.68372093,4.725581395,0.502325581,2.920930233,3.423255814,5.413953488,1.711627907,0.223255814,2.995348837,2.493023256,16.57674419,56.19607447,0.37298091,0.37298091,0.446402349,0.512880562,0.334645669,0.779527559,0.508810573,0
Chris Wright Uno,73,2096,366,763,353,703,13,60,236,370,175,395,570,110,65,104,189,185,981,928,3.1,4.9,8.1,20.13852414,8.882484378,20.2516201,14.5358017,12.04212445,1.74140103,5.601590715,15.95392295,25.88440245,95.82538807,85.85907225,-0.353339695,2.67528626,2.321946565,6.984732824,14.5610687,6.736641221,13.41603053,0.248091603,1.145038168,4.503816794,7.061068702,3.339694656,7.538167939,10.8778626,2.099236641,1.240458015,1.984732824,3.606870229,3.530534351,18.72137405,52.98120544,0.484927916,0.078636959,0.479685452,0.502133713,0.216666667,0.637837838,0.488204456,0
Christapher Johnson,104,2888,404,944,192,378,212,566,234,278,240,429,669,126,88,45,132,212,1254,1161,9.1,4.9,14,26.31731157,11.95290519,21.6186871,16.77104287,9.594456262,2.266106298,2.040630265,12.83750175,25.66473684,138.039827,107.7200753,3.407844062,0.690531195,4.098375258,5.595567867,13.07479224,2.659279778,5.235457064,2.936288089,7.83933518,3.24099723,3.850415512,3.324099723,5.941828255,9.265927978,1.745152355,1.218836565,0.623268698,1.828254848,2.936288089,17.36842105,58.80036012,0.294491525,0.599576271,0.427966102,0.507936508,0.374558304,0.841726619,0.540254237,0.333333333
Christian Wood,63,1468,235,493,199,355,36,138,148,198,120,306,426,53,21,119,95,132,654,627,3.2,3.2,6.4,23.42779292,9.576430518,21.68419619,15.99046322,8.110762943,0.839100817,7.828065395,13.71076294,24.68719346,109.3420981,93.52656676,1.509264305,3.41253406,4.921798365,6.403269755,13.43324251,5.422343324,9.673024523,0.980926431,3.760217984,4.032697548,5.395095368,3.269754768,8.337874659,11.60762943,1.444141689,0.572207084,3.242506812,2.588555858,3.596730245,17.82016349,56.36764807,0.401622718,0.279918864,0.476673428,0.56056338,0.260869565,0.747474747,0.513184584,0.363636364
Cleanthony Early,75,1965,371,790,258,465,113,325,280,342,137,288,425,50,58,63,131,183,1135,993,7.2,4.2,11.4,25.99821883,8.208193384,17.49608142,12.90142494,5.948396947,1.8,3.851959288,12.04697201,28.64946565,119.142341,93.7583715,5.149465649,1.749465649,6.849109415,7.55216285,16.08142494,5.251908397,9.465648855,2.300254453,6.615776081,5.699745547,6.961832061,2.788804071,5.86259542,8.651399491,1.017811705,1.180661578,1.282442748,2.666666667,3.72519084,23.1043257,60.34152773,0.432911392,0.411392405,0.469620253,0.55483871,0.347692308,0.81871345,0.541139241,0.261904762
Cliff Alexander,28,492,73,129,73,129,0,0,53,79,55,93,148,12,5,37,28,57,199,192,1.3,1,2.3,23.2,13.3,19.9,16.8,5.4,0.6,7.7,14.4,20.1,118.2,95,3.2,5,8.1,5.93495935,10.48780488,5.93495935,10.48780488,0,0,4.308943089,6.422764228,4.471544715,7.56097561,12.03252033,0.975609756,0.406504065,3.008130081,2.276422764,4.634146341,16.17886179,60.75964827,0.612403101,0,0.565891473,0.565891473,0,0.670886076,0.565891473,0
Cody Zeller,72,2087,399,674,399,672,0,2,359,475,188,337,525,92,86,87,141,177,1157,1098,9.9,4.3,14.1,30.5632966,11.7911356,19.3822712,15.73493052,9.5,2.507091519,4.34911356,13.43138476,25.38049832,128.3673694,92.96027791,7.219501677,4.691135601,11.91063728,7.64734068,12.91806421,7.64734068,12.87973167,0,0.038332535,6.880689986,9.103977,3.603258265,6.459032104,10.06229037,1.763296598,1.648298994,1.667465261,2.702443699,3.392429324,22.17537135,65.51528879,0.704747774,0.002967359,0.591988131,0.59375,0,0.755789474,0.591988131,0
Cole Aldrich,36,963,149,265,149,265,0,0,108,159,110,244,354,31,27,125,56,92,406,400,3,2.9,5.9,27.9,13.6,25.4,20,5.8,1.6,13,14.1,19.9,121.2,83.1,0,0,0,6.188992731,11.00726895,6.188992731,11.00726895,0,0,4.485981308,6.604361371,4.569055036,10.13499481,14.70404984,1.287642783,1.121495327,5.192107996,2.326064382,3.821391485,16.86396677,60.60425125,0.6,0,0.562264151,0.562264151,0,0.679245283,0.562264151,0
Cory Higgins,69,2258,393,843,325,647,68,196,343,404,51,193,244,167,97,25,152,159,1197,1122,7.1,1.6,8.6,22.19406554,2.824712135,9.976439327,6.496457042,15.37998229,2.488219663,1.154118689,12.82940655,26.71762622,115.1552702,107.7235607,1.894154119,-0.487068202,1.352967228,6.961913198,14.93356953,5.757307352,11.46147033,1.204605846,3.472099203,6.076173605,7.156775908,0.903454384,3.418954827,4.322409212,2.958370239,1.71833481,0.442869796,2.692648361,2.816651904,21.20460585,58.63278342,0.479240807,0.232502966,0.466192171,0.502318393,0.346938776,0.849009901,0.506524318,0.2
Cory Jefferson,130,2589,431,794,414,744,17,50,280,424,243,479,722,51,42,166,101,226,1159,1061,8.2,4.4,12.7,18.50861336,11.88999614,18.74476632,15.31560448,1.262263422,1.200038625,8.182000773,12.24947856,18.30328312,111.4446504,95.66917729,0.236655079,3.091116261,3.331517961,6.658941676,12.26728467,6.396292005,11.49478563,0.262649672,0.772499034,4.325994593,6.550791812,3.754345307,7.400540749,11.15488606,0.787949015,0.648899189,2.564696794,1.560448049,3.491695635,17.90652762,59.09888227,0.534005038,0.062972292,0.542821159,0.556451613,0.34,0.660377358,0.553526448,0.133333333
Cory Joseph,36,1166,136,322,84,196,52,126,51,73,23,105,128,109,37,11,54,65,375,372,2.2,2.2,4.4,15.1,2.2,9.5,6,17.3,1.9,0.9,13.1,17.3,112.7,95,3.9,3.7,7.7,4.665523156,11.04631218,2.881646655,6.723842196,1.783876501,4.322469983,1.749571184,2.504288165,0.789022298,3.602058319,4.391080618,3.739279588,1.269296741,0.377358491,1.852487136,2.229845626,12.864494,52.94815317,0.226708075,0.391304348,0.422360248,0.428571429,0.412698413,0.698630137,0.50310559,0.2
Coty Clarke,65,1384,181,386,147,309,34,77,160,206,115,236,351,116,95,38,83,193,556,580,3.7,3.2,6.8,22.02601156,9.299421965,19.53930636,14.25202312,14.77514451,3.80867052,2.997687861,14.96705202,19.3699422,118.3127168,92.16069364,4,4.819653179,8.765317919,5.231213873,11.15606936,4.248554913,8.930635838,0.98265896,2.225433526,4.624277457,5.953757225,3.323699422,6.820809249,10.14450867,3.352601156,2.74566474,1.098265896,2.398843931,5.578034682,16.06936416,58.32494126,0.533678756,0.199481865,0.468911917,0.475728155,0.441558442,0.776699029,0.512953368,1
Courtney Fortson,18,599,97,269,72,189,25,80,104,137,25,68,93,103,25,3,92,47,323,348,0.5,0.6,1.1,17.6,4.7,12.8,8.8,36,2.3,0.5,21.6,34.5,94,104.5,0,0,0,6.477462437,17.96327212,4.808013356,12.62103506,1.669449082,5.342237062,6.94490818,9.148580968,1.669449082,4.540901503,6.210350584,6.878130217,1.669449082,0.20033389,6.143572621,3.138564274,21.56928214,49.04640428,0.50929368,0.29739777,0.360594796,0.380952381,0.3125,0.759124088,0.407063197,0.230769231
Craig Brackins,32,1124,192,457,165,370,27,87,117,154,67,206,273,69,25,38,68,64,528,508,2.2,1.8,4,20.2,6.6,19.4,13.2,13.1,1.3,3.3,11.4,26.1,105.6,98,0,0,0,6.832740214,16.2633452,5.871886121,13.16725979,0.960854093,3.096085409,4.163701068,5.480427046,2.384341637,7.330960854,9.715302491,2.455516014,0.889679715,1.352313167,2.419928826,2.277580071,18.79003559,50.30871255,0.336980306,0.190371991,0.420131291,0.445945946,0.310344828,0.75974026,0.449671772,0
D'Angelo Russell,35,1188,231,515,136,284,95,231,118,156,35,163,198,175,55,11,102,74,675,671,4.4,2.4,6.8,26.6,3.6,15.4,9.8,30.1,2.8,1.1,14.8,30.2,115.7,94.5,8.7,3,11.7,7.777777778,17.34006734,4.579124579,9.562289562,3.198653199,7.777777778,3.973063973,5.252525253,1.178451178,5.488215488,6.666666667,5.892255892,1.851851852,0.37037037,3.434343434,2.491582492,22.72727273,57.82674251,0.302912621,0.448543689,0.448543689,0.478873239,0.411255411,0.756410256,0.540776699,0.351351351
D.J. Kennedy,65,1956,262,579,191,391,71,188,235,307,102,280,382,167,94,37,137,125,830,822,5.3,3.2,8.5,22.5555726,6.01206544,17.3396728,11.52285276,18.11717791,2.904754601,2.15301636,15.85301636,22.62193252,114.0771472,97.98445808,2.020296524,2.349182004,4.369478528,5.357873211,11.8404908,3.90593047,7.99591002,1.45194274,3.844580777,4.805725971,6.278118609,2.085889571,5.72597137,7.811860941,3.415132924,1.922290389,0.756646217,2.801635992,2.556237219,16.97341513,58.11673762,0.530224525,0.324697755,0.452504318,0.488491049,0.377659574,0.765472313,0.513816926,0.5
D.J. Stephens,129,1703,207,330,190,284,17,46,81,128,159,277,436,45,65,150,49,163,512,494,4.8,3.8,8.3,21.574633,11.82196124,16.65443335,14.29289489,5.859248385,2.311215502,7.934468585,12.10510863,13.14574281,129.4980035,93.97275396,2.166647093,5.247269524,7.413916618,4.862008221,7.751027598,4.46271286,6.670581327,0.399295361,1.080446271,1.902524956,3.00645919,3.734586025,6.50616559,10.24075161,1.056958309,1.526717557,3.523194363,1.150910159,3.828537874,12.02583676,66.26630772,0.387878788,0.139393939,0.627272727,0.669014085,0.369565217,0.6328125,0.653030303,0
Damian Jones,99,2684,508,897,507,889,1,8,296,524,207,423,630,71,37,167,197,301,1313,1184,5.2,4.8,10.1,21.71289121,9.637481371,16.72242921,13.44895678,6.560581222,0.785320417,6.356780924,14.6314456,26.55014903,107.1560358,97.69150522,0.54195231,3.062071535,3.604023845,7.570789866,13.3681073,7.555886736,13.24888227,0.01490313,0.119225037,4.411326379,7.80923994,3.084947839,6.304023845,9.388971684,1.058122206,0.551415797,2.488822653,2.935916542,4.485842027,19.56780924,58.22306573,0.584169454,0.008918618,0.566332219,0.570303712,0.125,0.564885496,0.566889632,0
Damian Lillard,73,2452,465,1036,268,537,197,499,451,518,34,290,324,273,96,13,176,143,1578,1499,12.3,2.8,15,30.37528548,2.165130506,14.32520392,8.366109299,26.7449429,2.646818923,0.708442088,13.291354,32.20228385,122.4523654,101.6603181,7.456973899,-1.107340946,6.3045677,7.585644372,16.9004894,4.371941272,8.760195759,3.2137031,8.140293638,7.35725938,8.450244698,0.554649266,4.730831974,5.28548124,4.453507341,1.566068516,0.212071778,2.871125612,2.33278956,25.74225122,62.42483702,0.5,0.481660232,0.448841699,0.499068901,0.394789579,0.870656371,0.543918919,0.367793241
Damion James,34,1029,210,419,174,325,36,94,155,230,107,243,350,33,57,40,69,100,611,564,3.8,2.7,6.5,28.8,11,23.9,17.6,6.1,3,3.6,11.6,26.3,119.8,87.8,0,0,0,8.163265306,16.28765792,6.763848397,12.63362488,1.39941691,3.654033042,6.02526725,8.940719145,4.159378037,9.44606414,13.60544218,1.282798834,2.21574344,1.554907677,2.682215743,3.887269193,23.75121477,58.72741253,0.548926014,0.224343675,0.501193317,0.535384615,0.382978723,0.673913043,0.544152745,0
Daniel Ochefu,141,3060,404,673,404,669,0,4,207,333,293,636,929,185,109,182,220,330,1015,1082,6.4,8,14.3,20.98098039,11.86735294,23.67075163,18.01895425,12.10071895,2.125359477,6.67372549,22.01493464,17.72143791,111.3176797,89.33836601,1.991045752,8.185620915,10.17666667,5.281045752,8.797385621,5.281045752,8.745098039,0,0.052287582,2.705882353,4.352941176,3.830065359,8.31372549,12.14379085,2.418300654,1.424836601,2.379084967,2.875816993,4.31372549,13.26797386,61.92649356,0.494799406,0.005943536,0.600297177,0.603886398,0,0.621621622,0.600297177,0
