Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Yr
O. Howard,PF,22,TOT,14,113,13.7,0.446,,0.411,16.5,21.9,19.1,6,0.8,0.9,9.6,24.7,0,0.1,0.2,0.064,-2,-3.4,-5.5,-0.1,1979
O. Howard,PF,22,MIL,3,22,8,0.455,,0,25.1,10,17.6,6,0,0,15.4,23,0,0,0,0.024,-0.6,-4.7,-5.2,0,1979
O. Howard,PF,22,DET,11,91,15.1,0.444,,0.511,14.4,24.8,19.4,6,1,1.1,8.3,25.2,0,0.1,0.1,0.074,-2.4,-3.1,-5.5,-0.1,1979
L. Hudson,SG,34,LAL,78,1686,13.7,0.556,,0.195,4.4,4.6,4.5,10.8,1.6,0.5,12.5,18.7,2.3,1.1,3.3,0.095,0.1,-1.6,-1.5,0.2,1979
K. Hughes,C,26,DEN,81,1086,11.7,0.53,,0.247,10.9,21.2,16.1,8.5,2.3,4.9,27.9,9.9,0.1,2.1,2.2,0.098,-2.4,4.6,2.1,1.1,1979
D. Issel,C,30,DEN,81,2742,18.3,0.568,,0.407,9.2,18.8,14,13.3,1,0.9,12.3,19.5,6.7,3.1,9.8,0.172,2.4,0.4,2.8,3.3,1979
P. Jackson,PF,33,NJN,59,1070,10.7,0.536,,0.347,5.6,12.2,8.7,10.7,1.8,1.1,18.3,15,0.6,1.3,1.9,0.086,-2,0.6,-1.4,0.2,1979
A. James,SF,26,NOJ,73,1417,12.7,0.526,,0.222,6.9,10.1,8.6,8.2,0.9,0.7,13.8,21.6,1,0.7,1.7,0.057,-1.3,-2.4,-3.7,-0.6,1979
C. Johnson,SG,29,WSB,82,1819,12,0.458,,0.101,4,7.3,5.6,12.5,2.4,0.2,9.6,19.1,0.9,1.9,2.8,0.074,-0.8,0,-0.8,0.5,1979
C. Johnson,C,22,POR,74,794,12.1,0.481,,0.341,11.5,20.3,15.8,12.8,1.3,2.5,20.7,15.6,0.1,1.1,1.2,0.07,-2.1,1.1,-1,0.2,1979
D. Johnson,SG,24,SEA,80,2717,15,0.495,,0.353,5.6,8.8,7.2,14.5,1.7,1.9,13,21.3,2.8,3.8,6.6,0.116,0.1,1.2,1.3,2.3,1979
E. Johnson,SG,23,ATL,78,2413,16.7,0.561,,0.297,2.8,4.9,3.8,22.1,2.3,0.3,16.1,21.7,4.4,1.9,6.3,0.126,2.2,-1.2,1,1.8,1979
G. Johnson,C,30,NJN,78,2058,11.1,0.475,,0.286,9.9,22.1,15.7,5.5,1.4,6.6,24.7,13.2,-1.3,3.9,2.6,0.061,-4.2,4.5,0.3,1.2,1979
G. Johnson,PF,22,MIL,67,1157,14,0.526,,0.342,10.1,24.3,17.2,8.3,2.9,2.2,20.3,16.6,0.4,2,2.5,0.102,-1.7,2.5,0.9,0.8,1979
J. Johnson,SF,31,SEA,82,2386,11.2,0.484,,0.305,5.6,12.6,9.1,20.3,1.1,0.6,21.4,19.5,-0.4,3,2.7,0.053,-1.8,0.8,-1,0.6,1979
M. Johnson,SF,22,MIL,77,2779,23.9,0.586,,0.293,8.4,14.9,11.7,12.3,1.9,1.7,9.2,25.9,9.2,3,12.2,0.211,5.1,0.2,5.3,5.1,1979
M. Johnson,PF,26,CHI,82,2594,15.5,0.506,,0.298,8.2,18.2,13.2,21.3,1.6,1.2,20,24.1,0.8,2.9,3.7,0.069,-0.3,1.2,0.9,1.9,1979
O. Johnson,SF,29,CHI,71,1734,12.3,0.552,,0.204,3.7,10.6,7.2,13.1,1.5,1,16.2,16.2,1.6,1.4,3.1,0.085,-0.9,0.1,-0.9,0.5,1979
B. Jones,PF,27,PHI,80,2304,16.7,0.584,,0.393,9.4,14.4,12,11.8,2.1,2.2,16.7,16.8,3.9,3.8,7.7,0.16,1.4,2.4,3.8,3.4,1979
C. Jones,C,28,PHI,78,2171,13.4,0.512,,0.254,8.8,26.2,17.9,9.1,0.8,3.8,18,15.5,0.8,4.2,5,0.111,-2.4,3,0.6,1.4,1979
D. Jones,C,26,HOU,81,1215,10.9,0.505,,0.334,10,19.2,14.7,5.9,1.3,1.1,18.4,18,0.3,0.9,1.3,0.05,-2.3,-0.7,-2.9,-0.3,1979
E. Jordan,PG,24,NJN,82,2260,13.8,0.47,,0.285,3.3,6.8,5,23.1,3.9,1,18.4,22,-0.9,3.3,2.4,0.051,-1.4,1,-0.4,0.9,1979
J. Judkins,SF,22,BOS,81,1521,14.5,0.544,,0.249,5.1,8.9,7,13.6,2.4,0.4,14.3,19.5,1.9,1.1,3,0.095,0.1,-0.8,-0.7,0.5,1979
R. Kelley,C,25,NOJ,80,2705,19.9,0.585,,0.526,11.3,25.3,18.5,14.4,2.1,3,21.2,19.2,4.1,4.5,8.6,0.152,1.2,3.3,4.5,4.5,1979
L. Kenon,PF,26,SAS,81,2947,19.8,0.547,,0.235,9.6,18.2,14.1,15.4,2.3,0.3,15.5,24.9,4.7,4.1,8.8,0.144,2.5,1,3.5,4.1,1979
B. King,SF,22,NJN,82,2859,17.9,0.542,,0.455,8.9,16,12.3,16.4,1.8,0.7,16.5,25.6,2.8,3.6,6.5,0.109,2,0.4,2.4,3.2,1979
B. Knight,SF,26,TOT,79,2095,15.3,0.586,,0.354,4.8,13,8.9,10.5,1.4,0.2,18.9,22.2,2.3,1.4,3.7,0.085,-0.4,-1.3,-1.7,0.1,1979
B. Knight,SF,26,BOS,40,1119,12.1,0.556,,0.335,4,13.2,8.6,8.4,1.2,0.1,20.5,22,0.1,0.6,0.7,0.029,-2.3,-1.6,-3.9,-0.5,1979
B. Knight,SF,26,IND,39,976,19,0.618,,0.376,5.6,12.8,9.2,13,1.5,0.3,17.1,22.5,2.2,0.8,3,0.149,1.8,-1,0.8,0.7,1979
T. Knight,SF,23,NYK,82,2667,15.3,0.539,,0.175,8.1,14.1,11.1,6.6,1,1.2,11.4,21,3.7,2,5.7,0.102,0.5,-1,-0.5,1,1979
J. Kramer,PF,23,PHO,82,1401,11.3,0.544,,0.476,10.8,15.8,13.4,7.8,1.4,0.9,18,15,1.4,1.6,3,0.103,-0.9,0.3,-0.6,0.5,1979
J. Kuester,PG,23,DEN,33,212,6.9,0.387,,0.269,2.5,3.9,3.2,21.4,3.8,0.2,25.6,14.2,-0.3,0.3,0,0,-5.2,-0.5,-5.7,-0.2,1979
K. Kunnert,C,27,SDC,81,1684,12.8,0.487,,0.17,12.7,23.2,18,8.3,1.2,3.5,20.8,15.3,0.5,1.8,2.3,0.066,-1.6,1.4,-0.2,0.8,1979
M. Kupchak,PF,24,WSB,66,1604,19.4,0.588,,0.438,9.7,17.4,13.6,7.5,0.6,0.7,12.8,22.3,4.2,1.7,5.9,0.178,2.2,-1.2,1,1.2,1979
S. Lacey,C,30,KCK,82,2627,15.3,0.544,,0.324,7.2,22.2,14.5,20.1,1.8,3,23.5,15.2,2,4.5,6.5,0.119,0,4.4,4.4,4.2,1979
T. LaGarde,C,23,SEA,23,575,15.6,0.568,,0.525,11.1,23.7,17.4,7.8,0.5,1.6,17.4,18.4,0.8,0.9,1.7,0.142,-0.7,0.5,-0.1,0.3,1979
J. Lambert,PF,26,CLE,70,1030,10.9,0.469,,0.167,11.6,19.7,15.4,5.5,1.1,1.5,15.5,16.1,0.2,0.8,0.9,0.044,-2.5,-0.8,-3.4,-0.4,1979
M. Landsberger,PF,23,CHI,80,1959,12.6,0.483,,0.332,16.4,25,20.7,4.7,0.6,0.6,18.2,16.7,0.2,2,2.2,0.054,-2.3,-1.1,-3.4,-0.7,1979
B. Lanier,C,30,DET,53,1835,21.7,0.564,,0.386,9,19.3,14,11.4,1.2,2.1,13.6,26.7,4,1.9,5.9,0.155,2.5,0.1,2.6,2.1,1979
B. Lee,PG,22,TOT,82,1779,13.8,0.513,,0.363,1.9,6,3.9,22.8,2.3,0,17.3,19.8,1.5,1.1,2.6,0.069,-0.6,-1.9,-2.5,-0.2,1979
B. Lee,PG,22,ATL,49,997,12.2,0.516,,0.374,1.1,5.4,3.2,23,2.6,0.1,20.8,18.3,0.4,0.9,1.2,0.06,-1.4,-1.4,-2.9,-0.2,1979
B. Lee,PG,22,CLE,33,782,15.7,0.511,,0.352,2.9,6.7,4.7,22.5,1.8,0,13.5,21.8,1.1,0.2,1.3,0.081,0.5,-2.6,-2,0,1979
R. Lee,PG,26,TOT,60,1346,10.7,0.469,,0.278,5.1,8.2,6.7,19.4,3.5,0.2,22.5,20.9,-1.3,1.7,0.3,0.012,-2.7,0.6,-2.1,0,1979
R. Lee,PG,26,PHO,43,948,11.1,0.49,,0.272,5,8.2,6.6,17.6,3.2,0.2,21.3,22.1,-0.6,1.2,0.6,0.028,-2.3,0.3,-2,0,1979
R. Lee,PG,26,NOJ,17,398,9.6,0.406,,0.298,5.3,8.1,6.8,23.5,4.2,0.2,25.9,18.1,-0.7,0.5,-0.2,-0.027,-3.7,1.2,-2.4,0,1979
S. Lloyd,C,26,TOT,72,496,3.2,0.389,,0.385,10.8,10.3,10.6,8.2,0.9,0.9,26.3,15.6,-0.9,0.3,-0.6,-0.058,-5.7,-0.8,-6.5,-0.6,1979
S. Lloyd,C,26,SDC,5,31,-13.2,0,,0,3.4,6.9,5.1,0,1.5,0,80,12.2,-0.2,0,-0.2,-0.363,-15.1,-0.4,-15.5,-0.1,1979
S. Lloyd,C,26,CHI,67,465,4.3,0.395,,0.392,11.3,10.5,10.9,8.7,0.9,0.9,23.4,15.8,-0.7,0.3,-0.4,-0.037,-5.1,-0.8,-5.9,-0.5,1979
J. Long,SG,22,DET,82,2498,13.6,0.498,,0.153,5.1,6,5.5,6.9,1.8,0.4,9.4,22.3,2.2,1.4,3.6,0.07,-0.2,-1.5,-1.7,0.2,1979
J. Lucas,PG,25,GSW,82,3095,16.9,0.514,,0.28,2.2,6.4,4.3,33,2.3,0.2,16.5,20.2,4.7,3.2,7.9,0.122,1.4,-0.6,0.8,2.2,1979
M. Lucas,PF,26,POR,69,2462,18.4,0.517,,0.286,8.6,24,16.2,13.1,1.2,1.8,14.6,25.5,2.9,3.3,6.2,0.121,0.3,0.4,0.7,1.7,1979
M. Malone,C,23,HOU,82,3390,23.7,0.604,,0.612,19.2,27.1,23.2,5.9,1.1,1.8,16.2,23.4,10.6,3.5,14.1,0.2,4.3,-0.3,4,5.1,1979
P. Maravich,SG,31,NOJ,49,1824,13.4,0.478,,0.268,1.8,4.6,3.2,20.4,1.5,0.5,14.7,28.4,-0.5,0.7,0.1,0.004,-1.5,-3,-4.5,-1.1,1979
C. Maxwell,SF,23,BOS,80,2969,19.9,0.676,,0.886,10.1,19.6,14.8,10.4,1.5,1.3,19.6,18.4,8.9,2.7,11.7,0.188,3.5,1,4.5,4.9,1979
S. May,SF,24,CHI,37,403,8.4,0.482,,0.294,3.8,13.5,8.7,13.2,2.5,0.1,24.9,20.3,-0.6,0.4,-0.1,-0.015,-5,-0.2,-5.2,-0.3,1979
B. McAdoo,PF-C,27,TOT,60,2231,20.4,0.561,,0.399,6.3,19.1,12.7,11.5,1.5,1.6,14.1,27.1,3.5,2.3,5.8,0.125,1.5,-0.2,1.3,1.8,1979
B. McAdoo,PF,27,NYK,40,1594,21.5,0.572,,0.422,6.3,19.4,12.8,12.2,1.8,1.6,14,26.9,3,1.8,4.8,0.146,2.4,0.4,2.8,1.9,1979
B. McAdoo,C,27,BOS,20,637,17.5,0.534,,0.344,6.2,18.4,12.3,9.9,0.8,1.6,14.3,27.5,0.5,0.5,1,0.073,-0.8,-1.8,-2.5,-0.1,1979
T. McClain,SG,32,PHO,36,465,10.1,0.545,,0.348,6.1,10.3,8.2,15.4,1.8,0,26.2,17.1,0,0.4,0.5,0.049,-2.5,-0.5,-3,-0.1,1979
J. McElroy,PG,25,NOJ,79,2698,16.2,0.536,,0.31,2.3,5.4,3.9,24.2,2.4,0.9,16,21,3.1,1.8,4.9,0.088,0.7,-1.1,-0.3,1.2,1979
G. McGinnis,PF,28,DEN,76,2552,20.6,0.533,,0.601,10.6,24.6,17.7,16.9,2.3,1.1,17.7,29.5,2.8,4.4,7.1,0.134,1.5,1.4,2.9,3.2,1979
B. McKinney,PG,23,KCK,78,1242,15.6,0.555,,0.34,1.7,5.8,3.7,27,2.1,0.1,18.4,20.8,1.7,1.2,3,0.114,-0.1,-2,-2.1,0,1979
T. McMillen,C,26,ATL,82,1392,12.6,0.518,,0.239,9.8,16.3,12.9,6.9,0.5,1.3,13.7,18.1,1.7,1.2,2.9,0.1,-0.8,-1.1,-1.9,0,1979
J. McMillian,SF,30,POR,23,278,11.9,0.499,,0.284,6.3,9.3,7.8,15.3,1.7,0.6,16.1,14.1,0.3,0.2,0.5,0.086,-1.3,-0.7,-2,0,1979
L. McNeill,PF,28,DET,11,46,16.5,0.574,,0.6,6.6,16.4,11.3,8.8,0,0,13.7,24.2,0.1,0,0.1,0.148,-0.9,-4.1,-5,0,1979
J. Mengelt,SG,29,CHI,75,1705,13.2,0.537,,0.264,1.6,5.9,3.8,16.1,1.3,0.1,13.5,20.9,2.1,0.9,3,0.084,-0.9,-2.5,-3.4,-0.6,1979
J. Meriweather,C,25,TOT,77,1693,11.4,0.524,,0.374,8.8,16,12.5,6,1.1,2.8,18.3,16.3,0.6,1.7,2.3,0.064,-2.3,0.6,-1.7,0.1,1979
J. Meriweather,C,25,NOJ,36,640,11.8,0.495,,0.417,9.8,18.1,14.1,6.4,1.2,3.1,16.9,15.9,0.1,0.7,0.9,0.066,-2.9,0.7,-2.3,0,1979
J. Meriweather,C,25,NYK,41,1053,11.2,0.542,,0.348,8.2,14.8,11.5,5.9,1,2.7,19.1,16.6,0.4,0.9,1.4,0.063,-1.9,0.6,-1.4,0.2,1979
M. Mitchell,SF,23,CLE,80,1576,16.8,0.545,,0.252,8.3,14.9,11.4,5.7,1.5,1,11.5,22.4,2.6,1,3.6,0.111,0.4,-2.1,-1.8,0.1,1979
S. Mix,SF,31,PHI,74,1269,19.4,0.594,,0.408,9.3,14.5,12,13.7,2,0.7,14.7,20.9,3,1.9,4.9,0.186,2,0.2,2.2,1.4,1979
E. Money,PG,23,TOT,70,1979,14.4,0.53,,0.265,3.6,5,4.3,25.4,1.9,0.3,19.1,23.6,0.9,1.8,2.7,0.065,0,-1.7,-1.7,0.1,1979
E. Money,PG,23,NJN,47,1434,15.4,0.519,,0.271,3.9,5.4,4.6,26.7,2.3,0.4,18,24.1,0.8,1.4,2.1,0.072,0.5,-1.3,-0.8,0.4,1979
E. Money,PG,23,PHI,23,545,11.8,0.565,,0.249,3,4,3.5,21.9,1.1,0.2,22.3,22.1,0.1,0.4,0.5,0.048,-1.4,-2.7,-4.2,-0.3,1979
E. Monroe,SG,34,NYK,64,1393,15.4,0.513,,0.22,2,3.7,2.9,19.6,1.6,0.2,11.3,24.3,1.9,0.5,2.5,0.085,0.1,-3.5,-3.4,-0.5,1979
G. Mosley,PF,23,SAS,26,221,12.2,0.463,,0.507,13.4,17,15.2,10.1,1.6,2.3,17.9,19.1,0,0.3,0.3,0.068,-2.1,0.4,-1.7,0,1979
C. Murphy,PG,30,HOU,82,2941,16.1,0.539,,0.186,2.9,3.5,3.2,17,1.8,0.1,10.8,23.2,6.1,0.7,6.8,0.112,2.2,-2.2,0,1.5,1979
B. Nash,SF,28,KCK,82,1307,9.6,0.467,,0.165,6.2,11.1,8.6,7,1,0.6,12.8,18.9,-0.1,1.2,1.1,0.042,-2.9,-1.1,-4,-0.7,1979
S. Nater,C,29,SDC,79,2006,16.9,0.605,,0.263,11.5,25.6,18.6,9.1,0.9,0.7,19.5,16.4,3.9,1.6,5.5,0.133,1.1,-0.4,0.7,1.4,1979
L. Neal,PF,28,POR,4,48,-0.6,0.393,,0.091,4.6,16.4,10.4,2.6,0,1.2,34.4,14.3,-0.1,0,-0.1,-0.112,-9.4,-1.8,-11.2,-0.1,1979
M. Newlin,SG,30,HOU,76,1828,12.9,0.565,,0.418,3.1,7,5.1,20.2,1.3,0.3,20.3,18.6,2.4,0.5,2.9,0.076,0.1,-1.7,-1.6,0.2,1979
N. Nixon,PG,23,LAL,82,3145,18.2,0.567,,0.178,1.8,6,4,30.5,2.9,0.3,15.7,18.7,6.5,3.1,9.6,0.146,2.5,-0.6,1.9,3.1,1979
C. Norman,SG,25,SDC,22,323,11.9,0.46,,0.139,4.3,6.3,5.3,10.3,1.4,0.5,11.2,23.1,0.2,0.1,0.2,0.032,-2.1,-3.6,-5.6,-0.3,1979
M. Olberding,PF,22,SAS,80,1885,12.4,0.556,,0.526,5.6,17.9,12,13.1,1.2,0.5,19.4,16.9,2,2.2,4.2,0.106,-0.8,0.4,-0.4,0.8,1979
J. Olive,SF,23,SDC,34,189,2,0.439,,0.575,1.7,9,5.3,1.8,1,0,20.6,12.7,-0.2,0,-0.2,-0.038,-6,-2.6,-8.6,-0.3,1979
T. Owens,C,29,POR,82,2791,19.9,0.597,,0.368,10.3,19.2,14.7,15.9,1,1.2,16.3,21.5,7.4,3,10.4,0.179,3.5,0.3,3.9,4.1,1979
R. Parish,C,25,GSW,76,2411,20.8,0.529,,0.253,11.7,29.2,20.4,6.9,1.9,4.9,15.9,24.6,1.8,5.4,7.1,0.142,-0.8,2.9,2,2.5,1979
S. Parker,SF,23,GSW,79,2893,15.5,0.537,,0.218,6.1,10.5,8.2,13.6,2.3,0.6,14.7,18.3,3.5,3.5,7,0.116,1.2,1.7,2.9,3.6,1979
B. Paultz,C,30,SAS,79,2122,15.5,0.541,,0.256,8.7,21.8,15.5,10.5,0.7,2.9,15.7,17.8,2.1,2.9,5.1,0.114,-0.4,1.4,1,1.6,1979
R. Phegley,SG,22,WSB,29,153,9.8,0.441,,0.372,3.4,11.1,7.3,12.5,1.5,0.6,15.8,26.9,-0.2,0.2,0,0.001,-4.6,-2.1,-6.7,-0.2,1979
S. Pietkiewicz,SG,22,SDC,4,32,1.6,0.225,,0.25,0,20,10,10.3,1.4,0,10.1,11.7,-0.1,0,0,-0.06,-7.7,-0.8,-8.5,-0.1,1979
B. Poquette,PF,23,DET,76,1337,13.1,0.481,,0.306,7.5,19.1,13.1,5.4,1.3,3.8,11,16.8,0.9,1.6,2.5,0.091,-2.7,1.1,-1.6,0.1,1979
K. Porter,PG,28,DET,82,3064,17.2,0.513,,0.24,2,5.2,3.5,47,2.3,0.1,21.5,19.4,4.3,1.9,6.2,0.097,1.2,-3,-1.8,0.2,1979
J. Price,PG,29,LAL,75,1207,12.3,0.524,,0.23,2.5,8.3,5.5,21.9,2.5,0.5,20.9,15.9,0.5,1.2,1.8,0.07,-1.6,-0.4,-2,0,1979
W. Radford,SG,22,IND,52,649,9.7,0.518,,0.257,4,6.8,5.4,11.3,2.1,0.1,18.8,14.4,0.2,0.5,0.7,0.049,-2.4,-0.6,-2.9,-0.2,1979
C. Ray,C,30,GSW,82,1917,12.5,0.543,,0.433,11.9,22.3,17,8.9,1.2,1.4,22.6,14.3,1,2.8,3.8,0.095,-1.2,2,0.8,1.3,1979
M. Redmond,SG,23,TOT,53,759,10.6,0.436,,0.129,8,7.6,7.8,10.5,1.7,1.2,12.2,23.6,-0.5,0.8,0.3,0.017,-2.6,-1.1,-3.7,-0.3,1979
M. Redmond,SG,23,KCK,49,736,11.3,0.447,,0.133,8.2,7.7,8,10.6,1.7,1.2,12.4,23.7,-0.3,0.8,0.4,0.029,-2.2,-0.9,-3.1,-0.2,1979
M. Redmond,SG,23,PHI,4,23,-13.4,0.083,,0,0,4.3,2.3,5,0,0,7.7,22,-0.2,0,-0.2,-0.369,-16.7,-4.8,-21.6,-0.1,1979
R. Reid,SF,23,HOU,82,2259,13.9,0.521,,0.239,6.3,16.8,11.6,13.2,1.5,1.1,13.2,17.3,2.9,1.7,4.5,0.096,0.5,0.8,1.3,1.9,1979
K. Restani,PF,27,MIL,81,1598,12.1,0.512,,0.138,9.8,16.9,13.3,9.3,0.8,0.9,14.6,16,1.3,1.3,2.6,0.078,-0.9,-0.3,-1.2,0.3,1979
M. Ray Richardson,PG,23,NYK,72,1218,12.4,0.435,,0.265,6.9,13.8,10.3,22.9,3.8,0.8,20.7,21.9,-1.4,1.7,0.3,0.013,-2.2,1.7,-0.5,0.5,1979
A. Roberts,SF,23,DEN,63,1236,11.2,0.456,,0.221,9,12.7,10.9,12,0.7,0.1,10.6,19.1,0.8,1,1.7,0.067,-1.4,-1.6,-2.9,-0.3,1979
T. Robertson,SG,23,GSW,12,74,10.7,0.409,,0.225,8.7,5.8,7.3,7.6,5.1,0,15.4,28.4,-0.2,0.1,0,-0.027,-4.3,-0.2,-4.5,0,1979
R. Robey,C,23,TOT,79,1763,14.5,0.53,,0.333,10.2,21,15.6,10.5,1.2,0.4,17.5,20.7,1.4,1.7,3.1,0.085,-0.9,-0.6,-1.5,0.2,1979
R. Robey,C,23,IND,43,849,13.4,0.531,,0.41,9.7,21.1,15.4,8.4,1.3,0.7,20.4,20.1,0.3,1,1.3,0.072,-2.1,-0.4,-2.5,-0.1,1979
R. Robey,C,23,BOS,36,914,15.5,0.529,,0.272,10.6,20.9,15.7,12.4,1.1,0.2,15.1,21.3,1.1,0.7,1.8,0.097,0.2,-0.8,-0.6,0.3,1979
J. Robinson,SF,23,SEA,12,105,13.6,0.483,,0.366,9,10,9.5,17.5,2.2,0.5,18.8,21.9,0,0.2,0.1,0.065,-1.5,0,-1.5,0,1979
T. Robinson,PF,27,TOT,69,2537,16.9,0.537,,0.401,8,23.6,16,6.4,0.8,1.5,14.7,23.9,2.1,3,5.1,0.096,-1.2,-1,-2.2,-0.1,1979
T. Robinson,PF,27,NOJ,43,1781,18,0.537,,0.414,7.9,23.3,15.8,6.2,0.7,1.7,12.9,23.8,2.2,2,4.1,0.111,-0.5,-1,-1.5,0.2,1979
T. Robinson,PF,27,PHO,26,756,14.2,0.539,,0.369,8.4,24.4,16.5,6.9,1,0.8,18.9,24.3,0,1,1,0.061,-2.7,-1.1,-3.8,-0.3,1979
B. Robinzine,PF,26,KCK,82,2179,16.4,0.581,,0.294,10.6,21.5,15.9,6.5,2.2,0.4,15.9,19.8,3.4,3.4,6.9,0.151,1,0.7,1.7,2,1979
D. Robisch,C,29,LAL,80,1219,11.9,0.499,,0.342,7.7,17.1,12.7,9.4,0.7,1,12.1,14.4,1.2,1.2,2.3,0.092,-1.6,-0.3,-2,0,1979
T. Rollins,C,23,ATL,81,1900,17.3,0.553,,0.254,12,21.9,16.7,3.6,1.1,7.7,12.4,14.6,3.1,3.3,6.4,0.163,-0.2,3.5,3.3,2.5,1979
D. Roundfield,PF,25,ATL,80,2539,19.4,0.556,,0.459,13.3,24,18.4,7.4,1.6,4,16,20.4,4.6,4.1,8.7,0.164,1.4,2.3,3.7,3.6,1979
C. Rowe,PF,29,BOS,53,1222,7.7,0.467,,0.217,7.1,14.9,11,7.3,0.6,0.6,18.8,14.9,-0.5,0.6,0,0.001,-3.5,-0.8,-4.3,-0.7,1979
J. Rudd,SF,23,NYK,58,723,8.2,0.529,,0.699,10.2,14.7,12.4,5.7,1.1,0.6,25.3,12.6,0.1,0.5,0.6,0.04,-3,-0.4,-3.4,-0.3,1979
C. Russell,SF,27,CLE,74,2859,18.6,0.542,,0.412,5.3,14.5,9.6,17.6,1.6,0.5,14.7,24.4,5,1.6,6.7,0.112,2.4,-0.4,2,2.9,1979
F. Sanders,SF,22,TOT,46,479,13.9,0.478,,0.276,8,16.5,12.4,14.7,1.9,0.6,16.6,26.5,-0.1,0.5,0.4,0.039,-2.3,-1.3,-3.6,-0.2,1979
F. Sanders,SF,22,SAS,22,263,11.8,0.455,,0.323,5.4,17.7,11.8,16.6,2.3,0.6,18.1,25.5,-0.2,0.4,0.1,0.024,-3.5,-0.3,-3.8,-0.1,1979
F. Sanders,SF,22,BOS,24,216,16.4,0.504,,0.227,11.2,15,13.1,12.3,1.5,0.7,14.9,27.8,0.1,0.2,0.3,0.059,-0.9,-2.5,-3.4,-0.1,1979
A. Scott,SF,23,PHO,81,1737,13.2,0.579,,0.424,6.8,16.1,11.5,8.5,2,1.9,17.4,12.6,2,2.4,4.4,0.121,-0.7,2.1,1.4,1.5,1979
C. Scott,PG,30,DEN,79,2617,9.8,0.499,,0.252,2.2,6.2,4.2,22,1.4,0.6,21.2,17.7,0,1.9,1.9,0.035,-2,-1.1,-3,-0.7,1979
L. Shelton,PF,23,SEA,76,2158,14.9,0.543,,0.22,8.9,14,11.4,7.5,1.6,1.8,16.6,20.5,1.7,3.4,5.1,0.114,-0.2,1.1,0.8,1.6,1979
S. Sheppard,SF,24,TOT,42,279,9.2,0.506,,0.447,9.5,8.5,9,8.9,1.3,0.2,21.6,16.4,0,0.2,0.1,0.023,-2.8,-1.4,-4.3,-0.2,1979
S. Sheppard,SF,24,CHI,22,203,7.4,0.505,,0.373,8.7,6.4,7.5,9.7,1.1,0,26.1,15.8,-0.1,0.1,0,-0.007,-3.6,-1.5,-5.1,-0.2,1979
S. Sheppard,SF,24,DET,20,76,14.2,0.506,,0.6,11.9,14.1,13,6.8,1.8,0.7,11.2,17.8,0.1,0.1,0.2,0.103,-0.8,-1.2,-2.1,0,1979
P. Short,PF,21,GSW,75,1703,13.1,0.492,,0.11,8,14,10.9,8.1,1.5,0.4,12.1,21.8,0.7,1.9,2.6,0.074,-1.2,-0.6,-1.8,0.1,1979
J. Sikma,C,23,SEA,82,2958,16.3,0.529,,0.391,8.2,27.8,18,12.2,1.3,1.2,17.3,19.4,3.1,5.7,8.8,0.143,-0.4,2.6,2.1,3.1,1979
J. Silas,PG,29,SAS,79,2171,16,0.576,,0.436,1.8,6.9,4.4,16.2,1.5,0.5,15.3,22.6,4,1.7,5.7,0.126,0.8,-1.8,-1,0.5,1979
P. Silas,PF,35,SEA,82,1957,10.4,0.468,,0.483,13.9,17,15.5,7.3,0.7,0.5,16.7,11.7,1.3,2.6,3.9,0.096,-1.1,1.2,0,1,1979
R. Simpson,SG,29,TOT,69,979,9.7,0.44,,0.256,3.7,6.6,5.1,18.1,1.7,0.3,17.2,22.7,-1.1,0.9,-0.2,-0.01,-4,-2,-6,-1,1979
R. Simpson,SG,29,PHI,37,452,11.2,0.473,,0.204,3.8,4.2,4,18,2.5,0.1,18,22.5,-0.3,0.5,0.2,0.021,-3.1,-1.7,-4.9,-0.3,1979
R. Simpson,SG,29,NJN,32,527,8.4,0.414,,0.3,3.6,8.7,6.1,18.1,1,0.4,16.5,22.9,-0.8,0.4,-0.4,-0.036,-4.7,-2.3,-7,-0.7,1979
A. Skinner,SG,26,TOT,45,643,12.2,0.532,,0.533,4.4,9.6,7,18.6,2.8,0.2,21.4,19.9,0.3,0.9,1.2,0.088,-1.8,-0.1,-1.9,0,1979
A. Skinner,SG,26,NJN,23,334,16.2,0.565,,0.656,3.6,9.8,6.6,20.6,2.9,0.3,19.1,22.4,0.5,0.4,1,0.137,-0.3,-0.6,-0.9,0.1,1979
A. Skinner,SG,26,PHI,22,309,8,0.48,,0.36,5.3,9.4,7.4,16.4,2.6,0.2,24.8,17.3,-0.2,0.4,0.2,0.035,-3.5,0.5,-3.1,-0.1,1979
B. Smith,SG,32,CLE,72,1650,13.4,0.485,,0.135,4.8,9.1,6.8,10.7,1.2,0.2,8.3,21.8,1.6,0.5,2.1,0.061,-0.3,-2.6,-2.9,-0.4,1979
E. Smith,C,29,CLE,24,332,14.5,0.551,,0.2,14,21.4,17.5,5.6,1,2.7,22.9,22,0,0.3,0.3,0.046,-2.2,-1.2,-3.4,-0.1,1979
P. Smith,SG,26,GSW,59,2288,16.1,0.538,,0.261,2.2,7.7,5,16.2,2.1,0.5,13.5,22.3,2.8,2.4,5.2,0.11,1.1,0.2,1.3,1.9,1979
