Player,Age,Tm,Lg,Season,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,eFG%,FG/36,FGA/36,2P/36,2PA/36,3P/36,3PA/36,FT/36,FTA/36,ORB/36,DRB/36,TRB/36,AST/36,STL/36,BLK/36,TOV/36,PF/36,PTS/36
Delon Wright,23,TOR,NBA,2015-16,27,1,229,36,80,31,67,5,13,26,35,8,29,37,31,8,3,16,7,103,0.45,0.462686567,0.384615385,0.742857143,0.48125,5.15589353612,9.64258555133,4.57794676806,7.71102661597,0.577946768061,1.93155893536,4.65399239544,5.71863117871,1.15589353612,4.88212927757,6.03802281369,5.3536121673,2.35741444867,1.1711026616,2.31178707224,1.67300380228,15.5437262357
Delonte West,21,BOS,NBA,2004-05,39,7,507,66,155,42,88,24,67,19,27,14,51,65,53,21,8,24,69,175,0.425806452,0.477272727,0.358208955,0.703703704,0.503225806,6.79530201342,13.8926174497,5.0889261745,9.36241610738,1.70637583893,4.53020134228,3.35234899329,4.03187919463,0.0,0.0,5.69295302013,4.07718120805,1.82718120805,0.226510067114,0.0,0.0,18.6493288591
Demetris Nichols,23,TOT,NBA,2007-08,14,0,44,6,23,3,10,3,13,0,0,0,5,5,1,0,3,4,4,15,0.260869565,0.3,0.230769231,0.0,0.326086957,5.34720908231,12.6357615894,3.01986754967,6.13055818354,2.32734153264,6.50520340587,2.23651844844,2.97445600757,0.0,0.0,5.76726584674,1.49858088931,1.36234626301,1.06717123936,0.0,0.0,15.2582781457
Demetrius Jackson,22,BOS,NBA,2016-17,5,0,17,3,4,2,3,1,1,3,6,2,2,4,3,0,0,0,0,10,0.75,0.666666667,1.0,0.5,0.875,4.60826650216,9.86057988896,3.13140037014,5.98519432449,1.47686613202,3.87538556447,2.67612584824,3.42011104257,0.999383096854,2.57618753856,3.57557063541,3.71992597162,1.26588525601,0.255397902529,1.88772362739,2.18753855645,13.3695249846
Deng Gai,23,PHI,NBA,2005-06,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.63796610169,11.9227118644,4.74711864407,9.26237288136,0.890847457627,2.66033898305,3.30711864407,4.49084745763,0.0,0.0,8.53016949153,1.1593220339,0.683389830508,5.39389830508,0.0,0.0,15.4738983051
Dennis Horner,23,NJN,NBA,2011-12,8,0,22,1,4,1,3,0,1,3,4,2,3,5,0,0,0,1,1,5,0.25,0.333333333,0.0,0.75,0.25,5.40895522388,11.3910447761,4.29850746269,8.02388059701,1.11044776119,3.3671641791,3.47462686567,4.44179104478,2.22089552239,4.1552238806,6.37611940299,1.79104477612,1.28955223881,1.25373134328,2.04179104478,3.0447761194,15.4029850746
Denzel Valentine,23,CHI,NBA,2016-17,57,0,976,102,288,29,80,73,208,14,18,11,140,151,63,30,7,49,86,291,0.354166667,0.3625,0.350961538,0.777777778,0.480902778,4.98421807747,11.2682926829,2.70301291248,5.67288378766,2.28120516499,5.59540889527,1.91104734577,2.45337159254,1.35150645624,6.00860832138,7.36011477762,5.50071736011,1.13629842181,0.344332855093,2.72883787661,2.60832137733,14.1606886657
DerMarr Johnson,20,ATL,NBA,2000-01,78,21,1313,146,390,105,263,41,127,64,87,56,122,178,64,43,30,93,134,397,0.374358974,0.399239544,0.322834646,0.735632184,0.426923077,5.7337883959,12.0,3.60409556314,6.2662116041,2.12969283276,5.7337883959,2.86689419795,3.89078498294,0.0,0.0,5.03754266212,1.84300341297,1.26962457338,1.22866894198,1.88395904437,2.62116040956,16.4641638225
Deron Williams,21,UTA,NBA,2005-06,80,47,2307,339,805,248,586,91,219,95,135,35,159,194,359,60,17,145,233,864,0.421118012,0.423208191,0.415525114,0.703703704,0.477639752,4.5,10.65375,2.66625,5.74875,1.83375,4.905,1.665,2.43,0.0,0.0,3.7575,6.6825,1.29375,0.2475,0.0,0.0,12.49875
Derrick Caracter,22,LAL,NBA,2010-11,41,0,215,32,66,32,66,0,0,17,23,19,24,43,7,4,10,19,47,81,0.484848485,0.484848485,0.0,0.739130435,0.484848485,7.4,13.05,7.2,12.3,0.2,0.75,4.0,5.95,3.6,7.3,10.9,1.5,1.3,1.15,3.85,4.1,19.0
Derrick Favors,19,TOT,NBA,2010-11,78,27,1535,215,416,215,416,0,0,103,173,171,241,412,39,29,68,77,246,533,0.516826923,0.516826923,0.0,0.595375723,0.516826923,6.51567239636,10.6653185035,6.51567239636,10.6289180991,0.0,0.0364004044489,3.2760364004,5.2052578362,3.93124368049,7.09807886754,11.029322548,1.34681496461,1.16481294237,2.69362992922,3.2760364004,3.4216380182,16.3073811931
Derrick Jones Jr.,19,PHO,NBA,2016-17,32,8,545,68,121,65,110,3,11,29,41,39,40,79,12,14,13,13,63,168,0.561983471,0.590909091,0.272727273,0.707317073,0.574380165,7.18885448916,12.2043343653,6.74303405573,10.0309597523,0.445820433437,2.173374613,4.40247678019,7.41176470588,2.89783281734,4.56965944272,7.46749226006,1.33746130031,1.50464396285,2.22910216718,2.00619195046,5.1826625387,19.226006192
Derrick Rose,20,CHI,NBA,2008-09,81,80,3000,574,1208,558,1136,16,72,197,250,96,221,317,512,66,18,202,125,1361,0.475165563,0.491197183,0.222222222,0.788,0.481788079,6.41095890411,13.4383561644,5.33219178082,10.2328767123,1.07876712329,3.20547945205,4.5,6.31849315068,0.0,0.0,5.57876712329,5.82534246575,1.47945205479,0.462328767123,3.29794520548,0.0,18.4006849315
Derrick Williams,20,MIN,NBA,2011-12,66,15,1418,205,498,168,360,37,138,136,195,77,234,311,38,30,31,77,95,583,0.411646586,0.466666667,0.268115942,0.697435897,0.448795181,6.92857142857,11.8214285714,6.10714285714,10.2142857143,0.821428571429,1.60714285714,7.23214285714,10.0535714286,3.08928571429,6.42857142857,9.51785714286,1.16071428571,1.0,0.821428571429,2.85714285714,3.28571428571,21.9107142857
Derrick Zimmerman,24,NJN,NBA,2005-06,2,0,32,2,3,2,3,0,0,0,0,1,3,4,7,0,0,4,4,4,0.666666667,0.666666667,0.0,0.0,0.666666667,3.45608721987,7.25015142338,3.04179285282,5.70199878861,0.41429436705,1.54815263477,2.158691702,3.59781950333,0.0,0.0,4.55723803755,5.59297395518,2.2350090854,0.970321017565,0.0,0.0,9.48516050878
Desmon Farmer,25,SEA,NBA,2006-07,8,0,32,5,15,3,7,2,8,1,1,0,1,1,9,1,0,1,2,13,0.333333333,0.428571429,0.25,1.0,0.4,5.79576816927,14.1195952162,3.55473781049,7.49586016559,2.24103035879,6.6237350506,3.89696412144,5.22171113155,0.0,0.0,5.10027598896,2.13063477461,1.11499540018,0.121435142594,0.0,0.0,17.7295308188
Desmond Ferguson,26,POR,NBA,2003-04,7,0,32,5,12,2,4,3,8,0,2,0,4,4,1,0,0,1,0,13,0.416666667,0.5,0.375,0.0,0.541666667,4.79472527473,11.7257142857,2.04131868132,4.66813186813,2.75340659341,7.05758241758,1.55076923077,2.15208791209,0.0,0.0,5.00043956044,1.86725274725,0.949450549451,0.348131868132,0.0,0.0,13.8936263736
Desmond Mason,23,SEA,NBA,2000-01,78,14,1522,189,439,171,372,18,67,67,91,72,177,249,63,39,20,53,146,463,0.430523918,0.459677419,0.268656716,0.736263736,0.451025057,5.65696679219,11.9424854502,4.32591578227,8.49161246149,1.33105100993,3.4508729887,3.13043478261,4.21499486477,0.0,0.0,7.04964053406,1.2571037316,1.31872646354,0.89969188634,2.15679561794,2.41561109209,15.7754193769
Desmond Penigar,22,ORL,NBA,2003-04,10,0,89,14,28,14,28,0,0,4,4,6,18,24,3,2,2,6,14,32,0.5,0.5,0.0,1.0,0.5,7.96638655462,16.6789915966,6.8974789916,13.4924369748,1.06890756303,3.18655462185,4.19495798319,5.92941176471,0.0,0.0,8.71260504202,0.705882352941,0.826890756303,0.705882352941,0.0,0.0,21.1966386555
Devin Booker,19,PHO,NBA,2015-16,76,51,2108,367,867,268,578,99,289,215,256,27,160,187,200,44,20,160,225,1048,0.423298731,0.46366782,0.342560554,0.83984375,0.480392157,5.95588235294,12.6617647059,3.39705882353,6.44117647059,2.55882352941,6.22058823529,2.33823529412,2.82352941176,0.75,2.60294117647,3.35294117647,1.85294117647,0.75,0.0882352941176,1.63235294118,2.55882352941,16.8088235294
Devin Brown,24,TOT,NBA,2002-03,10,2,93,12,35,12,34,0,1,6,8,8,10,18,7,4,1,9,14,30,0.342857143,0.352941176,0.0,0.75,0.342857143,6.81688466112,16.5659928656,4.99762187872,10.6694411415,1.8192627824,5.89655172414,5.11533888228,6.9774078478,0.0,0.0,8.0368608799,3.02853745541,1.96908442331,0.46016646849,3.15695600476,3.04994054697,20.5683709869
Devin Ebanks,21,LAL,NBA,2010-11,20,0,118,21,51,19,46,2,5,18,23,15,12,27,2,4,5,6,7,62,0.411764706,0.413043478,0.4,0.782608696,0.431372549,4.46511627907,9.76744186047,4.37209302326,8.83720930233,0.093023255814,0.93023255814,3.62790697674,4.71317829457,3.06976744186,5.45736434109,8.52713178295,2.57364341085,1.11627906977,0.713178294574,2.32558139535,1.67441860465,12.6511627907
Devin Green,23,LAL,NBA,2005-06,27,0,135,6,28,6,26,0,2,13,21,10,14,24,7,3,0,5,13,25,0.214285714,0.230769231,0.0,0.619047619,0.214285714,5.74498044329,12.7196870926,4.3556714472,8.71134289439,1.38930899609,4.00834419817,3.61408083442,4.90951760104,0.0,0.0,7.2,2.5814863103,1.57705345502,0.638331160365,0.0,0.0,16.4933507171
Devin Harris,21,DAL,NBA,2004-05,76,19,1173,157,366,113,235,44,131,78,103,28,74,102,169,77,19,82,139,436,0.428961749,0.480851064,0.335877863,0.757281553,0.489071038,4.69845053635,10.5125148987,2.69249106079,5.15971394517,2.00595947557,5.35280095352,3.8831942789,4.98808104887,0.0,0.0,4.19427890346,3.16448152563,1.75923718713,0.429082240763,0.0,0.0,15.2860548272
Devyn Marble,22,ORL,NBA,2014-15,16,7,208,14,44,10,22,4,22,5,16,5,26,31,17,9,2,9,14,37,0.318181818,0.454545455,0.181818182,0.3125,0.363636364,5.41584422513,13.049879968,4.12910109362,9.24726593758,1.2867431315,3.80261403041,4.14830621499,5.7135236063,1.13310216058,3.28407575353,4.41717791411,3.81221659109,1.69005068018,0.316884502534,2.22779407842,2.03574286476,16.2667377967
Dewayne Dedmon,24,TOT,NBA,2013-14,31,6,390,38,83,38,83,0,0,21,32,38,89,127,5,7,22,18,66,97,0.457831325,0.457831325,0.0,0.65625,0.457831325,4.76470588235,9.15570934256,4.76470588235,9.03114186851,0.0,0.124567474048,1.68166089965,2.74048442907,3.70588235294,6.41522491349,10.1211072664,0.778546712803,1.49480968858,2.64705882353,2.42906574394,4.8892733564,11.2110726644
Dexter Pittman,22,MIA,NBA,2010-11,2,0,11,1,3,1,3,0,0,0,0,1,2,3,0,0,0,2,2,2,0.333333333,0.333333333,0.0,0.0,0.333333333,7.77777777778,11.8888888889,7.77777777778,11.8888888889,0.0,0.0,4.16666666667,7.5,5.61111111111,5.44444444444,11.0555555556,0.944444444444,0.666666666667,3.5,3.33333333333,5.0,19.7222222222
Deyonta Davis,20,MEM,NBA,2016-17,36,0,238,24,47,24,47,0,0,10,18,20,40,60,2,3,17,8,40,58,0.510638298,0.510638298,0.0,0.555555556,0.510638298,6.59076923077,11.0215384615,6.59076923077,11.0215384615,0.0,0.0,1.27384615385,2.10461538462,3.98769230769,6.59076923077,10.5784615385,1.44,0.498461538462,3.54461538462,1.66153846154,4.43076923077,14.4553846154
Diamond Stone,19,LAC,NBA,2016-17,7,0,24,3,13,3,13,0,0,4,4,1,5,6,0,0,1,2,5,10,0.230769231,0.230769231,0.0,1.0,0.230769231,7.44981412639,13.1152416357,7.44981412639,13.1152416357,0.0,0.0,4.55018587361,5.97769516729,3.43494423792,4.95167286245,8.38661710037,0.669144981413,0.802973977695,2.45353159851,2.36431226766,3.5687732342,19.4498141264
Diante Garrett,24,PHO,NBA,2012-13,19,0,149,16,49,13,34,3,15,5,10,5,10,15,31,10,0,16,5,40,0.326530612,0.382352941,0.2,0.5,0.357142857,5.38271604938,12.7736625514,4.0987654321,8.83950617284,1.28395061728,3.9341563786,1.90946502058,2.50205761317,0.411522633745,2.88065843621,3.29218106996,5.90946502058,1.56378600823,0.230452674897,3.09465020576,1.94238683128,13.9588477366
Dijon Thompson,22,PHO,NBA,2005-06,10,0,43,11,25,7,14,4,11,2,2,4,7,11,1,3,1,2,6,28,0.44,0.5,0.363636364,1.0,0.52,5.9889298893,12.9188191882,4.51660516605,8.85608856089,1.47232472325,4.06273062731,2.69003690037,3.44280442804,0.0,0.0,6.0442804428,2.64575645756,1.47232472325,0.409594095941,0.0,0.0,16.1402214022
Dion Waiters,21,CLE,NBA,2012-13,61,48,1756,336,815,273,612,63,203,159,213,22,127,149,183,59,16,121,113,894,0.412269939,0.446078431,0.310344828,0.746478873,0.450920245,6.1785467128,13.6276816609,4.45951557093,8.69480968858,1.71903114187,4.93287197232,3.11418685121,4.13564013841,0.747404844291,2.69065743945,3.43806228374,3.53771626298,2.61591695502,0.398615916955,1.94325259516,2.86505190311,17.1903114187
Domantas Sabonis,20,OKC,NBA,2016-17,81,66,1632,192,481,141,322,51,159,44,67,45,242,287,82,39,32,83,200,479,0.399168399,0.437888199,0.320754717,0.656716418,0.452182952,7.01369863014,11.1050228311,6.92237442922,10.8493150685,0.0913242009132,0.255707762557,4.18264840183,5.73515981735,3.50684931507,9.16894977169,12.6757990868,1.77168949772,0.712328767123,0.785388127854,2.75799086758,4.0,18.301369863
Dominic McGuire,22,WAS,NBA,2007-08,70,1,695,39,103,38,97,1,6,14,32,53,86,139,40,20,26,40,76,93,0.378640777,0.391752577,0.166666667,0.4375,0.383495146,4.74872271249,10.2833255922,4.34742220158,8.69484440316,0.401300510915,1.58848118904,2.55829075708,4.5982350209,0.0,0.0,9.02926149559,2.87598699489,0.91964700418,2.79238272178,0.0,0.0,12.457036693
Dominique Jones,22,DAL,NBA,2010-11,18,0,135,14,45,14,41,0,4,14,17,6,19,25,19,5,3,10,7,42,0.311111111,0.341463415,0.0,0.823529412,0.311111111,6.52941176471,14.5,5.0,9.58823529412,1.52941176471,4.91176470588,6.14705882353,8.29411764706,1.08823529412,4.82352941176,5.91176470588,3.52941176471,1.64705882353,0.558823529412,2.85294117647,2.73529411765,20.7352941176
Donald Sloan,24,TOT,NBA,2011-12,33,11,669,79,198,77,173,2,25,23,30,18,49,67,105,13,3,49,37,183,0.398989899,0.445086705,0.08,0.766666667,0.404040404,6.37168141593,14.3362831858,4.87433628319,10.2265486726,1.49734513274,4.10973451327,5.0017699115,6.49911504425,0.732743362832,3.15398230088,3.88672566372,2.51681415929,0.700884955752,0.0637168141593,2.54867256637,1.78407079646,19.2424778761
Donell Taylor,23,WAS,NBA,2005-06,51,1,465,53,136,49,119,4,17,30,43,16,37,53,45,30,4,34,47,140,0.389705882,0.411764706,0.235294118,0.697674419,0.404411765,6.38671096346,13.5149501661,4.90365448505,9.16146179402,1.48305647841,4.35348837209,3.73156146179,5.0950166113,0.0,0.0,5.78870431894,3.73156146179,2.726910299,0.550166112957,0.0,0.0,17.9880398671
Donnell Harvey,20,DAL,NBA,2000-01,18,0,65,8,14,8,14,0,0,6,16,6,14,20,2,3,1,7,15,22,0.571428571,0.571428571,0.0,0.375,0.571428571,6.9490616622,13.7050938338,6.9490616622,13.6568364611,0.0,0.0482573726542,4.15013404826,6.80428954424,0.0,0.0,12.4504021448,1.7855227882,1.30294906166,1.49597855228,0.0,4.87399463807,18.0482573727
Donte Greene,20,SAC,NBA,2008-09,55,4,725,77,236,51,136,26,100,29,34,19,67,86,30,16,14,37,68,209,0.326271186,0.375,0.26,0.852941176,0.381355932,6.263367917,14.9688747007,3.67757382283,7.47007182761,2.58579409417,7.4988028731,2.70071827614,3.82122905028,0.0,0.0,7.2114924182,2.03990422985,1.29289704709,1.63766959298,2.61452513966,0.0,17.8132482043
Dontell Jefferson,25,CHA,NBA,2008-09,6,0,84,11,22,10,20,1,2,6,9,1,11,12,9,4,1,6,9,29,0.5,0.5,0.5,0.666666667,0.522727273,2.11591836735,5.43673469388,1.58693877551,3.52653061224,0.528979591837,1.91020408163,1.85142857143,2.76244897959,0.0,0.0,4.67265306122,6.02448979592,1.99836734694,0.499591836735,0.0,0.0,6.61224489796
Dorian Finney-Smith,23,DAL,NBA,2016-17,81,35,1642,124,333,68,142,56,191,46,61,55,166,221,67,52,25,45,125,350,0.372372372,0.478873239,0.293193717,0.754098361,0.456456456,4.50704225352,10.9765258216,2.76995305164,6.16901408451,1.73708920188,4.80751173709,2.66666666667,4.05633802817,3.25821596244,5.69014084507,8.94835680751,2.40375586854,0.985915492958,0.863849765258,2.25352112676,3.01408450704,13.4178403756
Doron Lamb,21,TOT,NBA,2012-13,47,0,577,60,163,46,126,14,37,20,34,8,38,46,32,13,0,26,52,154,0.36809816,0.365079365,0.378378378,0.588235294,0.411042945,5.19810915342,10.7211001289,2.97034808767,6.03351955307,2.22776106575,4.68758057585,3.12505371723,3.85217017619,0.525999140524,2.30511388053,2.83111302106,1.8874086807,0.63429308122,0.123764503653,1.45423291792,2.42887838419,15.7490330898
Doug McDermott,23,CHI,NBA,2014-15,36,0,321,43,107,30,66,13,41,10,15,6,37,43,6,4,1,17,29,109,0.401869159,0.454545455,0.317073171,0.666666667,0.462616822,8.99015101773,16.3493105712,6.83125410374,11.6375574524,2.15889691399,4.71175311884,4.68023637557,5.63361785949,2.21405121471,6.35850295469,8.5725541694,1.52856204859,0.267892317794,0.110308601445,2.52921864741,2.08798424163,24.819435325
Draymond Green,22,GSW,NBA,2012-13,79,1,1061,84,257,70,190,14,67,45,55,58,202,260,53,42,25,51,159,227,0.326848249,0.368421053,0.208955224,0.818181818,0.354085603,5.60775727244,12.1839224273,4.58304660619,9.35752267751,1.02471066625,2.82639974977,3.46825148577,4.98842664998,2.74757585236,8.22020644354,10.9677822959,4.43665936816,1.79042852674,1.2048795746,2.84892086331,3.71598373475,15.7084766969
Drew Gooden,21,TOT,NBA,2002-03,70,47,1873,355,777,341,729,14,48,151,212,163,292,455,83,53,35,150,172,875,0.456885457,0.46776406,0.291666667,0.712264151,0.465894466,8.33359314108,16.9056897896,8.06703039751,16.0358534684,0.26656274357,0.869836321122,4.47544816836,6.41153546376,0.0,0.0,12.6968043648,2.18862042089,1.45908028059,1.50116913484,3.52143413874,3.38113795791,21.4091971941
Drew Gordon,24,PHI,NBA,2014-15,9,0,71,8,19,8,16,0,3,1,2,7,11,18,2,1,0,8,7,17,0.421052632,0.5,0.0,0.5,0.421052632,6.54042988741,12.1596724667,6.50358239509,12.0859774821,0.0368474923234,0.0736949846469,3.18730808598,4.44012282497,3.92425793245,8.84339815763,12.7676560901,1.17911975435,1.03172978506,1.4923234391,2.7451381781,3.40839303992,16.3050153531
Duje Dukan,24,SAC,NBA,2015-16,1,0,24,2,10,0,5,2,5,0,0,2,2,4,1,1,0,0,2,6,0.2,0.0,0.4,0.0,0.3,3.93402061856,9.20412371134,2.30103092784,4.23092783505,1.63298969072,4.97319587629,1.5587628866,2.37525773196,1.85567010309,4.34226804124,6.19793814433,1.37319587629,0.519587628866,0.148453608247,1.33608247423,3.08041237113,11.0597938144
Dwayne Jones,22,BOS,NBA,2005-06,14,0,87,4,10,4,10,0,0,6,13,10,21,31,2,1,3,3,14,14,0.4,0.4,0.0,0.461538462,0.4,3.1907010534,6.1067925899,3.1907010534,6.1067925899,0.0,0.0,2.69378859426,5.57065019978,0.0,0.0,10.8666908827,0.889211768979,0.53614239012,3.03378132946,0.0,0.0,9.07519070105
Dwight Buycks,24,TOR,NBA,2013-14,14,0,146,15,48,10,31,5,17,8,9,4,19,23,10,8,0,10,11,43,0.3125,0.322580645,0.294117647,0.888888889,0.364583333,3.94799321651,8.91351045789,2.84906726964,5.86093838327,1.09892594686,3.05257207462,1.6076879593,2.34030525721,1.05822498587,3.15432447711,4.21254946297,3.84624081402,1.52628603731,0.0610514414924,2.78801582815,2.21820237422,10.6026003392
Dwight Powell,23,TOT,NBA,2014-15,29,0,236,31,67,28,56,3,11,25,33,18,32,50,9,9,6,11,40,90,0.462686567,0.5,0.272727273,0.757575758,0.485074627,5.19473241804,11.1964135612,4.86186606893,10.0465116279,0.332866349117,1.14990193331,4.05491734379,5.61838049874,2.26954328944,6.33454749229,8.60409078173,2.4208461754,1.26085738302,1.19024936957,2.85458111516,3.93387503502,14.777248529
Dwyane Wade,22,MIA,NBA,2003-04,61,56,2126,371,798,355,745,16,53,233,312,85,162,247,275,86,34,196,140,991,0.464912281,0.476510067,0.301886792,0.746794872,0.474937343,8.56196688409,17.3226292022,7.98394380331,15.5885599599,0.578023080783,1.73406924235,5.43702960361,7.29754139488,0.0,0.0,7.58655293527,4.60612142499,2.70948319117,1.42699448068,3.66683391872,2.81786251882,23.1389864526
E'Twaun Moore,22,BOS,NBA,2011-12,38,0,331,43,113,26,68,17,45,7,7,4,29,33,34,11,3,21,33,110,0.380530973,0.382352941,0.377777778,1.0,0.455752212,6.91263858093,15.4855875831,4.98093126386,10.3609756098,1.93170731707,5.12461197339,3.19290465632,4.43813747228,1.32505543237,3.60798226164,4.93303769401,3.2088691796,1.46873614191,0.447006651885,2.13924611973,2.39467849224,18.9498891353
Earl Barron,24,MIA,NBA,2005-06,8,0,45,5,16,5,16,0,0,3,4,2,8,10,0,0,0,5,10,13,0.3125,0.3125,0.0,0.75,0.3125,5.11444356748,10.6692975533,5.05761641673,10.3425414365,0.0568271507498,0.326756116811,3.94948697711,5.7679558011,0.0,0.0,8.83662194159,1.30702446725,0.795580110497,1.87529597474,0.0,0.0,14.2352012628
Earl Watson,22,SEA,NBA,2001-02,64,0,964,96,212,80,168,16,44,23,36,31,52,83,125,60,5,51,93,231,0.452830189,0.476190476,0.363636364,0.638888889,0.490566038,4.92094146047,10.6891973446,3.70428485214,7.15872057936,1.21665660833,3.53047676524,2.60712130356,3.9324079662,0.0,0.0,3.9324079662,5.46409173205,1.85757392879,0.401931200966,3.66083283042,3.12854556427,13.6656608328
Ed Davis,21,TOR,NBA,2010-11,65,17,1602,215,373,215,373,0,0,71,128,168,294,462,40,39,67,48,183,501,0.576407507,0.576407507,0.0,0.5546875,0.576407507,6.23400936037,10.7831513261,6.23400936037,10.7831513261,0.0,0.0,4.88611544462,7.41341653666,3.70670826833,8.64898595944,12.3556942278,1.23556942278,0.561622464899,3.59438377535,2.58346333853,2.35881435257,17.3541341654
Eddie Basden,22,CHI,NBA,2005-06,19,0,141,15,37,14,30,1,7,8,10,7,21,28,8,9,2,9,17,39,0.405405405,0.466666667,0.142857143,0.8,0.418918919,4.09728718428,8.340505145,3.62581852198,7.00467726848,0.471468662301,1.33582787652,3.30028063611,4.80449017774,0.0,0.0,8.58746492049,3.52478952292,2.96351730589,0.235734331151,0.0,0.0,11.966323667
Eddie Gill,22,NJN,NBA,2000-01,8,0,152,16,41,13,32,3,9,4,5,0,9,9,24,4,1,10,9,39,0.390243902,0.40625,0.333333333,0.8,0.426829268,4.49582172702,10.9637883008,2.23955431755,5.19777158774,2.25626740947,5.76601671309,4.11142061281,4.74651810585,0.0,0.0,5.14763231198,5.74930362117,2.97493036212,0.300835654596,3.4930362117,2.45682451253,15.3593314763
Eddie Griffin,19,HOU,NBA,2001-02,73,24,1896,244,666,154,393,90,273,64,86,117,299,416,53,17,134,47,117,642,0.366366366,0.391857506,0.32967033,0.744186047,0.433933934,7.57507660878,17.6506639428,6.06741573034,12.9438202247,1.50766087845,4.70684371808,2.9417773238,4.00817160368,0.0,0.0,11.8774259448,1.80183861083,0.956077630235,4.89070480082,2.46373850868,2.61082737487,19.5995914198
Eddie House,22,MIA,NBA,2000-01,50,0,550,104,247,85,192,19,55,24,35,5,37,42,52,13,0,35,58,251,0.421052632,0.442708333,0.345454545,0.685714286,0.45951417,7.01666142722,16.5570575291,4.8098082364,10.3778685948,2.20685319082,6.1791889343,2.78403017919,3.47437912606,0.0,0.0,4.59478151525,3.53096510531,2.19553599497,0.147123546055,2.20685319082,2.47846589123,23.1323483181
Eduardo Najera,24,DAL,NBA,2000-01,40,4,431,58,111,57,108,1,3,14,33,41,54,95,27,13,8,17,48,131,0.522522523,0.527777778,0.333333333,0.424242424,0.527027027,5.91402865711,13.7114295235,5.05031656115,10.7604131956,0.863712095968,2.95101632789,3.27490836388,4.83438853715,0.0,0.0,8.96101299567,2.07530823059,1.87137620793,0.827724091969,2.41119626791,3.25091636121,15.9666777741
