Player,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PProd,OWS,DWS,WS,PER,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,FG/40,FGA/40,2P/40,2PA/40,3P/40,3PA/40,FT/40,FTA/40,ORB/40,DRB/40,TRB/40,AST/40,STL/40,BLK/40,TOV/40,PF/40,PTS/40,eFG%,TS%,3PAr,FTr
David Stockton,138,2741,223,526,153,297,70,229,145,207,20,205,225,423,167,11,202,230,661,807,3.3,4.8,8.2,12.98478657,0.838963882,8.211309741,4.713279825,26.02520978,3.510616563,0.40167822,25.5937614,15.3670923,1.309084276,2.283801532,3.61309741,3.254286757,7.676030646,2.232761766,4.334184604,1.021524991,3.341846042,2.116016053,3.02079533,0.291864283,2.991608902,3.283473185,6.172929588,2.437066764,0.160525356,2.947829259,3.356439256,9.646114557,0.490494297,53.55869579,0.435361217,0.393536122
David Vanterpool,112,3632,469,1096,363,770,106,326,430,589,0,0,630,401,47,31,367,367,1474,0,0,0,0,0,0,0,0,0,0,0,21.1,0,0,0,0,5.165198238,12.07048458,3.997797357,8.480176211,1.167400881,3.59030837,4.735682819,6.486784141,0,0,6.938325991,4.416299559,0.517621145,0.341409692,4.04185022,4.04185022,16.23348018,0.476277372,54.3847221,0.297445255,0.537408759
David Wear,130,2832,354,748,294,606,60,142,120,163,191,369,560,96,69,25,120,221,888,859,4.4,3.7,8.1,27.52946709,15.34529781,30.23213166,22.70956113,13.50250783,2.664420062,1.962068965,25.89733542,33.60031348,2.954545455,2.060815047,5.015360502,5,10.56497175,4.152542373,8.559322034,0.847457627,2.005649718,1.694915254,2.302259887,2.697740113,5.211864407,7.90960452,1.355932203,0.974576271,0.353107345,1.694915254,3.121468927,12.54237288,0.513368984,54.16483677,0.189839572,0.217914439
David West,126,4210,726,1366,708,1311,18,55,662,874,0,0,1308,267,174,228,320,350,2132,0,13.7,18,31.7,0,0,0,0,0,0,0,15.2,0,0,0,0,6.897862233,12.97862233,6.726840855,12.45605701,0.171021378,0.522565321,6.289786223,8.304038005,0,0,12.42755344,2.536817102,1.653206651,2.166270784,3.040380048,3.325415677,20.25653207,0.53806735,60.89479938,0.040263543,0.639824305
DeAndre Bembry,101,3645,580,1270,460,885,120,385,310,494,137,535,672,364,143,78,248,249,1590,1583,6.4,6.3,12.8,19.8,4.3,16.3,10.4,22.1,2.4,2.4,14.2,24.9,3.3,3.1,6.4,6.364883402,13.93689986,5.048010974,9.711934156,1.316872428,4.224965706,3.401920439,5.421124829,1.503429355,5.871056241,7.374485597,3.994513032,1.569272977,0.855967078,2.721536351,2.732510288,17.44855967,0.503937008,53.45040878,0.303149606,0.388976378
DeAndre Jordan,35,703,113,183,113,183,0,0,52,119,0,0,210,15,7,44,57,0,278,0,1.6,2.8,4.4,0,0,0,0,0,0,0,19.2,0,0,0,0,6.429587482,10.41251778,6.429587482,10.41251778,0,0,2.958748222,6.770981508,0,0,11.9487909,0.853485064,0.39829303,2.503556188,3.243243243,0,15.81792319,0.617486339,59.05846363,0,0.650273224
DeAndre Liggins,67,1646,148,350,98,214,50,136,91,144,40,179,219,120,66,36,72,136,437,448,2.4,3,5.4,14.01336574,2.848845687,11.55668287,7.416281896,12.74009721,2.381105711,2.164823815,14.65668287,15.04301337,2.115978129,3.137484812,5.25346294,3.596597813,8.505467801,2.381530984,5.200486027,1.215066829,3.304981774,2.211421628,3.499392467,0.972053463,4.349939247,5.32199271,2.916160389,1.603888214,0.874848117,1.749696233,3.304981774,10.61968408,0.494285714,52.85949294,0.388571429,0.411428571
DeMarcus Cousins,38,893,206,369,205,363,1,6,162,268,154,220,374,38,37,67,78,122,575,555,3.8,2.7,6.5,34.2,19.8,24.8,22.5,9.2,2.4,7.5,13.6,30.5,0,0,0,9.227323628,16.52855543,9.182530795,16.25979843,0.044792833,0.268756999,7.25643897,12.00447928,6.898096305,9.854423292,16.7525196,1.70212766,1.657334826,3.001119821,3.493840985,5.464725644,25.75587906,0.559620596,59.04460692,0.016260163,0.726287263
DeMarcus Nelson,124,3254,473,1015,349,683,124,332,266,454,0,0,606,222,145,40,0,0,1336,0,5.2,7,12.1,0,0,0,0,0,0,0,16.1,0,0,0,0,5.814382299,12.47695144,4.290104487,8.395820529,1.524277812,4.081130916,3.269821758,5.580823602,0,0,7.449293178,2.728948986,1.782421635,0.49170252,0,0,16.42286417,0.527093596,54.99028615,0.327093596,0.44729064
DeQuan Jones,79,1253,168,359,159,313,9,46,77,122,73,140,213,38,42,39,93,101,422,401,0.8,1.8,2.6,14.2056664,7.207821229,13.30614525,10.26113328,6.386751796,2.042617717,3.433918595,18.09265762,21.16807662,-1.246368715,1.209497207,-0.036871508,5.363128492,11.46049481,5.075818037,9.992019154,0.287310455,1.468475658,2.458100559,3.894652833,2.330407023,4.469273743,6.799680766,1.213088587,1.340782123,1.245011971,2.968874701,3.224261772,13.471668,0.480501393,51.12920423,0.128133705,0.339832869
Dee Brown,137,4698,638,1512,339,681,299,831,237,327,0,0,448,684,231,7,0,0,1812,0,8.1,9.2,17.2,0,0,0,0,0,0,0,0,0,0,0,0,5.432098765,12.87356322,2.88633461,5.798212005,2.545764155,7.075351213,2.017879949,2.784163474,0,0,3.814389102,5.823754789,1.966794381,0.05959983,0,0,15.42784163,0.520833333,54.71410972,0.549603175,0.216269841
Dejounte Murray,34,1139,202,486,168,368,34,118,110,166,48,155,203,151,62,10,110,90,548,565,1.2,1.6,2.8,16.8,4.1,13.7,8.8,25.6,2.8,0.8,16.3,25.9,1.8,2.5,4.3,7.093942054,17.06760316,5.899912204,12.92361721,1.194029851,4.143985953,3.863037752,5.829675154,1.685689201,5.443371378,7.129060579,5.302897278,2.177348551,0.35118525,3.863037752,3.160667252,19.24495171,0.450617284,49.01259302,0.242798354,0.341563786
Delon Wright,68,2367,339,634,301,507,38,127,306,376,76,321,397,352,155,77,152,110,1022,1114,9.5,6.3,15.7,28.08280524,4.30468948,15.37579214,10.3156316,30.76561048,4.05078158,3.50468948,15.77422898,22.08905788,7.479678918,7.09531052,14.62577102,5.728770596,10.71398395,5.08660752,8.567807351,0.642163076,2.146176595,5.171102662,6.354034643,1.284326151,5.424588086,6.708914237,5.948457964,2.619349387,1.30122518,2.568652302,1.858893114,17.27080693,0.56466877,63.91974382,0.200315457,0.593059937
Delonte West,89,2384,450,920,337,620,113,300,222,267,0,0,377,270,121,15,0,0,1235,0,7.8,5.1,12.9,0,0,0,0,0,0,0,0,0,0,0,0,7.55033557,15.43624161,5.654362416,10.40268456,1.895973154,5.033557047,3.724832215,4.479865772,0,0,6.325503356,4.530201342,2.030201342,0.251677852,0,0,20.72147651,0.550543478,59.51921965,0.326086957,0.290217391
Demetris Nichols,123,3171,471,1113,266,540,205,573,197,262,0,0,508,132,120,94,0,0,1344,0,5.2,5.8,11,0,0,0,0,0,0,0,0,0,0,0,0,5.941343425,14.0397351,3.355408389,6.811731315,2.585935036,7.228003784,2.485020498,3.30495112,0,0,6.408073163,1.665089877,1.51371807,1.185745822,0,0,16.95364238,0.515274034,54.71065229,0.514824798,0.23539982
Demetrius Jackson,103,3242,415,888,282,539,133,349,241,308,90,232,322,335,114,23,170,197,1204,1247,8.8,2.3,11.1,18.70222085,3.588834053,8.26662554,6.02751388,19.22338063,2.179148674,0.717396669,14.32843924,20.11832202,5.63917335,0.763294263,6.402467613,5.120296114,10.95619988,3.479333745,6.650215916,1.640962369,4.305983961,2.973473165,3.800123381,1.110425663,2.862430598,3.972856262,4.13325108,1.406539173,0.283775447,2.097470697,2.430598396,14.85502776,0.54222973,58.8166328,0.393018018,0.346846847
Deng Gai,100,2950,462,977,389,759,73,218,271,368,0,0,699,95,56,442,0,0,1268,0,5.6,9.5,15.1,0,0,0,0,0,0,0,0,0,0,0,0,6.26440678,13.24745763,5.274576271,10.29152542,0.989830508,2.955932203,3.674576271,4.989830508,0,0,9.477966102,1.288135593,0.759322034,5.993220339,0,0,17.19322034,0.510235415,55.66677203,0.223132037,0.376663255
Dennis Horner,36,1005,151,318,120,224,31,94,97,124,62,116,178,50,36,35,57,85,430,401,2.6,1.7,4.2,21.2,7.2,12.9,10.1,11.2,2.2,3.4,13.1,22.4,0,0,0,6.009950249,12.65671642,4.776119403,8.915422886,1.233830846,3.741293532,3.860696517,4.935323383,2.467661692,4.616915423,7.084577114,1.990049751,1.432835821,1.393034826,2.268656716,3.383084577,17.11442786,0.523584906,57.70882542,0.295597484,0.389937107
Denzel Valentine,144,4182,579,1309,314,659,265,650,222,285,157,698,855,639,132,40,317,303,1645,1755,10.9,7.8,18.9,20.71750359,4.598015304,18.77895744,12.01948828,30.0689144,1.934146341,1.074605452,18.68582018,22.2896461,6.628790053,3.909397418,10.53593974,5.538020086,12.5203252,3.003347681,6.303204209,2.534672406,6.217120995,2.12338594,2.725968436,1.50167384,6.676231468,8.177905308,6.111908178,1.262553802,0.382592061,3.032042085,2.898134864,15.73409852,0.543544691,57.34104852,0.496562261,0.217723453
DerMarr Johnson,32,879,140,293,88,153,52,140,70,95,0,0,123,45,31,30,46,64,402,0,2.6,2.2,4.8,0,0,0,0,0,0,0,12,0,0,0,0,6.370875995,13.33333333,4.004550626,6.962457338,2.36632537,6.370875995,3.185437998,4.323094425,0,0,5.597269625,2.04778157,1.41069397,1.365187713,2.093287827,2.912400455,18.29351536,0.566552901,60.03584229,0.4778157,0.324232082
Deron Williams,101,3200,400,947,237,511,163,436,148,216,0,0,334,594,115,22,0,0,1111,0,4.4,6.3,10.7,0,0,0,0,0,0,0,0,0,0,0,0,5,11.8375,2.9625,6.3875,2.0375,5.45,1.85,2.7,0,0,4.175,7.425,1.4375,0.275,0,0,13.8875,0.50844773,53.30889409,0.460401267,0.228088701
Derrick Caracter,27,720,148,261,144,246,4,15,80,119,72,146,218,30,26,23,77,82,380,360,1.6,1.8,3.4,23.9,12,21.7,17.1,9,2.1,3.6,19.5,27.4,0,0,0,8.222222222,14.5,8,13.66666667,0.222222222,0.833333333,4.444444444,6.611111111,4,8.111111111,12.11111111,1.666666667,1.444444444,1.277777778,4.277777778,4.555555556,21.11111111,0.574712644,60.63313761,0.057471264,0.455938697
Derrick Favors,36,989,179,293,179,292,0,1,90,143,108,195,303,37,32,74,90,94,448,420,2.3,2.5,4.8,24.5,12.6,19.9,16.5,7.9,1.8,7.9,20,21.8,0,0,0,7.239635996,11.85035389,7.239635996,11.809909,0,0.040444894,3.640040445,5.783619818,4.368048534,7.886754297,12.25480283,1.496461072,1.294236603,2.992922144,3.640040445,3.80182002,18.11931244,0.610921502,62.93549112,0.003412969,0.488054608
Derrick Jones Jr.,30,646,129,219,121,180,8,39,79,133,52,82,134,24,27,40,36,93,345,309,1.8,1.3,3.1,24.2,8.6,13.4,11,8.1,2.3,6.2,11.3,23.2,2.7,3.7,6.3,7.987616099,13.56037152,7.492260062,11.14551084,0.495356037,2.414860681,4.891640867,8.235294118,3.219814241,5.077399381,8.297213622,1.486068111,1.671826625,2.476780186,2.229102167,5.758513932,21.3622291,0.607305936,62.15768233,0.178082192,0.607305936
Derrick Rose,40,1168,208,436,173,332,35,104,146,205,0,0,181,189,48,15,107,0,597,0,2.8,3.8,6.6,0,0,0,0,0,0,0,16.7,0,0,0,0,7.123287671,14.93150685,5.924657534,11.36986301,1.198630137,3.561643836,5,7.020547945,0,0,6.198630137,6.47260274,1.643835616,0.51369863,3.664383562,0,20.44520548,0.517201835,56.72748005,0.23853211,0.470183486
Derrick Williams,69,2016,388,662,342,572,46,90,405,563,173,360,533,65,56,46,160,184,1227,1121,9.2,3,12.2,29.7,10.9,21,16.1,7.7,1.6,2.3,14.7,27.9,9.2,2.6,11.8,7.698412698,13.13492063,6.785714286,11.34920635,0.912698413,1.785714286,8.035714286,11.17063492,3.432539683,7.142857143,10.57539683,1.28968254,1.111111111,0.912698413,3.174603175,3.650793651,24.3452381,0.620845921,67.43833267,0.135951662,0.850453172
Derrick Zimmerman,127,3302,317,665,279,523,38,142,198,330,0,0,418,513,205,89,0,0,870,0,3.6,8.5,120,0,0,0,0,0,0,0,0,0,0,0,0,3.840096911,8.055723804,3.379769836,6.33555421,0.460327075,1.720169594,2.398546336,3.997577226,0,0,5.06359782,6.214415506,2.483343428,1.078134464,0,0,10.53906723,0.505263158,53.6904468,0.213533835,0.496240602
Desmon Farmer,121,3261,525,1279,322,679,203,600,353,473,0,0,462,193,101,11,0,0,1606,0,5.5,3.6,9.1,0,0,0,0,0,0,0,0,0,0,0,0,6.43974241,15.68843913,3.949708678,8.328733517,2.490033732,7.359705612,4.329960135,5.801901257,0,0,5.666973321,2.367371972,1.238883778,0.134927936,0,0,19.69947869,0.489835809,53.99698747,0.469116497,0.369820172
Desmond Ferguson,85,2275,303,741,129,295,174,446,98,136,0,0,316,118,60,22,0,0,878,0,4.4,3.4,7.8,0,0,0,0,0,0,0,0,0,0,0,0,5.327472527,13.02857143,2.268131868,5.186813187,3.059340659,7.841758242,1.723076923,2.391208791,0,0,5.556043956,2.074725275,1.054945055,0.386813187,0,0,15.43736264,0.526315789,54.81744169,0.601889339,0.183535762
Desmond Mason,100,2921,459,969,351,689,108,280,254,342,0,0,572,102,107,73,175,196,1280,0,6.9,6.9,13.9,0,0,0,0,0,0,0,13.4,0,0,0,0,6.285518658,13.26942828,4.806573091,9.435124957,1.478945567,3.834303321,3.47826087,4.683327628,0,0,7.832933927,1.396781924,1.465251626,0.999657651,2.396439575,2.684012325,17.52824375,0.529411765,57.16940008,0.288957688,0.352941176
Desmond Penigar,64,1785,395,827,342,669,53,158,208,294,0,0,432,35,41,35,0,0,1051,0,4.7,4.8,9.5,0,0,0,0,0,0,0,0,0,0,0,0,8.851540616,18.53221289,7.663865546,14.99159664,1.18767507,3.540616247,4.661064426,6.588235294,0,0,9.680672269,0.784313725,0.918767507,0.784313725,0,0,23.55182073,0.509673519,54.94792756,0.191051995,0.355501814
Devin Booker,38,816,135,287,77,146,58,141,53,64,17,59,76,42,17,2,37,58,381,324,2.7,1.8,4.5,19.4,2.6,7.8,5.4,10.9,1.3,0.3,10.4,22.8,6.9,2,8.9,6.617647059,14.06862745,3.774509804,7.156862745,2.843137255,6.911764706,2.598039216,3.137254902,0.833333333,2.892156863,3.725490196,2.058823529,0.833333333,0.098039216,1.81372549,2.843137255,18.67647059,0.571428571,60.44548801,0.491289199,0.222996516
Devin Brown,105,3364,637,1548,467,997,170,551,478,652,0,0,751,283,184,43,295,285,1922,0,5.5,6.6,12.1,0,0,0,0,0,0,0,13.7,0,0,0,0,7.57431629,18.40665874,5.552913199,11.8549346,2.021403092,6.551724138,5.683709869,7.752675386,0,0,8.929845422,3.365041617,2.187871581,0.511296076,3.507728894,3.38882283,22.85374554,0.466408269,52.37399721,0.355943152,0.42118863
Devin Ebanks,34,1161,144,315,141,285,3,30,117,152,99,176,275,83,36,23,75,54,408,419,2.6,2.1,4.6,19.7,9.5,18,13.6,14.7,1.9,2.2,16.2,20.1,0,0,0,4.96124031,10.85271318,4.857881137,9.819121447,0.103359173,1.033591731,4.031007752,5.236864772,3.410852713,6.063738157,9.47459087,2.85960379,1.240310078,0.792420327,2.583979328,1.860465116,14.05684755,0.461904762,53.41992249,0.095238095,0.482539683
Devin Green,123,3835,612,1355,464,928,148,427,385,523,0,0,767,275,168,68,0,0,1757,0,7.7,7,14.7,0,0,0,0,0,0,0,0,0,0,0,0,6.383311604,14.13298566,4.839634941,9.679269883,1.543676662,4.453715776,4.015645372,5.455019557,0,0,8,2.868318123,1.752281617,0.709256845,0,0,18.32594524,0.506273063,55.42167155,0.315129151,0.38597786
Devin Harris,96,3356,438,980,251,481,187,499,362,465,0,0,391,295,164,40,0,0,1425,0,9.8,7.8,17.6,0,0,0,0,0,0,0,0,0,0,0,0,5.220500596,11.68057211,2.991656734,5.733015495,2.228843862,5.947556615,4.31466031,5.542312277,0,0,4.660309893,3.516090584,1.954707986,0.476758045,0,0,16.98450536,0.542346939,60.14688502,0.509183673,0.474489796
Devyn Marble,136,3749,564,1359,430,963,134,396,432,595,118,342,460,397,176,33,232,212,1694,1655,8.5,4.8,13.3,19.32904775,3.589757269,10.79666578,7.153720992,21.94889304,2.749213124,0.959375834,12.56940517,24.7770072,4.273272873,1.510136036,5.797732729,6.017604695,14.49986663,4.587890104,10.27473993,1.429714591,4.2251267,4.609229128,6.348359563,1.259002401,3.648973059,4.90797546,4.235796212,1.877834089,0.352093892,2.475326754,2.261936516,18.07415311,0.464311994,52.25814413,0.291390728,0.437821928
Dewayne Dedmon,51,1156,153,294,153,290,0,4,54,88,119,206,325,25,48,85,78,157,360,361,1.2,2.5,3.6,19.14359862,12.23797578,22.11686851,16.86764706,4.484948097,2.362024221,6.831920415,18.36539792,19.93460208,-0.797750865,5.471020761,4.673269896,5.294117647,10.17301038,5.294117647,10.03460208,0,0.138408304,1.868512111,3.044982699,4.117647059,7.128027682,11.24567474,0.865051903,1.660899654,2.941176471,2.698961938,5.432525952,12.4567474,0.520408163,54.09954316,0.013605442,0.299319728
Dexter Pittman,34,648,140,214,140,214,0,0,75,135,101,98,199,17,12,63,60,90,355,333,2.1,1.3,3.4,27.6,16.6,15.3,15.9,5.1,1,8.9,17.7,23.6,0,0,0,8.641975309,13.20987654,8.641975309,13.20987654,0,0,4.62962963,8.333333333,6.234567901,6.049382716,12.28395062,1.049382716,0.740740741,3.888888889,3.703703704,5.555555556,21.91358025,0.654205607,64.92318947,0,0.630841121
Deyonta Davis,35,650,119,199,119,199,0,0,23,38,72,119,191,26,9,64,30,80,261,242,1.7,1.6,3.3,23.9,13.5,19,16.5,7.5,0.8,10.2,12.1,19.2,3.2,7.5,10.8,7.323076923,12.24615385,7.323076923,12.24615385,0,0,1.415384615,2.338461538,4.430769231,7.323076923,11.75384615,1.6,0.553846154,3.938461538,1.846153846,4.923076923,16.06153846,0.59798995,60.49508622,0,0.190954774
Diamond Stone,35,807,167,294,167,294,0,0,102,134,77,111,188,15,18,55,53,80,436,408,2.6,1.5,4.1,26.6,12.4,14.5,13.6,4.2,1.3,7.1,12.9,26.7,2.4,2.9,5.3,8.277571252,14.57249071,8.277571252,14.57249071,0,0,5.055762082,6.641883519,3.816604709,5.501858736,9.318463445,0.743494424,0.892193309,2.726146221,2.627013631,3.965303594,21.61090458,0.568027211,61.76337262,0,0.455782313
Diante Garrett,64,2187,327,776,249,537,78,239,116,152,25,175,200,359,95,14,188,118,848,921,3,2.8,5.9,15.9136717,1.261179698,8.303109282,4.809007773,32.23447645,2.438820302,0.653726566,19.1698674,22.49597622,1.203109282,0.323914037,1.52702332,5.98079561,14.19295839,4.554183813,9.821673525,1.426611797,4.371284865,2.121627801,2.780064015,0.457247371,3.200731596,3.657978967,6.566072245,1.737540009,0.256058528,3.438500229,2.15820759,15.50983082,0.471649485,50.30372058,0.307989691,0.195876289
Dijon Thompson,117,3252,541,1167,408,800,133,367,243,311,0,0,546,239,133,37,0,0,1458,0,6.5,3.2,9.7,0,0,0,0,0,0,0,0,0,0,0,0,6.654366544,14.35424354,5.018450185,9.840098401,1.635916359,4.514145141,2.988929889,3.825338253,0,0,6.715867159,2.939729397,1.635916359,0.455104551,0,0,17.93357934,0.520565553,55.91176832,0.314481577,0.266495287
Dion Waiters,71,1445,248,547,179,349,69,198,125,166,30,108,138,142,105,16,78,115,690,642,4.4,2.7,7.1,23.3,2.5,8.5,5.5,19.7,4.4,1.3,11.1,25,6,2.2,8.2,6.865051903,15.14186851,4.955017301,9.660899654,1.910034602,5.480968858,3.460207612,4.595155709,0.830449827,2.989619377,3.820069204,3.930795848,2.906574394,0.442906574,2.15916955,3.183391003,19.10034602,0.516453382,55.64157151,0.361974406,0.303473492
Domantas Sabonis,74,1971,384,608,379,594,5,14,229,314,192,502,694,97,39,43,151,219,1002,972,7.5,4.7,12.3,27.38158295,12.36727549,26.32328767,20.03272451,9.7152207,1.183409437,2.199543379,16.70898021,23.89010654,4.666362253,3.541248097,8.20761035,7.792998478,12.33891426,7.691527144,12.05479452,0.101471334,0.284119736,4.647387113,6.372399797,3.896499239,10.18772197,14.08422121,1.968543886,0.791476408,0.872653475,3.064434297,4.444444444,20.3348554,0.635690789,67.14377613,0.023026316,0.516447368
Dominic McGuire,86,2153,284,615,260,520,24,95,153,275,0,0,540,172,55,167,0,0,745,0,1.4,6.8,8.2,0,0,0,0,0,0,0,0,0,0,0,0,5.276358569,11.42591732,4.830469113,9.660938226,0.445889457,1.764979099,2.842545286,5.109150023,0,0,10.03251277,3.195541105,1.021830005,3.102647469,0,0,13.84115188,0.481300813,50.61141304,0.154471545,0.447154472
Dominique Jones,33,1224,222,493,170,326,52,167,209,282,37,164,201,120,56,19,97,93,705,669,4.3,1.9,6.2,26.6,3.6,14.9,9.4,24.4,2.8,1.6,13.4,30.8,0,0,0,7.254901961,16.11111111,5.555555556,10.65359477,1.699346405,5.45751634,6.830065359,9.215686275,1.209150327,5.359477124,6.568627451,3.921568627,1.830065359,0.620915033,3.169934641,3.039215686,23.03921569,0.503042596,57.12387373,0.338742394,0.572008114
Donald Sloan,34,1130,200,450,153,321,47,129,157,204,23,99,122,79,22,2,80,56,604,552,3.1,1.5,4.6,20.2,2.3,9.9,6.1,16.8,1.2,0.2,12.8,28.3,0,0,0,7.079646018,15.92920354,5.415929204,11.36283186,1.663716814,4.566371681,5.557522124,7.221238938,0.814159292,3.504424779,4.318584071,2.796460177,0.778761062,0.07079646,2.831858407,1.982300885,21.38053097,0.496666667,55.95079295,0.286666667,0.453333333
Donell Taylor,65,1505,267,565,205,383,62,182,156,213,0,0,242,156,114,23,0,0,752,0,3.6,3.4,7,0,0,0,0,0,0,0,0,0,0,0,0,7.096345515,15.0166113,5.448504983,10.17940199,1.647840532,4.837209302,4.146179402,5.661129568,0,0,6.431893688,4.146179402,3.029900332,0.611295681,0,0,19.98671096,0.527433628,57.08039835,0.322123894,0.37699115
Donnell Harvey,37,746,144,284,144,283,0,1,86,141,0,0,258,37,27,31,0,101,374,0,1.3,2.7,4,0,0,0,0,0,0,0,14.6,0,0,0,0,7.721179625,15.22788204,7.721179625,15.17426273,0,0.053619303,4.611260054,7.560321716,0,0,13.83378016,1.983914209,1.44772118,1.662198391,0,5.415549598,20.0536193,0.507042254,54.03999538,0.003521127,0.496478873
Donte Greene,35,1253,218,521,128,260,90,261,94,133,0,0,251,71,45,57,91,0,620,0,1.9,2,3.9,0,0,0,0,0,0,0,13.5,0,0,0,0,6.959297686,16.632083,4.086193136,8.300079808,2.873104549,8.332003192,3.000798085,4.245810056,0,0,8.012769354,2.266560255,1.436552275,1.819632881,2.905027933,0,19.792498,0.504798464,53.49254555,0.500959693,0.255278311
Dontell Jefferson,62,1225,72,185,54,120,18,65,63,94,0,0,159,205,68,17,0,0,225,0,0.5,2.9,3.4,0,0,0,0,0,0,0,0,0,0,0,0,2.351020408,6.040816327,1.763265306,3.918367347,0.587755102,2.12244898,2.057142857,3.069387755,0,0,5.191836735,6.693877551,2.220408163,0.555102041,0,0,7.346938776,0.437837838,49.69959357,0.351351351,0.508108108
Dorian Finney-Smith,134,3834,480,1169,295,657,185,512,284,432,347,606,953,256,105,92,240,321,1429,1475,6.8,7.7,14.6,36.83416754,22.30448384,37.31188738,29.71449426,29.62516511,3.097984011,4.925165102,30.28220369,45.19697602,7.777789364,8.981543274,16.75933264,5.007824726,12.1961398,3.077725613,6.854460094,1.930099113,5.341679708,2.962962963,4.507042254,3.620239958,6.322378717,9.942618675,2.670839854,1.095461659,0.959833073,2.503912363,3.348982786,14.90871153,0.489734816,52.57232834,0.43798118,0.369546621
Doron Lamb,78,2327,336,693,192,390,144,303,202,249,34,149,183,122,41,8,94,157,1018,899,8.1,2.8,10.9,19.01469703,1.777954448,6.995530726,4.544091104,9.958143532,1.038977224,0.385302965,10.39712076,19.88530297,6.82939407,-0.061022776,6.822045552,5.775676837,11.91233348,3.300386764,6.703910615,2.475290073,5.208422862,3.472281908,4.280189085,0.584443489,2.561237645,3.145681135,2.097120756,0.70477009,0.137516115,1.615814353,2.69875376,17.49892566,0.588744589,63.42204944,0.437229437,0.359307359
