Player,Tm,Season,Class,Offensive Points Added,Defensive Points Saved,TPA
Matt Hubbard,Santa Clara,2017,JR,-8.96,-2.24,-11.2
Carson Puriefoy,Stony Brook,2013,FR,-11.21,0,-11.21
Elhanan Bone,North Carolina-Greensboro,2012,SR,-9.13,-2.08,-11.21
DJ Sylvester,UC-Riverside,2017,SO,-8.79,-2.43,-11.22
Sam Walters,UC-Santa Barbara,2017,SO,-4.18,-7.04,-11.22
Alex Etherington,Indiana State,2015,FR,-13.2,1.98,-11.22
Daniel Bridges,South Carolina Upstate,2015,FR,-6.34,-4.88,-11.22
Devine Eke,Maine,2016,FR,-26.64,15.42,-11.22
Ethan Alvano,Eastern Michigan,2016,SO,-9.9,-1.32,-11.22
Jared Tadlock,Miami (OH),2013,SO,-7.27,-3.95,-11.22
Leon Bahner,San Jose State,2016,SO,-26.06,14.84,-11.22
Stuart McEwen,Old Dominion,2013,FR,-7.13,-4.09,-11.22
William McClure,Central Michigan,2011,SR,-54.98,43.76,-11.22
Dionte Adams,Hampton,2014,SO,-14.9,3.67,-11.23
Josh Ritchart,UC-Davis,2012,SO,25.25,-36.48,-11.23
Ryan Brooks,Rhode Island,2013,SR,-31.82,20.59,-11.23
Marcel Pettway,Bryant,2017,SO,-9.63,-1.6,-11.23
Trevor Williams,Colorado State,2012,SO,-7.9,-3.34,-11.24
Ryan Manning,Air Force,2017,JR,15.74,-26.99,-11.25
Aaron Young,Oral Roberts,2016,SO,20.46,-31.71,-11.25
Dylan Sherwood,North Carolina-Wilmington,2014,SO,0,-11.25,-11.25
Tyquan Brown,UC-Riverside,2011,JR,-28.5,17.25,-11.25
Andre Malone,Rhode Island,2012,JR,2.92,-14.18,-11.26
Byron Randle,Sam Houston State,2011,FR,-13.07,1.81,-11.26
Josh Egner,Akron,2011,FR,-13.27,2.01,-11.26
Quadri Moore,Cincinnati,2015,FR,-15.89,4.63,-11.26
Rayner Moquete,Fordham,2011,SO,-5.81,-5.45,-11.26
Tevin Findlay,Green Bay,2014,FR,-10.56,-0.7,-11.26
Tyler Hubbard,Loyola (MD),2013,SO,-1.41,-9.85,-11.26
Dan Kingma,Washington,2017,JR,-8.01,-3.25,-11.26
Lukas Meisner,Columbia,2017,SO,-13.14,1.88,-11.26
Basil Brown,Texas State,2012,FR,-5.78,-5.49,-11.27
Darius Leonard,Kent State,2011,FR,-2.9,-8.37,-11.27
Grant Fiorentinos,Tulane,2012,FR,-9.55,-1.72,-11.27
Mitch Roelke,Milwaukee,2014,SR,-5.08,-6.19,-11.27
Qiydar Davis,Louisiana Tech,2015,JR,-12.29,1.02,-11.27
Roger Woods,Arkansas-Little Rock,2015,JR,-2.82,-8.45,-11.27
Ruben Guerrero,South Florida,2015,FR,-28.18,16.91,-11.27
Vieux Kande,Louisiana-Lafayette,2015,SO,-5.98,-5.29,-11.27
Devonte Elliott,Nevada,2012,SO,-25.85,14.57,-11.28
Thair Heath,Morgan State,2013,JR,-10.34,-0.94,-11.28
David Wacker,Boise State,2015,FR,-14.63,3.34,-11.29
Devon Turk,Loyola (IL),2013,FR,12.42,-23.71,-11.29
Jacquan McClinton,Central Arkansas,2011,SR,-13,1.71,-11.29
Marko Gujanicic,George Mason,2013,FR,-27.61,16.32,-11.29
Ore Arogundade,Drake,2016,SO,-15.06,3.77,-11.29
Shamarr Bowden,East Carolina,2012,JR,21.57,-32.86,-11.29
Bryce Fluellen,Howard,2011,FR,-9.15,-2.15,-11.3
Bryce Scott,Lafayette,2014,SO,45.16,-56.46,-11.3
Deniz Kilicli,West Virginia,2013,SR,-15.07,3.77,-11.3
Ryan Majerle,Toledo,2012,FR,-3.16,-8.14,-11.3
Tim Thomas,Pacific,2014,SR,-13.45,2.15,-11.3
Tyler Brimhall,Idaho,2017,FR,-5.88,-5.43,-11.31
Brandon Smith,University of California,2012,JR,-27.84,16.53,-11.31
Callum Long,Air Force,2014,FR,-9.53,-1.78,-11.31
Tao Xu,San Francisco,2014,SO,-11.83,0.52,-11.31
Will Gladson,Princeton,2017,FR,-22.15,10.83,-11.32
Dexter Kernich-Drew,Washington State,2015,SR,16.46,-27.78,-11.32
Hayward Register,Louisiana-Lafayette,2014,FR,3.37,-14.69,-11.32
Julian Richardson,Niagara,2015,FR,-3.87,-7.45,-11.32
Orlando Parker,Wagner,2011,FR,-21.51,10.19,-11.32
Shaun Pratl,Eastern Illinois,2011,SO,-10.29,-1.03,-11.32
Bobby King,Florida A&M,2014,JR,-37.39,26.06,-11.33
Terrelle Green,Alabama State,2013,FR,-9.15,-2.18,-11.33
Duol Mayot,South Dakota,2016,SR,-7.75,-3.59,-11.34
Kieffer Jordan,Army,2014,FR,-8.91,-2.43,-11.34
Nate Schulte,Southeast Missouri State,2011,JR,-0.76,-10.58,-11.34
Walt Aikens,Liberty,2012,SO,-6.7,-4.64,-11.34
Keith Davis,Texas A&M,2011,FR,-15.21,3.86,-11.35
Caleb Patterson,Missouri State,2011,JR,-3.34,-8.02,-11.36
Caleb Steffensmeier,Nebraska-Omaha,2014,SR,-10.41,-0.95,-11.36
Devin Coleman,Clemson,2012,FR,-12.78,1.42,-11.36
Ke'Ron Brown,Hampton,2013,FR,-49.22,37.86,-11.36
Mason Stuteville,Sacramento State,2016,SO,-5.68,-5.68,-11.36
Ollie Jackson,Saint Francis (PA),2015,SR,-5.05,-6.31,-11.36
Zach Brown,Lipscomb,2011,SO,-4.16,-7.2,-11.36
Randell Pickett,Maryland-Eastern Shore,2017,JR,-3.89,-7.47,-11.36
Leland King,Brown,2014,FR,-7.58,-3.79,-11.37
Marcus Freeman,Coastal Carolina,2016,SR,-13.38,2.01,-11.37
Mat Piotrowski,Eastern Illinois,2015,SR,-17.06,5.69,-11.37
Malik Montoya,Seattle,2017,SO,-11.37,0,-11.37
DaShaun Wiggins,Portland State,2015,SR,28.44,-39.82,-11.38
Garland Owens,Boston College,2015,SO,-12.26,0.88,-11.38
Isaac Brown,Florida A&M,2011,SO,-11.53,0.15,-11.38
Javaris Jenkins,Savannah State,2014,FR,-11.03,-0.35,-11.38
Jose Martinez,San Diego,2017,FR,-8.72,-2.66,-11.38
Alex Carr,Louisiana Tech,2012,FR,-9.79,-1.6,-11.39
Davon Reed,Miami (FL),2014,FR,-4.14,-7.25,-11.39
Glenn Powell,Jacksonville,2011,SO,-38.3,26.91,-11.39
Jared Harrison,Stephen F. Austin,2013,JR,-8.89,-2.5,-11.39
Josh Egner,Akron,2012,SO,-11.52,0.13,-11.39
Josh Warren,Troy,2013,JR,-20.65,9.26,-11.39
Michael Weisner,Montana,2012,FR,-13.25,1.86,-11.39
Prince Cooper,Louisiana-Monroe,2015,SO,-13.51,2.12,-11.39
Carlton Allen,Manhattan,2016,JR,-11.4,0,-11.4
Glenn Powell,Jacksonville,2012,JR,-15.68,4.28,-11.4
James Carlton,College of Charleston,2011,FR,-16.34,4.94,-11.4
Max Yon,Air Force,2013,SO,-3.04,-8.36,-11.4
Travis Robinson,Boston University,2014,SR,-17.1,5.7,-11.4
Alzee Williams,North Texas,2014,SR,8.15,-19.56,-11.41
David Tillman,Arkansas-Pine Bluff,2015,SO,-13.86,2.45,-11.41
Kevin Laue,Manhattan,2011,SO,-3.08,-8.33,-11.41
Nick Banyard,New Mexico,2013,FR,-22.51,11.1,-11.41
Theodore Boyomo,Howard,2015,SR,-8.3,-3.11,-11.41
Jordan Lumpkins,Prairie View,2017,SR,-7.85,-3.56,-11.41
Antwoine Anderson,Fordham,2016,SO,-18.27,6.85,-11.42
Christian White,Monmouth,2013,FR,0,-11.42,-11.42
Gregory Graves,Mount St. Mary's,2013,FR,-14.88,3.46,-11.42
Kameron Mitchell,Stony Brook,2014,FR,-6.32,-5.1,-11.42
Khy Kabellis,North Dakota State,2016,FR,-13.05,1.63,-11.42
Royce Williams,Weber State,2014,JR,-2.29,-9.14,-11.43
Shawn Moore,UC-Santa Barbara,2013,JR,-8.98,-2.45,-11.43
Tye Wilburn,Wright State,2017,JR,-11.18,-0.25,-11.43
Adrian Forbes,Auburn,2011,JR,-25.94,14.5,-11.44
Bobby Garbade,Princeton,2015,SR,-8.77,-2.67,-11.44
Christian Jones,St. John's (NY),2015,SO,-6.26,-5.18,-11.44
James Herring,Dartmouth,2011,FR,-6.6,-4.84,-11.44
Tafari Whittingham,South Alabama,2015,JR,-6.8,-4.64,-11.44
Antwond Roshell,Louisiana Tech,2011,JR,-29.38,17.93,-11.45
Chavaughn Lewis,Marist,2013,SO,-22.9,11.45,-11.45
Ivan Lukic,James Madison,2015,SO,-12.37,0.92,-11.45
Marcus Washington,Louisiana-Monroe,2016,JR,-8.33,-3.12,-11.45
Jeff White,Loyola (IL),2016,SR,-32.3,20.84,-11.46
Danny Stewart,Rider,2014,SR,24.59,-36.06,-11.47
Derreck Brooks,Central Arkansas,2016,SR,4.91,-16.38,-11.47
R.J. Curington,DePaul,2014,FR,2.73,-14.2,-11.47
Andrew Zelis,Northern Illinois,2016,SO,-20.88,9.4,-11.48
Josh Watkins,Utah,2011,JR,11.48,-22.96,-11.48
Reece Uhlenhopp,Drake,2011,SO,-11.48,0,-11.48
Zach Gengler,Portland State,2016,JR,12.76,-24.24,-11.48
Anthony Crater,South Florida,2011,JR,-16.41,4.92,-11.49
Austin Stewart,Central Michigan,2014,SO,1.15,-12.64,-11.49
Carlton Allen,Manhattan,2015,SO,-9.66,-1.83,-11.49
Khari Harley,Ohio,2016,SO,-11.49,0,-11.49
Nick Stover,Loyola Marymount,2014,SO,-3.83,-7.66,-11.49
T.J. Hallice,Mercer,2012,FR,-15.14,3.65,-11.49
Devareaux Manley,Kent State,2014,JR,31.95,-43.45,-11.5
Luke Devlin,Albany (NY),2014,SR,-19.17,7.67,-11.5
Alan Flannigan,Lafayette,2015,SR,-7.37,-4.14,-11.51
Jordan Lawson,Delaware State,2013,JR,-6.18,-5.33,-11.51
Renard Suggs,Washington State,2016,JR,-2.88,-8.63,-11.51
Morris Dunnigan,Houston,2017,JR,-6.99,-4.52,-11.51
Chandler Rowe,Tennessee-Martin,2016,JR,-14.4,2.88,-11.52
Mario Matasovic,Western Michigan,2015,SO,-13.9,2.38,-11.52
Max Martino,Northern Iowa,2012,FR,-14.46,2.94,-11.52
Rae-Vonn Banks,Southeast Missouri State,2011,JR,-6.96,-4.56,-11.52
Richaud Gittens,Weber State,2016,JR,-24.08,12.56,-11.52
Nolan Narain,San Diego State,2017,FR,-8.2,-3.32,-11.52
Brandon Garrett,Murray State,2011,SO,-12.65,1.12,-11.53
Christian Sanders,Stanford,2016,SR,-19.91,8.38,-11.53
Christopher Hyder,Southern,2014,SO,-17.3,5.77,-11.53
Quinten Rollins,Miami (OH),2012,SO,-15.85,4.32,-11.53
Jared Savage,Austin Peay,2017,SO,19.8,-31.34,-11.54
Brian Hornstein,Army,2011,FR,-7.95,-3.6,-11.55
David Safstrom,Lehigh,2011,SR,-22.18,10.63,-11.55
Kevin Canevari,Mercer,2014,SR,-4.33,-7.22,-11.55
Kevin Johnson,Seton Hall,2013,SO,-7.15,-4.4,-11.55
Rashad Savage,Cal State Bakersfield,2012,SR,-8.98,-2.57,-11.55
Rohan Brown,La Salle,2016,SR,-12.27,0.72,-11.55
Kevin Hempy,Pepperdine,2017,SR,-7.5,-4.06,-11.56
Alex Gauna,Michigan State,2012,FR,-7.08,-4.48,-11.56
B.J. Taylor,Central Florida,2015,FR,30.35,-41.91,-11.56
Darious Clark,Illinois State,2012,JR,-8.55,-3.01,-11.56
Elliot Franshaw,Rice,2013,FR,-9.59,-1.97,-11.56
McKay LaSalle,Long Beach State,2014,JR,-3.68,-7.88,-11.56
Tony Armstrong,Alabama State,2015,SO,-7.5,-4.06,-11.56
Dante Scott,Memphis,2016,FR,-8.36,-3.21,-11.57
Eric Norman,Montana State,2013,SO,-9.99,-1.58,-11.57
Malick Kone,Rutgers,2015,SR,-18.98,7.41,-11.57
Bryson Robinson,New Orleans,2017,FR,-9.17,-2.4,-11.57
Quadri Moore,Cincinnati,2017,JR,-13.32,1.75,-11.57
Adam Kemp,Marist,2011,FR,-32.58,21,-11.58
Josh Crittle,Central Florida,2012,JR,-16.04,4.46,-11.58
Joshea Singleton,Bucknell,2012,FR,-9.08,-2.5,-11.58
Alan Flannigan,Lafayette,2012,FR,-8.3,-3.29,-11.59
Cammeron Woodyard,Penn State,2011,JR,-12.93,1.34,-11.59
Dee Giger,Harvard,2011,SO,-9.41,-2.18,-11.59
Khalil Kelley,Pacific,2013,JR,-21.25,9.66,-11.59
Nick Smith,Belmont,2016,JR,19.52,-31.11,-11.59
Robinson Odoch Opong,Long Island University,2012,SO,-3.4,-8.19,-11.59
Sam Smithson,Western Carolina,2011,SO,-12.31,0.72,-11.59
Allen Tate,Seattle,2013,SR,-25.92,14.32,-11.6
Davonte Fitzgerald,Texas A&M,2015,SO,-8.4,-3.2,-11.6
Ronnie Gombe,Canisius,2016,SO,-9.25,-2.35,-11.6
Shane Hammink,Louisiana State,2013,FR,-9.58,-2.02,-11.6
Branden Sheppard,Louisiana Tech,2016,FR,-16.25,4.64,-11.61
Jarred Shaw,Utah State,2013,JR,1.45,-13.06,-11.61
Jeff Thomas,Georgia State,2016,FR,5.8,-17.41,-11.61
Johnathan Burroughs-Cook,College of Charleston,2014,FR,-10.03,-1.58,-11.61
Von Julien,Tulane,2017,SO,-2.54,-9.07,-11.61
Dawson Verhines,Southern Illinois,2015,SR,-14.08,2.46,-11.62
Jay Bowie,Marist,2012,SO,3.49,-15.11,-11.62
Myles Luttman,Southern Methodist,2011,SR,-10.1,-1.52,-11.62
Wendell Faines,Idaho,2012,JR,-14.26,2.64,-11.62
Trey Touchet,Texas-El Paso,2017,SO,-1.94,-9.69,-11.63
Ari Stewart,Southern California,2013,JR,-11.29,-0.34,-11.63
Link Kabadyundi,Texas-Arlington,2017,JR,-20.08,8.44,-11.64
Daymon Warren,George Washington,2011,FR,-20.08,8.44,-11.64
Evan Fisher,Siena,2016,FR,-5.57,-6.07,-11.64
Ronald March,Houston Baptist,2012,FR,-4.23,-7.41,-11.64
Eric Anderson,Yale,2017,JR,-10.98,-0.66,-11.64
Aaron Scales,Cleveland State,2015,SO,-11.65,0,-11.65
Chandler White,Toledo,2016,FR,-8.95,-2.7,-11.65
Nick Niernczyk,Southeast Missouri State,2011,JR,0.81,-12.47,-11.66
Preston Ross,Western Carolina,2013,JR,2.92,-14.58,-11.66
Ty Nurse,Texas Tech,2013,SR,2.92,-14.58,-11.66
Eliel Gonzalez,Hofstra,2015,FR,-10.84,-0.83,-11.67
Tyson Cunningham,Mississippi State,2013,JR,-16.34,4.67,-11.67
Devin Wyatt,Loyola Marymount,2015,FR,-7.13,-4.55,-11.68
Drew Romich,Stetson,2016,FR,-10.51,-1.17,-11.68
Japhet Kadji,Wagner,2015,FR,-6.29,-5.39,-11.68
Joseph Wright,South Carolina State,2011,JR,-8.32,-3.36,-11.68
Sami Eleraky,Pacific,2016,JR,-18.98,7.3,-11.68
Stefan Zecevic,Bradley,2014,FR,-13.59,1.91,-11.68
Korey Thieleke,Portland,2012,SO,-7.35,-4.34,-11.69
Isaiah Fontaine,Southern,2017,FR,-9.69,-2,-11.69
Brodricks Jones,Texas-El Paso,2016,FR,-22.1,10.4,-11.7
Clay Yeo,Valparaiso,2014,FR,-3.08,-8.62,-11.7
Ak Ojo,Manhattan,2017,SO,-24.68,12.97,-11.71
"Jamal Williams,",Texas Tech,2014,SR,-9.16,-2.55,-11.71
Karlos Odum,North Florida,2016,FR,-6.44,-5.27,-11.71
Khalil Kelley,Pacific,2011,FR,-13.33,1.62,-11.71
Quintarius Hutchinson,Alabama State,2012,FR,-11.44,-0.27,-11.71
Shawn Valentine,Rider,2016,SR,-33.96,22.25,-11.71
Ben Oberfeld,Bucknell,2016,JR,-5,-6.72,-11.72
Brandon Young,DePaul,2011,FR,25.13,-36.85,-11.72
Antravious Simmons,Florida Gulf Coast,2016,SO,-12.71,0.98,-11.73
Kimani Key,Alabama State,2013,FR,-7.11,-4.62,-11.73
Brandon Perry,San Diego,2016,JR,-12.94,1.2,-11.74
L.G. Gill,Duquesne,2014,FR,3.71,-15.45,-11.74
Marin Mornar,Loyola Marymount,2013,FR,-17.28,5.54,-11.74
Sammy Barnes-Thompkins,Boston College,2016,FR,-12.53,0.78,-11.75
Sheldon Cooley,East Tennessee State,2011,SO,-28.84,17.09,-11.75
Daniel Fisher,American,2013,SR,-7.78,-3.98,-11.76
Jordan Weathers,Norfolk State,2013,JR,-9.21,-2.55,-11.76
Mat Piotrowski,Eastern Illinois,2014,JR,-19.8,8.04,-11.76
Scott Morris,New Hampshire,2012,SO,-7.63,-4.13,-11.76
Seth Hinrichs,Lafayette,2012,FR,22.45,-34.21,-11.76
Chad Jackson,Northern Kentucky,2015,SR,-7.85,-3.92,-11.77
Jaleel Hogan,Detroit Mercy,2017,JR,11.77,-23.54,-11.77
Bak Bak,University of California,2013,SR,-12.72,0.94,-11.78
Demetrius Pollard,Northeastern,2012,FR,-5.51,-6.27,-11.78
Jason Pimentel,Longwood,2015,JR,-9.59,-2.19,-11.78
Devearl Ramsey,Nevada,2017,FR,-10.64,-1.14,-11.78
Lynrick Moxey,Western Illinois,2017,JR,-8.8,-2.98,-11.78
Elridge Moore,Louisiana-Lafayette,2014,SR,-30.13,18.34,-11.79
Will Dunn,IPFW,2014,FR,-6.6,-5.19,-11.79
James Claar,Western Illinois,2017,SO,-12.44,0.65,-11.79
Tyler Hamilton,Pennsylvania,2017,SO,-15.04,3.24,-11.8
Anthony Henderson,Bowling Green State,2013,SO,-9.72,-2.08,-11.8
Wayne Langston,Murray State,2015,JR,-13.19,1.39,-11.8
Jared Bartling,South Dakota,2011,FR,-10.6,-1.21,-11.81
Jordan Gregory,Montana,2012,FR,-9.02,-2.79,-11.81
Marshall Guilmette,East Carolina,2014,SO,-6.64,-5.17,-11.81
Zach Radz,Sacred Heart,2017,FR,-11.23,-0.58,-11.81
Stetson Billings,Arkansas-Little Rock,2017,SR,-12.4,0.59,-11.81
Alexander Starling,Bethune-Cookman,2011,SR,-10.13,-1.69,-11.82
Fred Sturdivant,Texas Southern,2012,JR,-45.96,34.14,-11.82
Kyle Gaillard,William & Mary,2011,SO,0,-11.82,-11.82
Billy Wampler,Drake,2016,FR,2.96,-14.79,-11.83
Charles Clark,Northwestern State,2011,JR,-6.66,-5.17,-11.83
Julian Boatner,William & Mary,2013,JR,11.84,-23.67,-11.83
Lorenzo Cugini,High Point,2016,SR,35.5,-47.33,-11.83
Tre Johnson,Montana State,2011,FR,-24.65,12.82,-11.83
Jacob Lail,Appalachian State,2011,JR,-11.74,-0.1,-11.84
Xavier Lundy,Rider,2014,FR,-12.3,0.46,-11.84
Rudy Stradnieks,Southern Illinois,2017,SO,-1.63,-10.21,-11.84
Daryus Quarles,Saint Joseph's,2013,JR,-8.06,-3.79,-11.85
Kharon Butcher,Tennessee State,2012,FR,-12.29,0.44,-11.85
Sam Logwood,New Mexico,2017,JR,-17.77,5.92,-11.85
Chris Griffin,Murray State,2011,FR,-18.72,6.86,-11.86
Matt Ratto,Cal State Bakersfield,2013,JR,-6.67,-5.19,-11.86
Ian Carter,Dartmouth,2017,FR,-11.86,0,-11.86
Louis Dabney,Tulane,2013,FR,-8.53,-3.34,-11.87
Moses Morgan,DePaul,2011,FR,0,-11.87,-11.87
Ramon Mercado,Hampton,2014,SR,-9.33,-2.54,-11.87
Cliff Thomas Jr.,High Point,2017,FR,-13.47,1.6,-11.87
Marlon Daniel,Savannah State,2017,FR,-8.94,-2.94,-11.88
Isaiah Epps,Pittsburgh,2012,FR,-8.58,-3.3,-11.88
Jonathan Sanks,Georgia Southern,2016,FR,-2.33,-9.55,-11.88
Adonis Filer,Florida Atlantic,2017,SR,9.51,-21.39,-11.88
Greg Rice,IUPUI,2012,SO,-2.19,-9.7,-11.89
Gene Johnson,Morgan State,2011,SR,-18.2,6.3,-11.9
Jarid Watson,Virginia Military Institute,2012,FR,-15.11,3.21,-11.9
Khalil Brown,Monmouth,2014,JR,-0.63,-11.27,-11.9
Logan Mortenson,New Hampshire,2013,FR,-9.64,-2.26,-11.9
Sean Esposito,IUPUI,2011,SO,5.36,-17.26,-11.9
Terrence Thompson,Marshall,2017,JR,0,-11.9,-11.9
Aaron Asp,Houston Baptist,2011,FR,-7.29,-4.62,-11.91
Chris Matagrano,New Hampshire,2013,SR,-10.21,-1.7,-11.91
Devin Oliver,Dayton,2011,FR,-24.86,12.95,-11.91
Josh Cuthbertson,South Carolina Upstate,2014,FR,-6.24,-5.67,-11.91
Reed Baker,Florida Gulf Coast,2011,SR,4.21,-16.12,-11.91
Tim Myles,Cal State Fullerton,2016,JR,-21.18,9.27,-11.91
Zieyik Estime,Norfolk State,2013,JR,0.19,-12.1,-11.91
Terrell Carter,Fresno State,2017,JR,-30.64,18.73,-11.91
Marcus Burton,Wagner,2012,FR,-13.24,1.32,-11.92
Matt Sellers,Wyoming,2014,JR,-12.18,0.26,-11.92
Zach Pirog,Nebraska-Omaha,2016,FR,-14.75,2.83,-11.92
Zeke Upshaw,Illinois State,2011,FR,-8.36,-3.56,-11.92
Deniz Celen,Fairfield,2017,FR,-14.43,2.51,-11.92
Matt Morrison,Northern Iowa,2011,FR,-6.59,-5.34,-11.93
Wesley Dickinson,Dartmouth,2015,SO,-16.83,4.9,-11.93
Conor Voss,Columbia,2015,SO,-9.21,-2.73,-11.94
Elbert Robinson,Louisiana State,2016,SO,-14.33,2.39,-11.94
James King,Texas A&M-Corpus Christi,2012,FR,-6.53,-5.41,-11.94
Cam Delaney,Denver,2015,FR,-8.69,-3.26,-11.95
Dylan Karell,Central Florida,2015,JR,-19.12,7.17,-11.95
Madison Jones,Wake Forest,2014,SO,-43.02,31.07,-11.95
Ryan Kemrite,Liberty,2016,SO,11.95,-23.9,-11.95
Jorge Rosa,New Orleans,2017,JR,5.31,-17.26,-11.95
Cameron Michael,Northern Colorado,2016,JR,0,-11.96,-11.96
Wadly Mompremier,Ohio,2015,SO,-13.42,1.46,-11.96
Salif Boudie,Arkansas State,2017,FR,-15.05,3.09,-11.96
Anthony Lanier,Alabama A&M,2013,SO,-8.78,-3.19,-11.97
Conor Clifford,Washington State,2016,JR,0.8,-12.77,-11.97
Jalen Jackson,Arkansas-Little Rock,2016,JR,-14.36,2.39,-11.97
Montray Clemons,DePaul,2013,FR,-7.92,-4.05,-11.97
Steven Shepp,Fresno State,2012,SR,-19.95,7.98,-11.97
Brandon Goodwin,Central Florida,2015,SO,6.85,-18.83,-11.98
Chris Dees,St. Bonaventure,2014,JR,-15.33,3.35,-11.98
Jordan Salley,Sacramento State,2013,JR,-13.28,1.3,-11.98
Obi Momah,Marist,2015,FR,-11.54,-0.44,-11.98
Anthony Lindauer,High Point,2017,SR,5.32,-17.3,-11.98
Jamie Schneck,Hartford,2015,SR,-23.98,11.99,-11.99
Nick Havener,Boston University,2015,FR,-11.56,-0.43,-11.99
Pierre Mopo,Tennessee-Martin,2012,SO,-10.03,-1.96,-11.99
Waylan Siverand,North Carolina A&T,2012,FR,-7.99,-4,-11.99
Wesley Davis,Texas State,2014,JR,-10.66,-1.33,-11.99
Angelo Davis,Savannah State,2012,SO,-8.9,-3.1,-12
Bola Olaniyan,Southern Illinois,2015,SO,-20.8,8.8,-12
Juan Ramon Rivas,Missouri-Kansas City,2015,FR,-8.26,-3.74,-12
Mason Stuteville,Sacramento State,2015,FR,-8.25,-3.75,-12
Matt Milk,St. Francis (NY),2013,JR,-12.25,0.25,-12
Winston Graham,Norfolk State,2012,SO,-9.1,-2.9,-12
Anthony Ervin,Saint Francis (PA),2013,SR,3.28,-15.29,-12.01
Clancy Rugg,Vermont,2011,FR,-9.39,-2.62,-12.01
Devin Martin,Maryland-Eastern Shore,2015,JR,27.02,-39.03,-12.01
Dominique Youmans,Cal State Northridge,2014,SR,-12.56,0.55,-12.01
Bryson Barnes,Furman,2012,SR,-19.37,7.35,-12.02
Jake Belford,Davidson,2013,FR,-12.38,0.36,-12.02
Julius Van Sauers,Long Island University,2017,SO,-10.3,-1.72,-12.02
Anthony Fields,Bradley,2015,JR,-11.84,-0.19,-12.03
Ben Felix,Northeastern,2011,JR,-5.34,-6.69,-12.03
C.J. Scott,Louisiana Tech,2011,JR,-6.32,-5.71,-12.03
Jordan Chatman,Brigham Young,2016,FR,-12.03,0,-12.03
Mack Foster,Louisiana-Monroe,2016,SR,-12.03,0,-12.03
Nathan Harries,Colgate,2014,FR,-2.95,-9.08,-12.03
Alonzo Walker,Kent State,2017,FR,-16.41,4.38,-12.03
Allen Jiles,Cal State Northridge,2012,SO,-12.04,0,-12.04
Mikhail McLean,Houston,2014,JR,-9.3,-2.74,-12.04
Pierre Mopo,Tennessee-Martin,2013,JR,-8.26,-3.78,-12.04
Steven Spieth,Brown,2015,SO,-12.04,0,-12.04
Wes VanBeck,Houston,2015,FR,-3.54,-8.5,-12.04
Chris Atkinson,Canisius,2017,SO,-3.19,-8.85,-12.04
A.J. Mosby,Alcorn State,2017,JR,-3.44,-8.61,-12.05
Avery Johnson,San Francisco,2012,SO,-10.48,-1.57,-12.05
Cody Johnson,Loyola (IL),2014,SO,-9.83,-2.22,-12.05
Jack Hill,Saint Peter's,2012,SR,-5.76,-6.29,-12.05
Josh Ritchart,UC-Davis,2013,JR,6.58,-18.63,-12.05
Demonte Flannigan,Cleveland State,2015,SO,-10.05,-2.01,-12.06
Dylan Sherwood,North Carolina-Wilmington,2013,FR,-3.53,-8.53,-12.06
Jackson Aldridge,Butler,2014,JR,-8.8,-3.26,-12.06
Jeremy Olsen,Utah,2015,JR,-17.47,5.41,-12.06
Marcus Rouse,Stony Brook,2011,SO,-10.05,-2.01,-12.06
Alex Paquin,American,2015,FR,-8.8,-3.27,-12.07
Harold McBride,Gardner-Webb,2016,SR,17.24,-29.31,-12.07
Jake Eastman,Bradley,2012,JR,-16.6,4.53,-12.07
Jamel Fields,Saint Peter's,2015,SR,-24.14,12.07,-12.07
Marquis Rankin,Virginia Tech,2012,FR,-16.8,4.73,-12.07
Martin Smith,Lipscomb,2014,JR,37.93,-50,-12.07
Zimmy Nwogbo,Charleston Southern,2011,SO,-9.72,-2.35,-12.07
Aleksa Jugovic,Tennessee Tech,2015,FR,16.72,-28.8,-12.08
Gavin Ware,Mississippi State,2014,SO,-6.04,-6.04,-12.08
Jordyn Martin,Northern Arizona,2016,SR,-8.15,-3.93,-12.08
Sean Starkey,Long Beach State,2012,SR,-4.52,-7.56,-12.08
Aaron Wright,UC-Irvine,2015,JR,-27.9,15.81,-12.09
Philipp Hartwich,Portland,2015,FR,-16.18,4.09,-12.09
Rodney Milium,Appalachian State,2012,JR,9.67,-21.76,-12.09
Taj Owens,Radford,2013,FR,-12.43,0.34,-12.09
Spencer Foley,Canisius,2017,FR,13.11,-25.2,-12.09
Nadi Beciri,Fairleigh Dickinson,2017,SO,-9.5,-2.59,-12.09
I.J. Ready,Mississippi State,2014,FR,-15.4,3.3,-12.1
Oskar Reinfelds,Troy,2015,JR,-5.57,-6.53,-12.1
Spencer Parker,Bowling Green State,2015,JR,-13.44,1.34,-12.1
Tyree Bynum,Texas Southern,2014,SR,-8.16,-3.94,-12.1
Evan Roquemore,Santa Clara,2012,SO,46.71,-58.82,-12.11
Naofall Folahan,Wagner,2013,JR,-39.36,27.25,-12.11
Jordy Tshimanga,Nebraska,2017,FR,-24.9,12.79,-12.11
Jordan Watkins,Davidson,2017,JR,-10.69,-1.42,-12.11
Mark Pollack,Army,2015,FR,-8.91,-3.21,-12.12
Treadwell Lewis,Robert Morris,2013,SR,-9.86,-2.26,-12.12
Trey Davis,Richmond,2013,FR,-22.82,10.7,-12.12
Chris Adams,San Francisco,2014,JR,-3.31,-8.82,-12.13
