Player,Tm,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Yr
Terrance Thomas,FTW,26.0,45,17.0,1136.0,5.4,11.3,0.475,1.0,3.0,0.33,4.4,8.4,0.527,1.9,2.5,0.763,2.4,7.0,9.4,3.7,0.8,0.3,2.8,2.1,13.7,2007
Dijon Thompson,ABQ,23.0,32,31.0,1284.0,7.0,13.6,0.518,1.1,2.8,0.4,5.9,10.8,0.548,3.5,4.6,0.756,2.3,5.7,8.0,3.8,1.6,0.9,3.5,2.8,18.7,2007
Cezary Trybanski,TUL,27.0,48,28.0,1103.0,2.9,5.3,0.556,0.0,0.0,0.0,2.9,5.3,0.559,1.8,2.2,0.806,2.8,4.7,7.5,0.8,0.3,3.9,1.4,4.1,7.6,2007
Clay Tucker,ARK,26.0,46,42.0,1838.0,6.4,15.3,0.422,1.8,5.0,0.369,4.6,10.3,0.448,3.0,3.6,0.846,0.4,3.2,3.6,4.9,1.9,0.2,2.9,2.6,17.7,2007
P.J. Tucker,COL,21.0,19,12.0,459.0,6.6,14.0,0.472,0.2,0.5,0.286,6.4,13.4,0.48,2.6,3.1,0.846,2.0,3.0,5.0,3.1,1.0,0.3,2.4,3.0,15.9,2007
Nick Vander Laan,LOS,,27,5.0,4.0,156.0,5.8,9.7,0.595,0.0,0.0,5.8,9.7,0.595,3.0,4.2,0.722,4.6,9.7,14.3,1.6,0.9,0.7,3.5,5.5,14.5,2007
Jeff Varem,TUL,23.0,6,1.0,179.0,6.0,12.7,0.476,1.4,3.4,0.412,4.6,9.3,0.5,2.2,3.6,0.611,4.0,5.6,9.7,3.6,2.0,0.8,2.6,2.0,15.7,2007
Jeff Varem,TOT,23.0,43,22.0,1246.0,4.2,9.9,0.424,0.8,2.2,0.342,3.5,7.7,0.448,2.8,4.4,0.642,2.4,5.3,7.7,2.7,1.6,0.5,2.5,3.5,12.0,2007
Jeff Varem,SFL,23.0,37,21.0,1067.0,3.9,9.5,0.413,0.6,2.0,0.322,3.3,7.5,0.437,2.9,4.5,0.647,2.2,5.3,7.4,2.6,1.5,0.4,2.5,3.8,11.4,2007
Marcus Vinicius,TUL,22.0,13,6.0,430.0,7.1,14.7,0.483,2.3,5.9,0.38,4.9,8.8,0.552,2.0,2.6,0.774,0.9,6.4,7.3,2.6,1.3,0.3,2.6,2.0,18.5,2007
Von Wafer,COL,21.0,42,42.0,1351.0,8.3,17.1,0.486,3.2,7.1,0.453,5.1,10.0,0.509,3.7,4.8,0.769,0.5,2.7,3.3,3.7,0.9,0.4,2.5,2.4,23.6,2007
Davin White,ANA,25.0,45,11.0,1090.0,4.8,11.1,0.436,0.4,2.5,0.171,4.4,8.6,0.514,4.6,6.1,0.75,1.0,3.0,4.0,5.4,1.8,0.2,2.4,3.5,14.6,2007
James White,AUS,24.0,15,11.0,518.0,5.8,12.2,0.477,0.9,2.7,0.333,4.9,9.5,0.518,4.4,5.9,0.753,1.4,2.8,4.2,3.3,1.7,0.6,3.1,2.8,17.0,2007
Luke Whitehead,SFL,25.0,8,1.0,192.0,6.2,14.8,0.418,1.7,4.5,0.375,4.5,10.3,0.436,3.2,4.7,0.68,2.4,4.3,6.8,2.1,2.1,0.7,2.8,2.6,17.2,2007
Corey Williams,TOT,,35,25.0,923.0,6.8,13.2,0.518,0.4,0.9,0.455,6.4,12.3,0.522,4.2,6.8,0.621,1.1,4.1,5.1,5.1,1.7,0.2,4.2,3.4,18.3,2007
Corey Williams,SFL,,15,6.0,424.0,5.9,11.7,0.5,0.4,0.9,0.455,5.4,10.8,0.504,3.8,6.1,0.625,1.0,3.4,4.4,5.3,1.2,0.2,4.0,3.0,16.0,2007
Corey Williams,DAK,,20,19.0,499.0,7.6,14.4,0.53,0.4,0.8,0.455,7.3,13.6,0.534,4.5,7.4,0.618,1.1,4.6,5.7,5.0,2.1,0.2,4.4,3.7,20.2,2007
Eric Williams,IDA,,28,6.0,0.0,76.0,8.1,13.7,0.586,0.0,0.0,8.1,13.7,0.586,0.5,1.4,0.333,2.8,5.2,8.1,1.4,0.5,0.5,5.2,6.2,16.6,2007
Frank Williams,SFL,26.0,44,44.0,1525.0,5.1,13.0,0.389,2.9,7.7,0.373,2.2,5.3,0.413,3.4,4.0,0.842,0.6,3.5,4.1,4.9,1.8,0.4,2.5,1.9,16.4,2007
Jawad Williams,ANA,23.0,50,49.0,1961.0,6.4,14.6,0.438,1.5,4.5,0.34,4.8,10.1,0.481,3.3,4.2,0.797,1.1,3.1,4.2,1.6,0.7,0.4,1.9,1.9,17.6,2007
Jamaal Williams,ANA,24.0,5,0.0,41.0,5.3,16.7,0.316,0.0,0.9,0.0,5.3,15.8,0.333,3.5,3.5,1.0,2.6,3.5,6.1,0.0,2.6,0.0,0.9,6.1,14.0,2007
Jay Williams,AUS,25.0,3,1.0,84.0,2.6,9.9,0.261,1.3,3.9,0.333,1.3,6.0,0.214,1.3,1.7,0.75,0.4,3.0,3.4,6.9,0.9,0.0,6.4,3.4,7.7,2007
Justin Williams,DAK,22.0,12,12.0,383.0,5.8,10.6,0.549,0.0,0.1,0.0,5.8,10.5,0.554,2.5,4.4,0.574,5.8,8.6,14.5,0.8,0.8,3.8,1.9,4.0,14.2,2007
Louis Williams,FTW,20.0,3,2.0,108.0,9.0,12.7,0.711,1.7,2.7,0.625,7.3,10.0,0.733,6.3,9.0,0.704,0.3,4.3,4.7,8.0,1.7,0.7,3.7,3.0,26.0,2007
Wesley Wilson,TOT,,32,10.0,660.0,6.6,12.3,0.538,0.0,0.1,0.0,6.6,12.2,0.54,2.0,2.8,0.692,2.3,5.2,7.5,1.5,1.1,1.8,1.9,4.7,15.2,2007
Wesley Wilson,LOS,,27,10.0,561.0,6.8,12.3,0.552,0.0,0.1,0.0,6.8,12.3,0.555,2.1,2.7,0.762,2.3,4.8,7.1,1.5,1.3,1.8,1.5,4.3,15.7,2007
Wesley Wilson,ABQ,5.0,0,99.0,5.5,12.0,0.455,0.0,0.0,5.5,12.0,0.455,1.5,3.6,0.4,2.5,7.3,9.8,1.5,0.4,1.8,3.6,7.3,12.4,,,2007
Loren Woods,AUS,,28,15.0,0.0,419.0,6.0,10.8,0.556,0.0,0.0,6.0,10.8,0.556,4.0,5.0,0.793,4.8,10.3,15.1,2.7,1.1,2.8,3.4,3.7,16.0,2007
Qyntel Woods,BAK,25.0,7,0.0,106.0,8.5,17.7,0.481,0.7,2.4,0.286,7.8,15.3,0.511,3.1,4.1,0.75,1.4,3.7,5.1,1.4,0.3,0.7,4.8,4.4,20.7,2007
Joseph Works,SFL,,23,5.0,0.0,25.0,8.6,14.4,0.6,0.0,0.0,8.6,14.4,0.6,1.4,2.9,0.5,7.2,5.8,13.0,1.4,2.9,0.0,2.9,8.6,18.7,2007
Alex Acker,FAY,23.0,17,9.0,603.0,6.6,15.2,0.437,1.3,3.4,0.368,5.4,11.8,0.457,3.8,4.6,0.818,1.3,3.6,4.9,4.8,1.9,0.5,2.8,2.5,18.3,2006
Ben Adams,AUS,26.0,7,0.0,100.0,4.7,10.4,0.448,0.4,2.5,0.143,4.3,7.9,0.545,3.6,5.4,0.667,1.1,4.3,5.4,4.7,1.8,0.4,4.3,4.7,13.3,2006
Deji Akindele,FTW,,22,43.0,12.0,860.0,5.1,9.3,0.55,0.0,0.0,5.1,9.3,0.55,4.4,7.3,0.6,3.2,5.4,8.6,0.8,0.5,1.3,2.9,6.3,14.6,2006
Myron Allen,ARK,26.0,48,14.0,1053.0,5.8,11.5,0.504,0.8,2.0,0.39,5.0,9.5,0.529,4.7,6.2,0.761,1.3,2.7,4.0,3.8,1.5,0.1,4.0,4.2,17.1,2006
Martynas Andriuskevicius,ARK,19.0,15,4.0,286.0,4.7,9.3,0.5,0.1,1.1,0.111,4.5,8.2,0.554,3.8,5.7,0.667,1.9,6.0,7.9,0.9,0.4,2.1,2.5,4.9,13.2,2006
Kelenna Azubuike,FTW,22.0,41,17.0,1051.0,6.6,13.0,0.508,1.0,2.7,0.367,5.6,10.3,0.545,3.5,4.4,0.783,1.4,4.2,5.7,2.1,1.0,0.4,2.3,2.6,17.7,2006
Sean Banks,TUL,21.0,12,5.0,269.0,7.2,15.7,0.462,1.3,4.3,0.313,5.9,11.4,0.518,4.6,6.2,0.739,2.0,3.2,5.2,1.6,0.7,0.3,4.3,2.7,20.3,2006
Andre Barrett,FLO,23.0,33,33.0,1175.0,6.6,14.0,0.475,0.5,1.4,0.348,6.2,12.6,0.489,3.4,4.5,0.75,0.7,2.9,3.6,6.6,1.1,0.3,2.8,2.4,17.2,2006
Earl Barron,FLO,24.0,6,3.0,175.0,8.8,17.3,0.512,0.0,0.2,0.0,8.8,17.1,0.518,3.3,4.3,0.762,3.5,8.4,11.9,2.7,0.8,0.2,4.1,5.3,21.0,2006
Eddie Basden,TUL,22.0,14,8.0,356.0,6.4,13.1,0.485,0.7,2.3,0.304,5.7,10.8,0.523,1.4,3.0,0.467,1.8,4.6,6.4,3.9,3.4,0.1,3.0,2.3,14.9,2006
Brandon Bass,TUL,,20,1.0,0.0,26.0,9.7,18.0,0.538,0.0,0.0,9.7,18.0,0.538,2.8,5.5,0.5,5.5,1.4,6.9,0.0,0.0,2.8,1.4,1.4,22.2,2006
Turner Battle,FTW,,22,3.0,0.0,43.0,0.8,3.3,0.25,0.0,0.8,0.0,0.8,2.5,0.333,0.0,0.0,0.8,2.5,3.3,2.5,0.8,0.0,1.7,7.5,1.7,2006
Nick Billings,TOT,,24,31.0,0.0,266.0,3.2,8.1,0.4,0.0,0.0,3.2,8.1,0.4,1.6,3.4,0.48,3.1,5.0,8.1,0.4,0.7,3.4,2.7,8.7,8.1,2006
Nick Billings,FTW,,24,12.0,0.0,92.0,4.3,9.4,0.458,0.0,0.0,4.3,9.4,0.458,1.2,2.3,0.5,4.3,3.1,7.4,0.0,0.8,3.1,2.3,10.2,9.8,2006
Nick Billings,FAY,24.0,2,0.0,15.0,4.8,7.2,0.667,0.0,0.0,4.8,7.2,0.667,0.0,0.0,2.4,4.8,7.2,0.0,0.0,0.0,7.2,4.8,9.6,,,2006
Nick Billings,ABQ,,24,17.0,0.0,159.0,2.5,7.5,0.333,0.0,0.0,2.5,7.5,0.333,2.0,4.3,0.474,2.5,6.1,8.6,0.7,0.7,3.8,2.5,8.2,7.0,2006
Ronald Blackshear,TUL,,27,3.0,0.0,25.0,2.9,14.4,0.2,1.4,7.2,0.2,1.4,7.2,0.2,0.0,0.0,1.4,1.4,2.9,0.0,1.4,0.0,0.0,4.3,7.2,2006
Tony Bland,ABQ,26.0,43,34.0,1231.0,3.6,10.1,0.36,0.7,2.7,0.255,2.9,7.3,0.4,3.1,4.2,0.754,0.6,3.5,4.1,4.3,0.6,0.1,2.3,2.7,11.1,2006
Andray Blatche,ROA,19.0,6,2.0,148.0,6.1,11.9,0.51,0.2,1.2,0.2,5.8,10.7,0.545,3.9,4.6,0.842,1.5,8.5,10.0,1.9,1.9,2.2,4.6,3.9,16.3,2006
Seamus Boxley,TUL,23.0,38,15.0,475.0,3.6,8.2,0.444,0.0,0.5,0.0,3.6,7.7,0.471,1.4,2.3,0.633,1.6,3.2,4.8,1.6,1.0,0.4,1.5,2.2,8.7,2006
Torraye Braggs,TUL,29.0,14,8.0,400.0,4.2,9.5,0.443,0.0,0.1,0.0,4.2,9.5,0.448,5.8,7.7,0.753,2.6,5.8,8.4,3.2,1.3,0.3,5.0,5.2,14.2,2006
Darren Brooks,ABQ,23.0,23,2.0,385.0,4.5,10.8,0.414,0.2,0.5,0.4,4.3,10.4,0.414,0.7,1.2,0.538,2.6,4.4,7.0,2.2,1.7,0.2,1.0,3.2,9.8,2006
Alvin Broussard,ABQ,23.0,7,1.0,80.0,4.5,10.4,0.435,0.9,2.3,0.4,3.6,8.1,0.444,4.5,7.2,0.625,2.7,4.5,7.2,2.3,2.7,0.0,3.2,9.0,14.4,2006
Elton Brown,FLO,,22,5.0,0.0,159.0,5.7,10.6,0.532,0.0,0.0,5.7,10.6,0.532,4.3,5.9,0.731,3.8,7.2,11.1,1.8,0.5,0.0,3.6,4.1,15.6,2006
Roman Brown,FLO,,25,9.0,0.0,54.0,2.0,3.3,0.6,0.0,0.0,2.0,3.3,0.6,0.7,2.7,0.25,0.0,3.3,3.3,0.7,0.7,0.7,0.7,10.7,4.7,2006
Tierre Brown,ABQ,26.0,32,26.0,1149.0,6.6,15.6,0.424,0.8,2.7,0.279,5.9,12.9,0.454,3.3,4.1,0.795,0.5,4.2,4.7,6.5,1.5,0.2,3.7,2.1,17.3,2006
Will Bynum,ROA,23.0,29,28.0,1094.0,6.8,14.5,0.468,0.8,2.7,0.301,6.0,11.7,0.507,8.6,10.0,0.852,0.6,2.1,2.7,6.4,1.6,0.1,5.4,3.3,22.9,2006
Marcus Campbell,ARK,,23,13.0,8.0,251.0,8.5,13.2,0.641,0.0,0.0,8.5,13.2,0.641,1.1,1.7,0.667,2.4,6.5,8.9,0.7,1.0,1.6,3.4,5.6,18.1,2006
Alejandro Carmona,FTW,,22,7.0,0.0,84.0,3.4,11.1,0.308,0.0,0.0,3.4,11.1,0.308,0.4,0.9,0.5,2.6,2.1,4.7,1.3,0.9,0.0,2.1,4.7,7.3,2006
Brian Chase,ROA,24.0,3,2.0,126.0,4.0,12.0,0.333,2.3,7.1,0.32,1.7,4.9,0.353,0.9,1.1,0.75,0.0,3.4,3.4,5.1,0.9,0.0,2.0,2.0,11.1,2006
Jason Clark,ROA,,23,32.0,2.0,425.0,3.7,6.5,0.571,0.0,0.0,3.7,6.5,0.571,2.1,3.9,0.543,3.6,6.7,10.3,0.9,1.2,0.2,2.5,6.4,9.6,2006
Mateen Cleaves,FAY,28.0,11,8.0,360.0,7.1,14.5,0.49,1.7,3.7,0.459,5.4,10.8,0.5,4.7,6.3,0.746,0.4,2.9,3.3,7.6,1.6,0.1,2.7,4.2,20.6,2006
Anthony Coleman,ABQ,,23,4.0,0.0,33.0,3.3,8.7,0.375,0.0,1.1,0.0,3.3,7.6,0.429,0.0,0.0,3.3,4.4,7.6,2.2,0.0,1.1,0.0,6.5,6.5,2006
Will Conroy,TUL,23.0,47,26.0,1464.0,5.4,11.0,0.489,0.8,2.1,0.356,4.6,8.9,0.521,3.3,5.2,0.648,1.2,3.7,4.9,7.7,1.7,0.0,3.7,2.4,14.9,2006
T.J. Cummings,ABQ,,24,48.0,24.0,1194.0,7.4,13.9,0.53,0.0,0.0,7.4,13.9,0.53,3.6,4.2,0.855,3.8,5.5,9.3,1.4,0.5,0.6,1.6,4.5,18.3,2006
Vonteego Cummings,FTW,29.0,24,23.0,803.0,4.6,10.5,0.434,1.8,3.8,0.482,2.7,6.7,0.407,2.0,2.5,0.818,0.7,3.2,3.9,5.0,1.7,0.2,1.8,3.7,13.0,2006
Ramel Curry,AUS,25.0,44,43.0,1538.0,6.5,14.3,0.457,1.6,3.8,0.417,4.9,10.5,0.472,2.7,3.1,0.851,1.0,2.5,3.5,2.9,1.3,0.1,2.1,1.5,17.3,2006
Erik Daniels,FAY,23.0,46,42.0,1575.0,7.6,15.6,0.488,0.8,2.9,0.28,6.8,12.8,0.535,2.5,3.5,0.697,2.2,6.3,8.5,3.0,0.8,0.4,2.9,3.7,18.5,2006
Nate Daniels,ROA,22.0,16,0.0,181.0,4.0,12.7,0.313,2.2,8.0,0.275,1.8,4.8,0.375,1.4,1.8,0.778,1.0,2.8,3.8,2.4,0.6,0.4,1.6,6.0,11.5,2006
Kendall Dartez,FLO,,25,14.0,3.0,257.0,4.1,9.2,0.439,0.0,0.0,4.1,9.2,0.439,3.9,5.3,0.737,3.5,5.0,8.5,0.7,0.7,1.5,2.2,5.7,12.0,2006
Brandon Dean,ARK,26.0,19,15.0,497.0,5.4,10.1,0.532,1.9,3.5,0.531,3.5,6.5,0.533,2.0,2.7,0.757,0.5,2.8,3.3,3.6,1.6,0.2,2.0,3.8,14.6,2006
Kaniel Dickens,FAY,27.0,26,6.0,587.0,5.9,14.0,0.421,1.8,5.3,0.337,4.1,8.7,0.472,2.8,3.9,0.703,1.8,3.6,5.4,1.4,0.6,0.4,2.1,4.9,16.3,2006
Nigel Dixon,FAY,25.0,3,1.0,56.0,4.5,10.9,0.412,0.6,1.9,0.333,3.9,9.0,0.429,4.5,10.9,0.412,1.3,5.8,7.1,1.3,1.3,0.6,9.0,10.3,14.1,2006
Seth Doliboa,ROA,25.0,47,37.0,1293.0,4.6,10.7,0.43,0.9,2.8,0.33,3.7,7.9,0.465,3.0,3.8,0.781,1.2,3.8,5.0,2.3,1.3,0.8,1.9,3.2,13.1,2006
Majic Dorsey,FTW,24.0,7,1.0,100.0,5.4,14.0,0.385,0.4,2.2,0.167,5.0,11.9,0.424,3.6,4.7,0.769,2.5,2.2,4.7,2.5,1.4,0.4,2.5,3.6,14.8,2006
Marcus Douthit,ABQ,25.0,42,31.0,1206.0,5.2,9.9,0.526,0.0,0.0,0.0,5.2,9.9,0.527,3.0,4.2,0.709,2.7,6.3,9.0,1.4,1.6,1.3,3.2,4.1,13.4,2006
Robert Dryden,FAY,,27,8.0,5.0,101.0,3.9,10.0,0.393,0.0,0.0,3.9,10.0,0.393,1.8,2.9,0.625,2.5,3.2,5.7,1.8,0.0,1.1,2.9,7.8,9.6,2006
Ndudi Ebi,FTW,21.0,16,11.0,397.0,6.7,13.0,0.517,0.1,0.5,0.2,6.6,12.5,0.529,3.0,4.4,0.688,3.8,6.2,10.0,1.0,0.7,3.4,1.6,5.5,16.5,2006
Andre Emmett,AUS,23.0,47,18.0,1258.0,6.5,12.6,0.516,0.8,2.0,0.394,5.7,10.6,0.539,2.8,4.5,0.622,2.0,3.7,5.8,2.1,1.7,0.2,2.3,2.0,16.6,2006
Duane Erwin,TOT,23.0,30,23.0,797.0,3.9,8.7,0.453,0.0,0.1,0.0,3.9,8.6,0.458,2.6,3.2,0.803,3.0,7.3,10.3,1.7,0.5,1.3,2.3,5.8,10.4,2006
Duane Erwin,FLO,23.0,22,22.0,641.0,4.2,9.2,0.457,0.0,0.1,0.0,4.2,9.2,0.46,2.8,3.4,0.817,3.0,7.8,10.8,2.0,0.4,1.3,2.2,5.2,11.2,2006
Duane Erwin,FAY,23.0,8,1.0,156.0,2.8,6.5,0.429,0.0,0.2,0.0,2.8,6.2,0.444,1.8,2.5,0.727,3.0,5.3,8.3,0.7,0.7,1.4,3.0,8.1,7.4,2006
Olu Famutimi,ARK,21.0,47,13.0,775.0,5.7,11.1,0.513,0.1,0.5,0.182,5.6,10.5,0.529,3.5,4.6,0.75,2.0,3.9,5.9,1.7,1.7,0.4,2.5,3.7,14.9,2006
Desmon Farmer,TUL,24.0,48,30.0,1545.0,6.4,14.1,0.454,2.6,6.2,0.428,3.8,7.9,0.474,3.0,4.3,0.696,0.7,3.3,4.0,2.4,1.0,0.1,2.0,2.9,18.4,2006
D'or Fischer,ROA,,24,26.0,0.0,513.0,4.6,7.9,0.58,0.0,0.0,4.6,7.9,0.58,1.7,2.0,0.828,2.7,6.5,9.2,1.1,0.4,2.4,1.6,5.2,10.8,2006
Gerald Fitch,AUS,23.0,3,1.0,69.0,5.7,20.3,0.282,1.0,5.7,0.182,4.7,14.6,0.321,5.7,5.7,1.0,2.6,4.2,6.8,3.1,1.0,0.5,3.1,2.6,18.3,2006
Marcus Fizer,AUS,27.0,35,35.0,1210.0,8.5,16.6,0.513,0.5,1.6,0.321,8.0,15.0,0.534,6.2,8.3,0.742,2.1,6.0,8.1,3.5,0.9,0.5,2.8,3.6,23.7,2006
Sharrod Ford,FAY,24.0,15,8.0,411.0,6.4,12.2,0.525,0.0,0.3,0.0,6.4,11.9,0.537,4.3,6.6,0.653,2.9,8.1,11.0,1.4,0.9,1.8,3.9,5.3,17.1,2006
Brandon Freeman,ARK,23.0,4,0.0,48.0,9.0,16.5,0.545,1.5,3.0,0.5,7.5,13.5,0.556,4.5,5.2,0.857,1.5,6.8,8.2,2.3,1.5,0.0,1.5,5.2,24.0,2006
Kevin Frey,ABQ,,25,3.0,0.0,25.0,5.8,17.3,0.333,0.0,0.0,5.8,17.3,0.333,1.4,7.2,0.2,2.9,5.8,8.6,1.4,1.4,0.0,1.4,5.8,13.0,2006
Hiram Fuller,FLO,,24,24.0,20.0,711.0,5.5,12.4,0.445,0.0,0.0,5.5,12.4,0.445,3.6,5.3,0.676,3.4,7.6,11.0,1.5,0.7,1.1,3.6,4.3,14.6,2006
Anthony Fuqua,AUS,,22,24.0,0.0,162.0,1.6,4.0,0.389,0.0,0.0,1.6,4.0,0.389,4.7,7.6,0.618,3.6,4.2,7.8,0.4,0.4,1.1,2.7,5.3,7.8,2006
Otis George,TUL,,23,47.0,35.0,1187.0,5.5,10.8,0.513,0.0,0.0,5.5,10.8,0.513,3.7,5.4,0.684,3.5,5.4,8.9,1.1,1.1,0.5,2.1,5.4,14.7,2006
Andreas Glyniadakis,TOT,,24,38.0,22.0,899.0,5.9,11.0,0.535,0.0,0.0,5.9,11.0,0.535,4.6,5.6,0.816,2.8,4.8,7.6,0.6,0.5,1.9,3.0,6.2,16.4,2006
Andreas Glyniadakis,ROA,,24,15.0,10.0,275.0,4.7,10.2,0.462,0.0,0.0,4.7,10.2,0.462,5.5,6.7,0.824,2.6,4.8,7.5,1.0,0.0,2.1,2.6,6.9,14.9,2006
Andreas Glyniadakis,ABQ,,24,23.0,12.0,624.0,6.4,11.4,0.563,0.0,0.0,6.4,11.4,0.563,4.2,5.2,0.811,2.9,4.7,7.7,0.3,0.7,1.8,3.2,5.8,17.0,2006
Dainmon Gonner,FTW,,6,0.0,57.0,1.3,4.4,0.286,0.0,0.6,0.0,1.3,3.8,0.333,5.7,8.8,0.643,1.3,2.5,3.8,3.8,2.5,0.0,0.6,3.2,8.2,2006
Gerald Green,TOT,20.0,9,5.0,226.0,6.8,15.8,0.434,0.8,1.8,0.455,6.1,14.0,0.432,2.5,3.5,0.727,2.4,4.6,7.0,2.2,1.9,0.5,4.5,3.7,17.0,2006
Gerald Green,FLO,,20,1.0,0.0,15.0,7.2,14.4,0.5,0.0,0.0,7.2,14.4,0.5,0.0,4.8,0.0,0.0,2.4,2.4,0.0,2.4,2.4,4.8,0.0,14.4,2006
Gerald Green,FAY,20.0,8,5.0,211.0,6.8,15.9,0.43,0.9,1.9,0.455,6.0,14.0,0.427,2.7,3.4,0.8,2.6,4.8,7.3,2.4,1.9,0.3,4.4,3.9,17.2,2006
Quemont Greer,TUL,24.0,11,0.0,91.0,8.3,17.0,0.488,0.0,0.8,0.0,8.3,16.2,0.512,5.5,7.1,0.778,2.0,6.3,8.3,1.2,2.0,0.8,2.0,5.9,22.2,2006
Joshua Gross,FLO,22.0,6,0.0,87.0,6.2,11.6,0.536,1.2,2.1,0.6,5.0,9.5,0.522,4.1,5.8,0.714,0.4,3.3,3.7,0.8,1.7,0.8,2.1,3.7,17.8,2006
Anthony Grundy,ROA,26.0,44,43.0,1753.0,7.0,16.2,0.432,2.1,5.3,0.395,4.9,10.9,0.45,4.7,6.0,0.791,1.3,3.6,4.9,4.0,2.2,0.1,3.0,2.4,20.8,2006
Jeff Hagen,AUS,,23,44.0,3.0,637.0,2.9,6.8,0.43,0.0,0.0,2.9,6.8,0.43,2.1,2.8,0.74,3.7,4.6,8.4,1.8,0.9,1.5,2.4,6.5,8.0,2006
Tang Hamilton,TUL,27.0,5,3.0,129.0,6.4,14.0,0.46,0.6,0.6,1.0,5.9,13.4,0.438,2.2,2.8,0.8,3.1,7.0,10.0,1.4,0.3,0.3,2.2,2.8,15.6,2006
Cliff Hawkins,FAY,24.0,14,9.0,387.0,4.7,11.1,0.429,0.5,2.0,0.238,4.3,9.1,0.469,2.4,3.9,0.619,1.3,1.5,2.8,7.9,2.6,0.1,4.1,5.4,12.4,2006
Chuck Hayes,ABQ,,22,15.0,13.0,483.0,4.8,8.9,0.542,0.0,0.0,4.8,8.9,0.542,2.4,3.5,0.681,4.2,8.5,12.7,2.7,1.6,0.8,2.9,4.0,12.1,2006
Marcus Hill,TUL,27.0,15,0.0,179.0,3.6,11.1,0.327,0.6,3.0,0.2,3.0,8.0,0.375,1.2,1.4,0.857,1.4,4.0,5.4,2.8,0.8,0.6,1.4,4.6,9.1,2006
Julius Hodge,AUS,22.0,11,4.0,331.0,7.2,14.6,0.493,0.5,1.2,0.455,6.6,13.4,0.496,6.3,8.5,0.744,1.8,4.8,6.6,3.3,1.0,0.4,4.1,3.7,21.2,2006
Carlos Hurt,FAY,22.0,11,10.0,346.0,2.8,10.6,0.265,1.8,5.5,0.321,1.0,5.1,0.204,2.0,2.2,0.905,0.7,4.1,4.8,5.0,0.6,0.1,1.8,2.6,9.4,2006
Ersan Ilyasova,TUL,18.0,46,19.0,1297.0,6.1,14.9,0.407,1.9,5.4,0.349,4.2,9.5,0.44,1.9,2.7,0.707,1.7,7.3,9.0,1.3,0.9,1.1,2.5,4.2,15.9,2006
Brian Jackson,ARK,25.0,47,46.0,1402.0,5.8,11.4,0.503,0.0,0.1,0.2,5.7,11.3,0.507,3.6,4.6,0.789,1.9,5.2,7.1,1.6,1.1,1.1,2.3,5.1,15.2,2006
Amir Johnson,FAY,18.0,18,12.0,508.0,8.4,12.6,0.669,0.1,0.1,1.0,8.4,12.5,0.667,5.0,6.9,0.722,3.8,5.2,9.1,1.5,1.1,1.9,3.0,4.7,21.9,2006
Justin Johnson,FAY,22.0,6,1.0,98.0,2.2,9.2,0.24,0.4,2.9,0.125,1.8,6.2,0.294,0.7,0.7,1.0,0.0,1.5,1.5,4.8,1.1,0.0,3.3,5.1,5.5,2006
Ken Johnson,ABQ,,27,26.0,16.0,801.0,4.8,9.2,0.517,0.0,0.0,4.8,9.2,0.517,2.8,3.3,0.849,2.0,5.2,7.2,0.8,0.1,2.7,2.2,3.8,12.3,2006
Kevin Johnson,FAY,25.0,38,15.0,843.0,6.0,12.2,0.491,0.9,2.5,0.379,5.0,9.7,0.52,3.5,5.6,0.614,1.8,3.6,5.4,1.7,1.0,0.1,2.8,4.1,16.4,2006
Shawnson Johnson,TUL,,25,25.0,6.0,441.0,5.5,8.5,0.644,0.0,0.0,5.5,8.5,0.644,3.6,6.3,0.571,3.2,4.7,7.8,2.4,0.4,1.3,4.2,6.4,14.5,2006
Shawnson Johnson,TOT,,25,47.0,11.0,882.0,5.5,8.9,0.622,0.0,0.0,5.5,8.9,0.622,3.3,6.5,0.516,3.3,5.0,8.3,1.8,0.6,1.1,4.1,5.8,14.4,2006
Shawnson Johnson,ARK,,25,22.0,5.0,441.0,5.6,9.2,0.602,0.0,0.0,5.6,9.2,0.602,3.1,6.7,0.463,3.3,5.4,8.7,1.2,0.8,0.9,4.0,5.1,14.2,2006
Dwayne Jones,FLO,22.0,26,25.0,808.0,3.4,7.3,0.466,0.0,0.0,0.0,3.4,7.2,0.469,3.6,5.5,0.645,5.3,8.3,13.5,1.4,0.4,2.3,2.3,3.7,10.3,2006
Torrian Jones,FLO,23.0,15,0.0,217.0,4.5,10.5,0.429,0.3,2.2,0.154,4.1,8.3,0.5,6.1,7.1,0.86,1.0,2.2,3.2,2.7,1.7,0.2,2.5,4.0,15.4,2006
Mark Karcher,FAY,27.0,10,1.0,238.0,5.7,15.4,0.373,2.0,3.9,0.5,3.8,11.5,0.329,1.8,2.7,0.667,2.1,3.8,5.9,2.7,1.1,0.0,3.5,3.5,15.3,2006
Bernard King,TUL,24.0,34,22.0,1062.0,5.6,11.7,0.48,0.6,2.4,0.257,5.0,9.4,0.536,3.5,4.3,0.81,1.5,2.9,4.4,5.2,1.0,0.2,3.2,4.4,15.3,2006
