Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS
J. Butler | M. Carter-Williams | T. Gibson | R. Lopez | D. Wade,CHI,2016-17,8,96.0,187,182,92.2,+1,+27,-.062,-4,-10,-.019,-0.080,-10,-10,-.062,-12
R. Felton | D. Jordan | L. Mbah a Moute | J. Redick | A. Rivers,LAC,2016-17,13,95.7,187,188,94.1,-4,-16,+.023,+5,+5,+.069,+.043,+2,+9,-.144,-1
A. Bradley | J. Crowder | A. Horford | A. Johnson | M. Smart,BOS,2016-17,18,95.3,187,190,94.9,+4,-8,+.049,+3,-12,+.156,+.062,+1,+4,-.051,+12
G. Dragic | W. Ellington | R. McGruder | J. McRoberts | H. Whiteside,MIA,2016-17,10,95.1,178,177,89.6,-6,-3,-.026,+9,+15,+.082,.000,-2,-4,+.035,-5
N. Batum | M. Belinelli | F. Kaminsky | K. Walker | C. Zeller,CHO,2016-17,31,94.3,198,181,96.4,+16,+9,+.067,+7,+10,+.040,+.084,+8,+2,+.169,+47
L. Aldridge | D. Green | D. Lee | K. Leonard | T. Parker,SAS,2016-17,27,93.4,182,180,93.0,-2,-4,-.001,-5,-15,+.013,-0.016,+19,+17,+.120,+10
J. Crawford | B. Griffin | D. Jordan | C. Paul | A. Rivers,LAC,2016-17,35,93.0,190,177,94.7,0,+1,-.003,+5,+7,+.046,+.012,+11,+21,-.080,+16
J. Butler | T. Gibson | R. Lopez | D. McDermott | R. Rondo,CHI,2016-17,23,92.9,186,181,94.8,-9,+2,-.059,-11,-7,-.253,-0.092,+11,+12,+.052,-18
C. Anthony | W. Hernangomez | C. Lee | D. Rose | L. Thomas,NYK,2016-17,15,92.5,182,178,93.4,+1,+2,.000,-6,-17,-.006,-0.019,-5,-8,+.038,-9
G. Dragic | J. Johnson | T. Johnson | J. Richardson | H. Whiteside,MIA,2016-17,24,92.0,193,189,99.7,+18,+15,+.070,+7,-8,+.206,+.087,+5,+5,+.021,+48
P. Beverley | C. Brewer | S. Dekker | E. Gordon | M. Harrell,HOU,2016-17,20,91.8,170,171,89.2,+10,+21,+.004,+11,+28,+.025,+.030,-14,-8,-.242,+17
B. Diaw | D. Exum | R. Gobert | G. Hayward | J. Ingles,UTA,2016-17,26,90.6,178,175,93.5,-13,-39,+.038,0,-5,+.050,+.054,+10,+13,+.003,-16
S. Adams | E. Kanter | V. Oladipo | A. Roberson | R. Westbrook,OKC,2016-17,26,90.5,186,180,97.1,+5,+10,+.004,-4,-9,-.025,-0.011,+2,-4,+.092,+8
D. DeRozan | C. Joseph | L. Nogueira | P. Patterson | T. Ross,TOR,2016-17,22,90.5,193,197,103.4,-10,-12,-.028,-9,-34,+.047,-0.050,+20,+23,+.018,-9
M. Barnes | D. Collison | D. Cousins | K. Koufos | B. McLemore,SAC,2016-17,13,90.4,167,165,88.1,-13,+3,-.092,-9,-16,-.042,-0.122,-5,-4,-.080,-40
M. Conley | J. Ennis | M. Gasol | J. Green | C. Parsons,MEM,2016-17,14,89.8,170,167,90.0,-2,+6,-.032,-5,-1,-.102,-0.050,+3,-3,+.157,-6
G. Antetokounmpo | M. Beasley | M. Brogdon | G. Monroe | J. Terry,MIL,2016-17,19,89.6,174,172,92.7,+9,+6,+.043,+5,-13,+.246,+.059,-1,0,-.022,+22
R. Gobert | G. Hayward | J. Ingles | J. Johnson | S. Mack,UTA,2016-17,21,88.3,168,165,90.6,+21,-7,+.179,+15,+11,+.202,+.238,-10,+2,-.207,+47
K. Faried | D. Gallinari | G. Harris | N. Jokic | J. Nelson,DEN,2016-17,10,88.2,175,181,96.9,+4,+12,-.012,+1,+10,-.060,-0.013,+10,+12,-.006,+19
P. Beverley | C. Capela | S. Dekker | E. Gordon | L. Williams,HOU,2016-17,18,88.1,187,187,101.9,-6,-17,+.006,+11,+14,+.098,+.043,+34,+42,+.006,+33
A. Afflalo | D. Collison | D. Cousins | K. Koufos | B. McLemore,SAC,2016-17,7,88.1,176,175,95.6,-16,-6,-.087,-2,+9,-.115,-0.091,+2,-4,+.157,-32
B. Diaw | R. Gobert | G. Hayward | G. Hill | J. Ingles,UTA,2016-17,26,87.7,159,163,88.1,-1,-6,+.013,-4,+2,-.115,+.002,+9,+17,-.098,+3
N. Batum | M. Belinelli | R. Hibbert | F. Kaminsky | R. Sessions,CHO,2016-17,21,87.5,182,187,101.2,-13,-28,-.002,-8,-14,-.032,-0.014,+27,+30,+.103,-7
A. Aminu | A. Crabbe | M. Harkless | C. McCollum | M. Plumlee,POR,2016-17,6,87.3,176,171,95.4,-1,-6,+.011,-2,-10,+.044,+.006,+14,+18,-.006,+10
L. Babbitt | G. Dragic | D. Waiters | H. Whiteside | J. Winslow,MIA,2016-17,7,87.2,166,165,91.1,+4,-5,+.040,+10,+15,+.074,+.074,-5,+3,-.256,+13
D. DeRozan | S. Ibaka | C. Joseph | P. Tucker | J. Valanciunas,TOR,2016-17,14,87.1,178,174,97.0,+5,+9,+.004,+3,+7,+.017,+.011,0,0,.000,+13
G. Antetokounmpo | M. Brogdon | K. Middleton | G. Monroe | T. Snell,MIL,2016-17,21,86.2,173,173,96.3,+8,+15,+.005,-3,-12,+.031,-0.010,-8,-10,-.017,+5
L. Aldridge | P. Gasol | D. Green | K. Leonard | P. Mills,SAS,2016-17,33,86.2,163,167,91.8,+4,+5,+.013,+8,+14,+.060,+.039,+16,+16,+.060,+32
B. Bogdanovic | B. Jennings | I. Mahinmi | K. Oubre | J. Smith,WAS,2016-17,13,85.7,182,179,101.2,+12,-2,+.081,+7,+14,+.048,+.103,+15,+14,+.135,+46
P. Beverley | C. Brewer | C. Capela | S. Dekker | E. Gordon,HOU,2016-17,22,85.4,161,163,91.1,-6,-6,-.022,+3,+16,-.062,-0.009,-10,-7,-.138,-19
G. Antetokounmpo | M. Brogdon | G. Monroe | M. Teletovic | J. Terry,MIL,2016-17,21,85.1,162,166,92.5,+21,-3,+.158,+8,+2,+.159,+.187,+12,+5,+.253,+62
M. Barnes | I. Clark | A. Iguodala | K. Thompson | D. West,GSW,2016-17,12,84.8,154,155,87.4,+6,-27,+.124,+7,+9,+.087,+.157,-12,-12,-.102,+7
B. Biyombo | E. Fournier | A. Gordon | S. Ibaka | E. Payton,ORL,2016-17,23,84.5,159,163,91.5,-1,0,-.007,0,-11,+.091,-0.007,+1,+11,-.177,-1
L. Aldridge | M. Ginobili | D. Lee | K. Leonard | P. Mills,SAS,2016-17,33,84.2,168,179,98.9,-11,+2,-.077,+2,+11,-.071,-0.071,+1,+1,+.005,-19
C. Anthony | C. Lee | K. O'Quinn | K. Porzingis | D. Rose,NYK,2016-17,19,84.0,166,157,92.3,+5,+17,-.021,-6,-5,-.114,-0.045,-5,-11,+.120,-1
J. Clarkson | B. Ingram | J. Randle | D. Russell | I. Zubac,LAL,2016-17,9,83.2,175,173,100.4,-10,-6,-.044,+1,+10,-.076,-0.039,-4,-9,+.079,-23
A. Gordon | S. Ibaka | J. Meeks | E. Payton | N. Vucevic,ORL,2016-17,10,83.2,175,171,99.9,+6,+6,+.019,+8,+14,+.062,+.044,-10,-17,+.066,+10
R. Covington | J. Embiid | G. Henderson | S. Rodriguez | D. Saric,PHI,2016-17,12,82.7,170,160,95.7,+4,+3,+.020,+3,+4,+.041,+.029,+17,+14,+.196,+28
A. Bradley | J. Crowder | A. Horford | K. Olynyk | I. Thomas,BOS,2016-17,21,82.2,172,169,99.6,+5,-8,+.055,+12,+18,+.097,+.097,+5,+3,+.076,+27
A. Bradley | A. Johnson | K. Olynyk | M. Smart | I. Thomas,BOS,2016-17,13,82.0,168,172,99.5,-11,-18,-.021,-2,+6,-.089,-0.020,+5,+3,+.076,-19
K. Caldwell-Pope | A. Drummond | T. Harris | R. Jackson | J. Leuer,DET,2016-17,18,81.9,169,168,98.7,+10,0,+.070,0,+2,-.019,+.070,-1,+5,-.120,+19
O. Casspi | K. Dunn | T. Jones | S. Muhammad | K. Towns,MIN,2016-17,12,81.8,158,160,93.3,-14,+15,-.162,-10,-2,-.292,-0.205,+7,+13,-.086,-31
A. Aminu | D. Lillard | C. McCollum | M. Plumlee | E. Turner,POR,2016-17,20,81.8,162,162,95.0,+9,-7,+.084,-2,-10,+.020,+.080,+14,+9,+.152,+30
A. Abrines | S. Christon | J. Grant | E. Kanter | J. Lauvergne,OKC,2016-17,13,81.7,152,155,90.2,-8,-12,-.013,-4,+4,-.149,-0.023,-9,0,-.257,-29
D. Jordan | L. Mbah a Moute | C. Paul | J. Redick | A. Rivers,LAC,2016-17,7,81.6,166,171,99.1,+4,+2,+.020,+5,+10,+.037,+.036,+7,+10,-.011,+20
N. Bjelica | K. Dunn | T. Jones | S. Muhammad | K. Towns,MIN,2016-17,12,81.5,152,155,90.4,+6,+5,+.025,-3,-7,-.024,+.014,-12,-19,+.070,-3
D. Cousins | A. Davis | S. Hill | J. Holiday | H. Thompson,NOP,2016-17,7,81.4,161,161,95.0,+1,+10,-.019,+4,+4,+.059,-0.009,+8,+10,+.058,+14
J. Butler | J. Grant | R. Lopez | B. Portis | D. Wade,CHI,2016-17,9,81.4,159,163,94.9,-5,-1,-.030,-2,-21,+.153,-0.036,-1,0,-.043,-13
R. Covington | E. Ilyasova | T. McConnell | J. Okafor | N. Stauskas,PHI,2016-17,17,81.1,164,163,96.8,-15,-12,-.064,+9,+20,+.071,-0.030,-1,+4,-.119,-22
A. Aminu | A. Crabbe | M. Leonard | C. McCollum | S. Napier,POR,2016-17,10,81.1,152,157,91.4,-6,-1,-.042,+10,+23,-.022,-0.003,+7,-4,+.363,+5
A. Ajinca | A. Davis | B. Hield | S. Hill | J. Holiday,NOP,2016-17,7,81.1,162,161,95.6,-2,-10,+.019,-4,-17,+.075,+.009,+10,+11,+.030,+2
L. Allen | M. Ellis | P. George | J. Teague | M. Turner,IND,2016-17,28,81.0,152,161,92.7,+15,+9,+.077,-2,-10,+.041,+.066,+1,+6,-.091,+29
K. Caldwell-Pope | A. Drummond | T. Harris | S. Johnson | I. Smith,DET,2016-17,32,80.6,157,161,94.7,-1,+16,-.056,-6,-1,-.130,-0.083,-1,+3,-.070,-9
N. Batum | M. Belinelli | F. Kaminsky | K. Walker | M. Williams,CHO,2016-17,24,80.2,171,161,99.3,+4,+29,-.067,+7,+21,+.002,-0.056,+7,+8,+.002,+22
S. Curry | D. Green | A. Iguodala | J. McGee | K. Thompson,GSW,2016-17,38,79.6,170,181,105.8,+2,-13,+.058,+6,-1,+.139,+.083,+3,-3,+.109,+13
D. Cousins | A. Davis | S. Hill | J. Holiday | E. Moore,NOP,2016-17,15,79.4,159,163,97.4,+4,-7,+.053,-2,-4,-.014,+.049,+23,+18,+.203,+29
M. Belinelli | S. Hawes | F. Kaminsky | M. Kidd-Gilchrist | R. Sessions,CHO,2016-17,12,79.1,160,158,96.4,+4,+2,+.022,-9,-17,-.064,-0.011,-6,-1,-.170,-7
W. Barton | W. Chandler | G. Harris | N. Jokic | J. Nelson,DEN,2016-17,18,78.9,160,160,97.4,0,+15,-.058,+14,+15,+.177,-0.015,-1,0,-.038,+13
D. Collison | D. Cousins | R. Gay | G. Temple | A. Tolliver,SAC,2016-17,6,78.6,161,158,97.4,-11,0,-.082,-4,-9,+.006,-0.097,+4,0,+.125,-22
D. Favors | R. Gobert | G. Hayward | R. Hood | S. Mack,UTA,2016-17,12,78.1,141,141,86.7,+4,-7,+.054,-3,-6,-.005,+.046,-5,-7,+.016,0
A. Crabbe | M. Harkless | D. Lillard | M. Plumlee | E. Turner,POR,2016-17,28,77.7,150,156,94.5,+4,-19,+.095,0,-3,+.024,+.101,-8,-2,-.153,0
J. Clarkson | B. Ingram | J. Randle | D. Russell | N. Young,LAL,2016-17,15,77.3,160,161,99.7,-8,+11,-.106,+3,+13,-.043,-0.101,-4,-1,-.053,-17
T. Burke | M. Morris | K. Oubre | T. Satoransky | J. Smith,WAS,2016-17,15,77.3,151,151,93.8,+14,-18,+.164,-7,-28,+.054,+.143,-6,-8,+.042,+15
K. Bazemore | D. Howard | K. Korver | M. Muscala | D. Schroder,ATL,2016-17,19,77.0,157,161,99.2,+3,-15,+.072,-5,-7,-.072,+.059,-4,+1,-.152,-3
A. Aminu | A. Crabbe | M. Leonard | C. McCollum | E. Turner,POR,2016-17,19,76.4,153,156,97.0,-4,-16,+.023,+3,+11,-.030,+.042,-16,-19,-.087,-21
G. Dragic | J. Johnson | R. McGruder | J. Richardson | H. Whiteside,MIA,2016-17,13,76.1,150,150,94.7,-2,-10,+.018,+1,-11,+.121,+.026,0,+7,-.175,-3
G. Dragic | J. Johnson | T. Johnson | D. Waiters | H. Whiteside,MIA,2016-17,22,75.8,161,159,101.3,0,+5,-.015,-4,-3,-.054,-0.031,-4,-4,-.017,-8
D. Augustin | E. Fournier | A. Gordon | S. Ibaka | N. Vucevic,ORL,2016-17,24,75.5,147,152,95.1,+19,+10,+.104,+10,+5,+.186,+.136,-10,-12,-.036,+38
V. Carter | M. Conley | J. Ennis | M. Gasol | J. Green,MEM,2016-17,25,74.8,130,139,86.3,+8,-8,+.106,+4,+3,+.064,+.130,+7,-1,+.172,+27
G. Antetokounmpo | M. Dellavedova | K. Middleton | G. Monroe | T. Snell,MIL,2016-17,23,74.5,145,148,94.5,-4,+3,-.046,+1,0,+.026,-0.043,-3,-5,+.034,-10
A. Abrines | S. Adams | E. Kanter | A. Roberson | R. Westbrook,OKC,2016-17,30,74.1,163,157,103.6,+16,+3,+.103,+1,+7,-.051,+.105,+19,+28,-.107,+52
B. Diaw | R. Gobert | G. Hayward | J. Ingles | S. Mack,UTA,2016-17,19,73.7,134,135,87.6,-5,-19,+.040,-4,-2,-.092,+.033,+20,+21,+.104,+6
D. Dedmon | M. Ginobili | D. Lee | P. Mills | J. Simmons,SAS,2016-17,25,73.2,147,158,100.0,+20,-7,+.177,+10,-3,+.282,+.219,-9,-14,+.053,+41
L. Barbosa | J. Dudley | D. Jones | T. Ulis | A. Williams,PHO,2016-17,10,73.0,147,144,95.6,+16,+17,+.070,-3,-1,-.092,+.054,-11,-16,+.053,+18
A. Aminu | M. Harkless | D. Lillard | C. McCollum | J. Nurkic,POR,2016-17,16,72.3,149,153,100.2,-6,-20,+.024,-2,-11,+.066,+.026,+17,+20,+.018,+3
C. Frye | K. Irving | L. James | K. Love | J. Smith,CLE,2016-17,10,71.7,146,142,96.4,+19,+15,+.091,+8,+22,+.007,+.112,+3,0,+.143,+49
G. Dragic | J. Johnson | T. Johnson | R. McGruder | H. Whiteside,MIA,2016-17,26,71.6,138,141,93.6,-9,+7,-.097,-9,+1,-.279,-0.136,+8,+12,-.021,-19
M. Dellavedova | K. Middleton | G. Monroe | M. Teletovic | J. Terry,MIL,2016-17,18,71.5,138,139,93.0,+13,+23,+.024,-2,-2,-.029,+.004,-5,-6,-.023,+19
C. Anthony | C. Lee | J. Noah | D. Rose | L. Thomas,NYK,2016-17,11,71.5,137,138,92.3,+16,+9,+.091,-5,-16,+.022,+.069,-5,-7,+.007,+22
A. Afflalo | D. Collison | D. Cousins | R. Gay | K. Koufos,SAC,2016-17,8,71.0,135,141,93.3,-5,-11,+.001,-2,-8,+.048,-0.002,+8,+7,+.110,-4
T. Allen | V. Carter | M. Conley | M. Gasol | Z. Randolph,MEM,2016-17,24,70.9,136,131,90.4,+15,+26,+.032,-6,-1,-.133,-0.006,-8,-10,+.003,+16
P. Gasol | M. Ginobili | D. Lee | K. Leonard | P. Mills,SAS,2016-17,27,70.9,144,148,98.8,0,+9,-.033,-2,+8,-.125,-0.046,+9,+8,+.088,+7
W. Barton | W. Chandler | D. Gallinari | E. Mudiay | J. Nurkic,DEN,2016-17,12,70.6,144,142,97.2,-8,-9,-.031,-9,-13,-.128,-0.062,+6,+14,-.130,-19
A. Aminu | A. Crabbe | D. Lillard | C. McCollum | M. Plumlee,POR,2016-17,15,70.5,136,140,93.9,-8,-2,-.057,-2,-2,-.039,-0.065,0,+5,-.137,-18
R. Covington | E. Ilyasova | T. McConnell | N. Noel | N. Stauskas,PHI,2016-17,20,70.4,146,140,97.6,+4,+6,+.010,-3,+14,-.248,-0.004,-10,-10,-.120,-5
T. Ariza | S. Dekker | E. Gordon | J. Harden | M. Harrell,HOU,2016-17,26,70.2,149,143,99.8,-6,-25,+.041,-2,+6,-.079,+.046,+27,+29,+.031,+13
N. Bjelica | G. Dieng | K. Dunn | Z. LaVine | S. Muhammad,MIN,2016-17,25,70.2,133,136,91.9,+7,+16,+.002,+6,+5,+.124,+.022,-5,-9,+.064,+15
P. Connaughton | J. Layman | M. Leonard | S. Napier | N. Vonleh,POR,2016-17,15,69.9,141,133,94.1,+2,-5,+.035,+13,+17,+.157,+.093,+8,+6,+.099,+25
D. DeRozan | K. Lowry | N. Powell | P. Siakam | J. Valanciunas,TOR,2016-17,9,69.6,139,142,96.9,-5,-7,-.012,-2,-10,+.103,-0.017,+4,+5,+.034,-8
M. Belinelli | F. Kaminsky | J. Lamb | B. Weber | M. Williams,CHO,2016-17,9,69.4,131,126,88.9,-9,+8,-.111,-1,-2,-.006,-0.120,+5,+7,-.025,-14
H. Barnes | A. Bogut | D. Finney-Smith | W. Matthews | D. Williams,DAL,2016-17,11,69.0,123,120,84.5,+12,+6,+.082,+14,+31,+.010,+.140,-17,-22,+.088,+21
W. Chandler | D. Gallinari | G. Harris | N. Jokic | J. Murray,DEN,2016-17,10,69.0,141,137,96.7,+7,-5,+.076,+9,+19,+.078,+.115,+8,+8,+.034,+31
J. Clarkson | L. Deng | B. Ingram | L. Nance Jr. | L. Williams,LAL,2016-17,18,68.8,139,145,99.0,+1,-19,+.091,-2,-17,+.169,+.094,+22,+16,+.212,+22
C. Anthony | C. Lee | K. O'Quinn | D. Rose | L. Thomas,NYK,2016-17,23,68.7,132,138,94.4,-7,+2,-.063,-4,-9,-.053,-0.079,-5,-8,+.038,-23
P. Patterson | J. Poeltl | N. Powell | P. Tucker | D. Wright,TOR,2016-17,15,68.3,128,125,89.0,-8,+21,-.156,+1,+9,-.069,-0.162,+1,+14,-.264,-14
G. Dragic | W. Ellington | J. Johnson | T. Johnson | H. Whiteside,MIA,2016-17,26,67.7,140,141,99.6,+6,+1,+.049,+1,-2,+.037,+.053,-18,-14,-.165,-5
J. Johnson | T. Johnson | R. McGruder | D. Waiters | H. Whiteside,MIA,2016-17,24,67.5,132,128,92.4,+1,-10,+.051,-4,0,-.121,+.037,-6,-4,-.093,-8
M. Belinelli | F. Kaminsky | M. Kidd-Gilchrist | K. Walker | C. Zeller,CHO,2016-17,23,67.2,132,121,90.4,+7,-3,+.072,-2,-11,+.017,+.065,+14,+15,+.058,+26
R. Covington | G. Henderson | E. Ilyasova | T. McConnell | N. Noel,PHI,2016-17,21,66.7,146,145,104.7,+5,+7,+.015,+5,+4,+.102,+.032,-7,-9,+.009,+8
T. Ariza | E. Gordon | J. Harden | N. Hilario | L. Williams,HOU,2016-17,16,66.6,154,146,108.1,+11,+10,+.050,+8,+6,+.116,+.076,+3,+2,+.030,+33
M. Barnes | W. Cauley-Stein | T. Lawson | M. Richardson | A. Tolliver,SAC,2016-17,11,66.0,133,134,97.1,+6,0,+.053,-6,-21,+.025,+.027,0,-5,+.140,+6
C. Felicio | J. Grant | D. McDermott | N. Mirotic | D. Wade,CHI,2016-17,10,65.9,130,123,92.2,-1,+11,-.047,+6,+2,+.147,-0.028,-4,-2,-.081,0
B. Bogdanovic | S. Dinwiddie | R. Foye | R. Hollis-Jefferson | B. Lopez,BRK,2016-17,9,65.4,135,139,100.6,-4,-18,+.037,+3,+1,+.074,+.058,+9,+10,+.050,+4
J. Barea | D. Finney-Smith | D. Harris | D. Nowitzki | D. Powell,DAL,2016-17,14,65.2,129,123,92.8,+13,+9,+.077,+2,-6,+.103,+.080,+6,+3,+.131,+34
R. Covington | G. Henderson | T. McConnell | J. Okafor | D. Saric,PHI,2016-17,17,65.0,133,132,97.9,-16,+4,-.151,+5,+14,+.036,-0.131,+1,+6,-.101,-26
A. Baynes | T. Harris | S. Johnson | M. Morris | I. Smith,DET,2016-17,20,65.0,132,132,97.6,+5,+16,-.019,-3,-5,-.048,-0.038,+6,+8,-.002,+13
G. Antetokounmpo | M. Brogdon | G. Monroe | J. Parker | T. Snell,MIL,2016-17,26,64.4,126,128,94.7,+3,-2,+.038,-2,-15,+.093,+.029,+4,+9,-.066,+8
V. Carter | J. Ennis | M. Gasol | A. Harrison | Z. Randolph,MEM,2016-17,25,64.3,118,123,89.9,-2,-2,-.011,0,+1,-.011,-0.010,+8,+11,-.046,+4
C. Frye | K. Irving | L. James | R. Jefferson | I. Shumpert,CLE,2016-17,17,64.1,122,122,91.4,+11,+3,+.082,0,+1,-.010,+.080,+3,+4,.000,+25
D. Carroll | K. Lowry | P. Patterson | N. Powell | J. Valanciunas,TOR,2016-17,8,64.1,123,125,92.9,+10,+1,+.086,-3,-4,-.031,+.072,+9,+5,+.265,+26
R. Gobert | G. Hayward | G. Hill | R. Hood | J. Johnson,UTA,2016-17,13,63.6,123,117,90.5,+11,-14,+.167,+6,+6,+.099,+.205,+6,+8,-.012,+34
N. Batum | S. Hawes | M. Kidd-Gilchrist | K. Walker | M. Williams,CHO,2016-17,14,63.5,124,128,95.3,-23,-14,-.150,-6,+7,-.193,-0.169,-3,+2,-.152,-55
Q. Acy | T. Booker | S. Dinwiddie | S. Kilpatrick | I. Whitehead,BRK,2016-17,8,63.5,131,126,97.1,-1,-12,+.045,+8,+6,+.154,+.092,+13,+8,+.169,+19
A. Crabbe | E. Davis | M. Harkless | C. McCollum | E. Turner,POR,2016-17,15,63.4,125,131,97.0,+7,-18,+.138,-3,-7,-.029,+.131,+2,-4,+.149,+13
J. Crawford | B. Griffin | D. Jordan | L. Mbah a Moute | C. Paul,LAC,2016-17,29,63.1,115,121,89.8,+16,-14,+.221,+6,-15,+.364,+.256,-2,-3,+.004,+36
M. Harkless | D. Lillard | C. McCollum | M. Plumlee | N. Vonleh,POR,2016-17,9,63.1,121,120,91.7,-7,+9,-.100,-14,-9,-.311,-0.166,-6,-5,-.122,-34
W. Barton | K. Faried | D. Gallinari | E. Mudiay | J. Nurkic,DEN,2016-17,9,63.0,127,125,95.9,-17,0,-.145,-9,-11,-.223,-0.184,-1,+5,-.212,-44
B. Biyombo | J. Green | J. Meeks | E. Payton | N. Vucevic,ORL,2016-17,7,62.8,118,119,90.6,-1,-6,+.017,-7,-28,+.156,-0.011,+4,+10,-.115,-5
B. Ingram | T. Mozgov | J. Randle | D. Russell | N. Young,LAL,2016-17,18,62.5,125,126,96.5,-16,-3,-.136,-7,-1,-.174,-0.166,-1,+2,-.075,-40
T. Booker | J. Hamilton | J. Harris | S. Kilpatrick | I. Whitehead,BRK,2016-17,14,62.3,123,124,95.2,-3,-8,+.005,+9,+11,+.137,+.051,-3,0,-.107,0
D. Carroll | D. DeRozan | K. Lowry | N. Powell | J. Valanciunas,TOR,2016-17,13,61.9,120,121,93.4,-10,-14,-.028,-3,-10,+.045,-0.034,+9,+10,+.056,-14
P. George | G. Robinson | K. Seraphin | J. Teague | M. Turner,IND,2016-17,14,61.9,116,114,89.1,-3,-18,+.056,-4,-13,+.054,+.051,+4,+6,-.029,-6
N. Bjelica | Z. LaVine | R. Rubio | K. Towns | A. Wiggins,MIN,2016-17,16,61.8,124,119,94.4,-2,-4,-.001,+2,-2,+.073,+.010,+2,-3,+.093,0
R. Covington | G. Henderson | E. Ilyasova | J. Okafor | S. Rodriguez,PHI,2016-17,18,61.5,122,120,94.4,-11,+11,-.143,-5,+13,-.306,-0.172,0,+2,-.078,-27
M. Gortat | M. Morris | O. Porter | M. Thornton | J. Wall,WAS,2016-17,13,61.5,125,118,94.8,-3,+12,-.071,-13,-17,-.167,-0.133,+15,+18,+.047,-4
G. Antetokounmpo | M. Dellavedova | G. Monroe | T. Snell | J. Terry,MIL,2016-17,17,61.2,120,116,92.6,-4,-13,+.016,-2,-5,-.028,+.010,+19,+25,+.023,+9
N. Batum | M. Belinelli | S. Hawes | F. Kaminsky | R. Sessions,CHO,2016-17,17,61.1,125,128,99.4,-5,-19,+.037,0,-16,+.134,+.048,+10,+7,+.179,0
D. Augustin | B. Biyombo | A. Gordon | S. Ibaka | J. Meeks,ORL,2016-17,6,60.7,112,114,89.4,-2,+4,-.039,+5,+16,-.042,-0.017,-4,+1,-.313,-3
R. Covington | R. Holmes | T. Luwawu-Cabarrot | T. McConnell | D. Saric,PHI,2016-17,10,60.6,130,129,102.6,0,-8,+.032,-6,+2,-.207,+.008,+5,+1,+.178,-1
A. Aminu | A. Crabbe | M. Leonard | D. Lillard | E. Turner,POR,2016-17,23,60.3,128,123,99.9,+13,+12,+.073,+15,+28,+.122,+.136,-12,-14,-.006,+29
G. Antetokounmpo | M. Dellavedova | G. Monroe | J. Parker | T. Snell,MIL,2016-17,24,60.2,124,118,96.5,+3,-1,+.037,-8,-17,-.029,-0.005,-17,-13,-.158,-19
A. Aminu | A. Crabbe | M. Harkless | D. Lillard | J. Nurkic,POR,2016-17,16,59.4,120,125,99.0,-14,-18,-.045,-1,-4,+.019,-0.038,+12,+19,-.033,-17
M. Delaney | T. Hardaway | P. Millsap | M. Muscala | T. Sefolosha,ATL,2016-17,18,58.6,118,119,97.1,+7,+4,+.052,+7,+4,+.170,+.086,+5,+9,-.076,+26
A. Baynes | K. Caldwell-Pope | J. Leuer | M. Morris | I. Smith,DET,2016-17,30,58.5,119,120,98.1,+14,+6,+.098,+1,+4,-.016,+.100,-9,-7,-.189,+20
A. Baynes | K. Caldwell-Pope | T. Harris | J. Leuer | I. Smith,DET,2016-17,32,58.4,118,126,100.3,+13,-2,+.138,-1,-9,+.069,+.134,-9,-16,+.083,+16
B. Biyombo | J. Green | E. Payton | N. Vucevic | C. Watson,ORL,2016-17,9,58.3,110,112,91.4,+6,0,+.057,-2,+2,-.108,+.047,+2,+2,+.025,+12
S. Dinwiddie | R. Foye | R. Hollis-Jefferson | C. LeVert | B. Lopez,BRK,2016-17,12,58.1,115,117,95.9,+1,+4,-.009,+1,+9,-.069,-0.006,+5,+5,+.043,+8
W. Cauley-Stein | D. Collison | T. Evans | B. Hield | S. Labissiere,SAC,2016-17,6,57.9,110,112,92.0,-6,-1,-.053,-9,-22,-.072,-0.096,+13,+20,-.161,-8
A. Crabbe | M. Leonard | C. McCollum | E. Turner | N. Vonleh,POR,2016-17,16,57.6,121,120,100.4,-6,-7,-.025,+2,+2,+.035,-0.012,+2,+2,+.014,-8
R. Covington | J. Embiid | G. Henderson | J. Okafor | S. Rodriguez,PHI,2016-17,7,57.6,110,108,90.8,-13,-4,-.116,-4,+12,-.228,-0.133,-4,+2,-.273,-34
L. Barbosa | J. Dudley | B. Knight | A. Len | P. Tucker,PHO,2016-17,11,57.4,120,113,97.5,+7,+30,-.074,-2,0,-.065,-0.105,-11,-12,-.126,+1
D. Green | A. Iguodala | S. Livingston | J. McAdoo | K. Thompson,GSW,2016-17,9,57.2,104,108,89.0,-6,-7,-.032,0,+3,-.039,-0.029,+10,+12,+.044,-2
D. Cousins | J. Crawford | D. Cunningham | T. Frazier | E. Moore,NOP,2016-17,8,57.1,104,109,89.6,+2,-3,+.038,-5,-4,-.089,+.015,+1,+5,-.123,0
J. Clarkson | L. Deng | L. Nance Jr. | L. Williams | I. Zubac,LAL,2016-17,6,57.1,126,120,103.4,-16,-4,-.139,-1,-5,+.011,-0.143,+7,+5,+.089,-26
E. Bledsoe | D. Booker | M. Chriss | B. Knight | A. Len,PHO,2016-17,6,57.1,122,124,103.3,+6,-7,+.089,+1,-3,+.061,+.097,-11,-14,-.010,+2
