,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Yr
190,A. Goodwin,SG,22,TOT,15,0,214,8.0,14.7,0.545,1.1,3.3,0.333,6.9,11.3,0.608,7.3,9.3,0.786,1.6,4.7,6.2,5.3,0.9,1.1,3.1,1.8,24.5,122.0,113.0,2017
191,A. Goodwin,SG,22,NOP,3,0,30,3.3,8.2,0.4,1.6,3.3,0.5,1.6,4.9,0.333,16.3,16.3,1.0,0.0,0.0,0.0,1.6,0.0,1.6,0.0,1.6,24.5,174.0,115.0,2017
192,A. Goodwin,SG,22,BRK,12,0,184,8.8,15.7,0.557,1.0,3.3,0.308,7.7,12.4,0.625,5.9,8.2,0.719,1.8,5.4,7.2,5.9,1.0,1.0,3.6,1.8,24.5,117.0,113.0,2017
193,A. Gordon,SF,21,ORL,80,72,2298,8.5,18.7,0.454,1.7,5.8,0.288,6.8,12.9,0.528,3.4,4.7,0.719,2.5,6.2,8.7,3.2,1.4,0.9,1.9,3.7,22.0,107.0,111.0,2017
194,E. Gordon,SG,28,HOU,75,15,2323,8.5,21.0,0.406,5.1,13.7,0.372,3.4,7.3,0.468,3.0,3.6,0.84,0.6,3.6,4.2,3.9,1.0,0.8,2.5,3.1,25.1,109.0,113.0,2017
195,M. Gortat,C,32,WAS,82,82,2556,7.5,13.0,0.579,0.0,0.0,0.0,7.5,13.0,0.58,2.0,3.1,0.648,4.6,11.8,16.4,2.3,0.8,1.3,2.3,4.1,17.0,117.0,108.0,2017
196,T. Graham,SG,23,CHO,27,1,189,5.0,10.6,0.475,2.4,4.0,0.6,2.7,6.6,0.4,2.7,4.0,0.667,1.3,4.5,5.8,1.6,1.6,0.3,0.8,4.8,15.1,122.0,111.0,2017
197,J. Grant,SF,22,TOT,80,4,1531,4.9,10.5,0.463,1.4,3.7,0.371,3.5,6.8,0.514,2.9,4.7,0.612,1.2,5.4,6.6,1.5,1.1,2.5,1.4,4.8,14.0,111.0,108.0,2017
198,J. Grant,SF,22,PHI,2,0,41,7.1,20.2,0.353,0.0,2.4,0.0,7.1,17.8,0.4,4.8,9.5,0.5,0.0,8.3,8.3,0.0,0.0,4.8,3.6,5.9,19.0,70.0,107.0,2017
199,J. Grant,SF,22,OKC,78,4,1490,4.8,10.2,0.469,1.4,3.8,0.377,3.4,6.5,0.523,2.8,4.6,0.619,1.3,5.3,6.6,1.5,1.1,2.5,1.4,4.7,13.9,113.0,108.0,2017
200,J. Grant,PG,24,CHI,63,28,1028,6.3,14.7,0.425,2.4,6.6,0.366,3.9,8.2,0.473,3.2,3.6,0.89,0.8,4.6,5.4,5.9,2.3,0.4,2.2,4.6,18.1,114.0,108.0,2017
201,D. Green,SG,29,SAS,68,68,1807,5.0,12.7,0.392,3.3,8.8,0.379,1.6,3.9,0.42,0.8,0.9,0.844,0.9,5.4,6.3,3.5,2.0,1.6,2.1,3.4,14.0,103.0,104.0,2017
202,D. Green,PF,26,GSW,76,76,2471,5.3,12.7,0.418,1.6,5.1,0.308,3.7,7.5,0.494,2.9,4.1,0.709,1.9,9.8,11.7,10.4,3.0,2.1,3.6,4.2,15.1,111.0,99.0,2017
203,G. Green,SF,31,BOS,47,0,538,8.8,21.4,0.409,3.6,10.2,0.351,5.2,11.2,0.463,3.0,3.8,0.805,1.6,6.3,7.8,3.0,0.8,0.6,2.3,4.4,24.1,102.0,111.0,2017
204,J. Green,PF,26,MEM,77,75,2101,6.2,12.4,0.5,1.4,3.6,0.379,4.8,8.8,0.549,3.3,4.1,0.802,4.1,9.3,13.5,2.1,1.1,0.8,2.3,6.1,17.1,117.0,107.0,2017
205,J. Green,PF,30,ORL,69,11,1534,7.1,18.0,0.394,1.7,6.2,0.275,5.4,11.8,0.458,4.7,5.4,0.863,1.3,5.7,6.9,2.6,1.2,0.4,2.4,3.3,20.6,99.0,113.0,2017
206,B. Griffin,PF,27,LAC,61,61,2076,11.5,23.4,0.493,0.9,2.7,0.336,10.6,20.7,0.514,7.7,10.1,0.76,2.7,9.3,11.9,7.2,1.4,0.6,3.4,3.8,31.7,115.0,108.0,2017
207,J. Hamilton,C,26,BRK,64,7,1177,7.0,15.3,0.459,2.2,7.3,0.304,4.8,8.0,0.601,1.6,2.1,0.75,2.9,7.7,10.6,2.2,1.2,1.7,1.7,3.7,17.8,109.0,110.0,2017
208,A. Hammons,C,24,DAL,22,0,163,5.4,13.4,0.405,1.6,3.2,0.5,3.8,10.2,0.375,2.9,6.4,0.45,2.6,8.9,11.5,1.3,0.3,4.2,3.2,6.7,15.3,87.0,106.0,2017
209,T. Hardaway,SG,24,ATL,79,30,2154,9.5,20.9,0.455,3.4,9.5,0.357,6.1,11.3,0.537,3.8,4.9,0.766,0.8,4.3,5.1,4.2,1.3,0.3,2.4,2.4,26.2,110.0,109.0,2017
210,J. Harden,PG,27,HOU,81,81,2947,11.0,25.0,0.44,4.3,12.3,0.347,6.7,12.7,0.53,12.1,14.3,0.847,1.5,9.2,10.7,14.8,2.0,0.6,7.6,3.5,38.4,118.0,107.0,2017
211,M. Harkless,SF,23,POR,77,69,2223,7.0,13.9,0.503,1.5,4.3,0.351,5.5,9.6,0.572,1.7,2.8,0.621,2.8,4.8,7.6,2.0,1.9,1.6,1.9,4.8,17.3,112.0,110.0,2017
212,J. Harper,PF,27,PHI,3,0,31,7.9,18.9,0.417,3.1,11.0,0.286,4.7,7.9,0.6,0.0,0.0,3.1,4.7,7.9,3.1,0.0,0.0,6.3,3.1,18.9,82.0,115.0,,2017
213,M. Harrell,C,23,HOU,58,14,1064,10.1,15.6,0.652,0.0,0.3,0.143,10.1,15.2,0.663,3.4,5.5,0.628,3.7,6.2,9.9,2.9,0.9,1.9,2.0,5.7,23.8,129.0,110.0,2017
214,D. Harris,PG,33,DAL,65,0,1087,6.5,16.3,0.399,2.8,8.5,0.328,3.7,7.9,0.476,5.1,6.2,0.829,0.5,5.6,6.1,6.5,2.1,0.3,2.7,4.8,20.9,108.0,109.0,2017
215,G. Harris,SG,22,DEN,57,56,1782,8.8,17.5,0.502,2.9,7.0,0.42,5.8,10.5,0.558,2.9,3.7,0.776,1.3,3.6,4.9,4.5,1.9,0.2,2.1,2.5,23.3,121.0,114.0,2017
216,J. Harris,SG,25,BRK,52,11,1138,6.4,15.1,0.425,3.5,9.2,0.385,2.9,5.9,0.489,1.5,2.0,0.714,0.7,5.5,6.1,2.2,1.2,0.3,2.3,5.0,17.8,101.0,113.0,2017
217,M. Harris,SG,27,DAL,4,0,25,6.2,31.2,0.2,0.0,4.2,0.0,6.2,27.1,0.231,4.2,8.3,0.5,6.2,12.5,18.7,4.2,0.0,0.0,4.2,2.1,16.7,61.0,110.0,2017
218,T. Harris,PF,24,DET,82,48,2567,10.1,20.9,0.481,2.1,6.2,0.347,7.9,14.7,0.537,3.7,4.4,0.841,1.2,6.9,8.2,2.8,1.2,0.8,1.9,2.6,26.0,113.0,108.0,2017
219,A. Harrison,SG,22,CHO,5,0,17,0.0,11.8,0.0,0.0,5.9,0.0,0.0,5.9,0.0,3.0,5.9,0.5,0.0,8.9,8.9,8.9,0.0,0.0,0.0,5.9,3.0,55.0,112.0,2017
220,A. Harrison,PG,22,MEM,72,18,1474,4.1,12.7,0.325,1.5,5.5,0.276,2.6,7.2,0.363,5.2,6.8,0.763,0.8,4.0,4.8,7.0,1.9,0.7,3.0,6.8,15.0,100.0,109.0,2017
221,U. Haslem,C,36,MIA,17,0,130,4.3,8.9,0.478,0.0,1.2,0.0,4.3,7.8,0.55,3.5,5.8,0.6,3.1,10.9,14.0,2.3,1.9,0.4,3.1,8.5,12.0,98.0,104.0,2017
222,S. Hawes,PF,28,TOT,54,1,797,8.5,17.5,0.484,1.6,5.1,0.309,6.9,12.4,0.556,2.8,3.3,0.846,2.4,9.7,12.1,5.1,0.9,1.9,3.1,4.9,21.3,108.0,107.0,2017
223,S. Hawes,PF,28,CHO,35,1,626,8.3,17.5,0.477,1.3,4.4,0.291,7.1,13.1,0.54,2.4,2.7,0.882,2.6,9.1,11.7,5.0,1.0,2.1,3.2,4.9,20.4,105.0,107.0,2017
224,S. Hawes,PF,28,MIL,19,0,171,8.9,17.5,0.508,2.7,7.7,0.346,6.2,9.8,0.636,4.2,5.3,0.778,1.8,11.6,13.4,5.6,0.6,1.2,2.7,4.8,24.7,119.0,109.0,2017
225,G. Hayward,SF,26,UTA,73,73,2516,11.4,24.1,0.471,3.1,7.8,0.398,8.3,16.3,0.506,7.5,8.9,0.844,1.0,7.2,8.2,5.3,1.5,0.4,2.9,2.4,33.4,118.0,106.0,2017
226,G. Henderson,SG,29,PHI,72,41,1667,6.8,16.2,0.423,1.8,5.1,0.353,5.1,11.1,0.455,3.9,4.8,0.806,1.0,4.4,5.4,3.3,1.2,0.4,1.8,3.8,19.3,106.0,112.0,2017
227,J. Henson,C,26,MIL,58,39,1123,7.2,14.0,0.515,0.0,0.0,0.0,7.2,13.9,0.516,3.3,4.8,0.692,4.2,9.2,13.3,2.6,1.3,3.5,2.4,6.8,17.7,110.0,106.0,2017
228,J. Hernangomez,PF,21,DEN,62,9,842,5.9,13.0,0.451,2.7,6.6,0.407,3.2,6.4,0.495,3.3,4.4,0.75,2.5,8.4,10.8,1.7,1.7,0.7,1.8,3.6,17.7,117.0,112.0,2017
229,W. Hernangomez,C,22,NYK,72,22,1324,9.3,17.6,0.529,0.2,0.6,0.267,9.1,17.0,0.538,3.4,4.7,0.728,6.4,12.5,19.0,3.6,1.5,1.4,3.8,5.7,22.2,111.0,108.0,2017
230,M. Hezonja,SF,21,ORL,65,2,960,6.0,17.0,0.355,2.2,7.4,0.299,3.8,9.6,0.398,2.1,2.6,0.8,1.0,6.5,7.5,3.2,1.5,0.7,3.0,3.8,16.4,87.0,111.0,2017
231,R. Hibbert,C,30,TOT,48,13,682,5.9,10.8,0.544,0.0,0.0,5.9,10.8,0.544,4.5,5.5,0.813,4.0,7.4,11.3,1.5,0.6,3.4,2.4,7.4,16.2,117.0,107.0,,2017
232,R. Hibbert,C,30,CHO,42,13,671,5.8,10.8,0.542,0.0,0.0,5.8,10.8,0.542,4.6,5.6,0.813,4.0,7.4,11.4,1.5,0.6,3.3,2.3,7.3,16.2,117.0,107.0,,2017
233,R. Hibbert,C,30,DEN,6,0,11,8.9,13.3,0.667,0.0,0.0,8.9,13.3,0.667,0.0,0.0,4.4,4.4,8.9,4.4,0.0,8.9,4.4,13.3,17.8,112.0,106.0,,,2017
234,B. Hield,SG,23,TOT,82,55,1888,8.6,20.2,0.426,3.9,10.0,0.391,4.7,10.2,0.46,1.7,2.0,0.842,0.9,6.1,7.1,3.2,1.0,0.2,2.7,3.0,22.7,100.0,112.0,2017
235,B. Hield,SG,23,NOP,57,37,1161,7.8,19.9,0.392,3.8,10.2,0.369,4.0,9.7,0.416,1.2,1.4,0.879,0.8,6.2,7.0,3.2,0.8,0.3,2.0,3.4,20.6,97.0,111.0,2017
236,B. Hield,SG,23,SAC,25,18,727,9.9,20.6,0.48,4.1,9.6,0.428,5.8,11.0,0.525,2.4,3.0,0.814,1.1,6.1,7.2,3.1,1.4,0.1,3.7,2.4,26.3,105.0,113.0,2017
237,N. Hilario,C,34,HOU,67,8,1198,9.8,15.9,0.617,0.1,0.4,0.333,9.7,15.5,0.624,4.6,7.9,0.589,3.8,7.5,11.3,2.6,2.2,1.6,2.9,6.5,24.4,118.0,106.0,2017
238,G. Hill,PG,30,UTA,49,49,1544,9.8,20.6,0.477,3.2,7.9,0.403,6.6,12.7,0.523,5.3,6.7,0.801,0.8,4.9,5.7,6.9,1.7,0.4,2.9,3.9,28.2,119.0,107.0,2017
239,J. Hill,C,29,MIN,7,0,47,5.4,14.0,0.385,0.0,0.0,5.4,14.0,0.385,2.2,2.2,1.0,8.6,6.5,15.1,0.0,1.1,0.0,4.3,9.7,12.9,90.0,114.0,,2017
240,S. Hill,SF,25,NOP,80,71,2374,3.8,9.8,0.384,1.9,5.6,0.348,1.8,4.3,0.43,2.1,2.6,0.805,1.1,5.3,6.3,2.9,1.5,0.7,1.7,3.8,11.6,103.0,109.0,2017
241,D. Hilliard,SG,23,DET,39,1,381,6.2,16.7,0.373,1.6,6.1,0.261,4.6,10.6,0.438,2.8,3.7,0.75,0.3,4.1,4.4,4.4,1.5,0.3,3.7,5.2,16.8,87.0,109.0,2017
242,J. Holiday,PG,26,NOP,67,61,2190,9.1,20.0,0.453,2.2,6.3,0.356,6.8,13.7,0.498,2.7,3.8,0.708,1.0,4.9,5.9,10.9,2.2,1.0,4.3,3.0,23.0,104.0,108.0,2017
243,J. Holiday,SG,27,NYK,82,4,1639,7.1,16.4,0.433,3.0,8.3,0.355,4.1,8.1,0.513,2.0,2.4,0.825,0.8,6.0,6.9,3.1,2.0,0.9,2.0,3.3,19.2,108.0,111.0,2017
244,R. Hollis-Jefferson,SF,22,BRK,78,50,1761,6.3,14.6,0.434,0.4,1.8,0.224,5.9,12.8,0.463,5.1,6.8,0.751,2.6,9.6,12.2,4.1,2.2,1.2,3.1,4.8,18.2,102.0,107.0,2017
245,R. Holmes,C,23,PHI,57,17,1193,9.4,16.8,0.558,1.1,3.1,0.351,8.3,13.7,0.606,2.9,4.2,0.699,3.8,8.9,12.7,2.4,1.7,2.2,2.2,5.6,22.8,117.0,106.0,2017
246,R. Hood,SG,24,UTA,59,55,1593,9.0,21.9,0.408,3.8,10.1,0.371,5.2,11.8,0.44,3.0,3.8,0.783,0.5,6.1,6.6,3.2,1.3,0.4,2.1,4.3,24.6,104.0,107.0,2017
247,A. Horford,C,30,BOS,68,68,2193,8.6,18.1,0.473,1.9,5.5,0.355,6.6,12.6,0.524,2.4,3.1,0.8,2.1,8.3,10.5,7.6,1.2,2.0,2.6,3.1,21.5,114.0,107.0,2017
248,D. House,SG,23,WAS,1,0,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.3,49.3,0.0,0.0,0.0,0.0,0.0,0.0,89.0,,,,,2017
249,D. Howard,C,31,ATL,74,74,2199,8.7,13.7,0.633,0.0,0.0,0.0,8.7,13.7,0.635,5.1,9.5,0.533,6.6,14.4,21.1,2.3,1.4,2.1,3.8,4.6,22.5,115.0,100.0,2017
250,M. Huertas,PG,33,LAL,23,1,237,5.1,14.0,0.368,0.8,3.9,0.211,4.3,10.1,0.429,1.9,3.5,0.529,0.4,4.5,4.9,10.7,2.1,0.4,3.9,3.3,13.0,92.0,114.0,2017
251,J. Huestis,PF,25,OKC,2,0,31,9.5,17.4,0.545,3.2,6.3,0.5,6.3,11.1,0.571,0.0,1.6,0.0,6.3,7.9,14.2,4.7,0.0,4.7,0.0,0.0,22.2,143.0,106.0,2017
252,K. Humphries,PF,31,ATL,56,4,689,6.2,15.3,0.407,1.4,3.9,0.352,4.9,11.4,0.425,4.6,5.9,0.78,4.3,10.4,14.7,2.1,1.1,1.5,2.0,4.9,18.4,108.0,104.0,2017
253,R. Hunter,SG,23,CHI,3,0,9,0.0,5.6,0.0,0.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,5.6,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,,,2017
254,S. Ibaka,PF,27,TOT,79,79,2422,9.7,20.2,0.48,2.6,6.5,0.391,7.1,13.7,0.522,2.2,2.6,0.856,2.7,8.4,11.1,1.5,0.8,2.6,2.2,4.4,24.2,109.0,109.0,2017
255,S. Ibaka,PF,27,ORL,56,56,1710,9.9,20.4,0.488,2.4,6.2,0.388,7.5,14.2,0.532,2.2,2.6,0.846,2.9,8.2,11.1,1.7,1.0,2.6,1.9,4.0,24.5,111.0,109.0,2017
256,S. Ibaka,PF,27,TOR,23,23,712,9.1,19.9,0.459,2.9,7.3,0.398,6.2,12.5,0.494,2.1,2.4,0.882,2.1,9.0,11.1,1.1,0.5,2.3,2.8,5.4,23.3,105.0,108.0,2017
257,A. Iguodala,SF,33,GSW,76,0,1998,5.3,10.0,0.528,1.5,4.3,0.362,3.7,5.7,0.651,1.7,2.5,0.706,1.2,6.1,7.3,6.3,1.8,0.9,1.4,2.3,13.8,129.0,105.0,2017
258,E. Ilyasova,PF,29,TOT,82,52,2142,8.8,20.3,0.431,3.2,9.2,0.353,5.5,11.1,0.496,3.7,4.7,0.778,2.6,8.4,11.0,3.2,1.3,0.5,2.6,4.8,24.5,107.0,108.0,2017
259,E. Ilyasova,PF,29,OKC,3,0,62,4.7,12.7,0.375,2.4,9.5,0.25,2.4,3.2,0.75,0.0,0.0,1.6,11.1,12.7,0.8,2.4,0.8,3.2,4.0,11.9,83.0,104.0,,2017
260,E. Ilyasova,PF,29,PHI,53,40,1447,9.6,21.8,0.44,3.6,10.0,0.359,6.0,11.8,0.509,3.7,4.8,0.768,2.4,8.2,10.6,3.3,1.1,0.5,2.6,4.5,26.5,107.0,110.0,2017
261,E. Ilyasova,PF,29,ATL,26,12,633,7.2,17.6,0.412,2.5,7.2,0.348,4.8,10.4,0.455,4.0,5.1,0.8,3.3,8.5,11.8,3.3,1.7,0.6,2.6,5.7,21.0,107.0,105.0,2017
262,J. Ingles,SF,29,UTA,82,26,1972,5.4,12.0,0.452,3.3,7.4,0.441,2.2,4.6,0.471,1.3,1.8,0.735,0.6,6.3,6.9,6.0,2.6,0.2,2.8,4.3,15.4,112.0,105.0,2017
263,B. Ingram,SF,19,LAL,79,40,2279,5.9,14.7,0.402,1.2,4.0,0.294,4.7,10.7,0.443,2.8,4.6,0.621,1.3,5.5,6.8,3.5,1.1,0.8,2.5,3.4,15.8,96.0,115.0,2017
264,K. Irving,PG,24,CLE,72,72,2525,13.3,28.1,0.473,3.5,8.7,0.401,9.8,19.3,0.505,5.9,6.5,0.905,1.0,3.5,4.5,8.3,1.6,0.5,3.6,3.1,35.9,116.0,112.0,2017
265,J. Jack,PG,33,NOP,2,0,33,3.0,4.5,0.667,0.0,1.5,0.0,3.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,7.4,3.0,0.0,4.5,5.9,8.9,105.0,110.0,2017
266,D. Jackson,PG,22,BOS,5,0,17,8.8,11.7,0.75,2.9,2.9,1.0,5.8,8.8,0.667,8.8,17.5,0.5,5.8,5.8,11.7,8.8,0.0,0.0,0.0,0.0,29.2,167.0,114.0,2017
267,P. Jackson,PG,25,DAL,8,1,84,8.1,24.2,0.333,1.9,6.8,0.273,6.2,17.4,0.357,3.7,4.3,0.857,0.6,5.0,5.6,11.8,1.2,0.0,1.9,3.1,21.7,99.0,112.0,2017
268,R. Jackson,PG,26,DET,52,50,1424,10.1,24.0,0.419,2.3,6.5,0.359,7.7,17.5,0.442,4.2,4.8,0.868,0.7,3.3,4.0,9.6,1.2,0.2,4.0,4.6,26.7,103.0,111.0,2017
269,L. James,SF,32,CLE,74,74,2794,13.1,24.0,0.548,2.2,6.1,0.363,10.9,17.9,0.611,6.4,9.5,0.674,1.7,9.7,11.4,11.5,1.6,0.8,5.4,2.4,34.9,119.0,108.0,2017
270,A. Jefferson,C,32,IND,66,1,931,12.6,25.3,0.499,0.0,0.1,0.0,12.6,25.3,0.5,3.5,4.6,0.765,4.0,10.9,14.9,3.1,1.0,0.9,1.8,6.7,28.8,109.0,108.0,2017
271,R. Jefferson,SF,36,CLE,79,13,1614,4.7,10.6,0.446,1.9,5.8,0.333,2.8,4.9,0.58,2.5,3.3,0.741,0.9,5.4,6.2,2.4,0.8,0.3,1.6,4.7,13.9,111.0,113.0,2017
272,J. Jenkins,SG,25,PHO,4,0,13,7.4,18.4,0.4,3.7,7.4,0.5,3.7,11.0,0.333,7.4,7.4,1.0,0.0,3.7,3.7,3.7,0.0,0.0,0.0,0.0,25.8,135.0,119.0,2017
273,B. Jennings,PG,27,TOT,81,13,1802,5.3,14.8,0.359,2.2,7.0,0.313,3.1,7.8,0.399,3.2,4.2,0.75,0.8,4.6,5.4,10.9,1.9,0.1,3.5,3.2,16.0,104.0,113.0,2017
274,B. Jennings,PG,27,NYK,58,11,1428,5.7,15.0,0.38,2.4,7.0,0.34,3.3,8.0,0.415,3.6,4.7,0.756,0.7,4.6,5.3,10.1,1.9,0.2,3.7,2.9,17.4,105.0,113.0,2017
275,B. Jennings,PG,27,WAS,23,2,374,3.8,14.0,0.274,1.5,6.9,0.212,2.4,7.1,0.333,1.6,2.2,0.706,1.1,4.7,5.8,14.2,2.0,0.0,2.9,4.2,10.7,98.0,111.0,2017
276,J. Jerebko,PF,29,BOS,78,6,1232,4.6,10.5,0.435,1.8,5.2,0.346,2.8,5.3,0.523,1.0,1.5,0.703,2.4,8.6,11.0,2.9,1.0,0.7,1.6,4.9,12.0,109.0,109.0,2017
277,A. Johnson,PF,29,BOS,80,77,1608,6.6,11.4,0.576,0.8,2.0,0.409,5.7,9.4,0.612,2.1,3.1,0.67,3.6,7.6,11.3,4.3,1.6,1.9,2.4,6.5,16.0,121.0,107.0,2017
278,B. Johnson,PF,22,LAC,3,0,9,11.1,38.9,0.286,0.0,0.0,11.1,38.9,0.286,0.0,0.0,5.6,11.1,16.7,5.6,11.1,5.6,5.6,0.0,22.2,67.0,80.0,,,2017
279,J. Johnson,PF,29,MIA,76,5,2085,8.9,18.6,0.479,2.1,6.2,0.34,6.8,12.4,0.548,3.7,5.2,0.707,1.6,7.5,9.1,6.7,1.8,2.1,4.1,4.8,23.6,107.0,105.0,2017
280,J. Johnson,SF,35,UTA,78,14,1843,7.8,17.8,0.436,3.0,7.3,0.411,4.8,10.5,0.454,1.8,2.2,0.818,0.9,5.9,6.9,4.1,1.0,0.5,2.0,2.6,20.3,109.0,108.0,2017
281,S. Johnson,SF,20,DET,77,1,1371,4.8,13.5,0.353,1.7,5.7,0.292,3.1,7.8,0.398,1.3,2.0,0.679,1.3,5.6,7.0,3.9,2.1,0.9,2.6,4.5,12.5,88.0,107.0,2017
282,T. Johnson,PG,24,MIA,73,0,2178,8.3,19.1,0.433,2.2,5.8,0.372,6.1,13.3,0.46,4.5,5.9,0.768,1.2,5.6,6.8,5.4,1.9,1.0,2.1,4.1,23.2,112.0,107.0,2017
283,W. Johnson,SF,29,LAC,68,3,810,4.5,12.3,0.365,1.8,7.3,0.246,2.7,5.1,0.537,0.7,1.0,0.647,1.6,9.6,11.2,1.4,1.8,1.9,1.1,5.1,11.5,94.0,105.0,2017
284,N. Jokic,C,21,DEN,73,59,2038,11.8,20.5,0.578,1.1,3.3,0.324,10.8,17.1,0.628,4.5,5.5,0.825,5.1,12.1,17.2,8.6,1.5,1.3,4.1,5.1,29.3,126.0,109.0,2017
285,D. Jones,SF,36,CLE,1,0,12,12.5,33.3,0.375,0.0,8.3,0.0,12.5,25.0,0.5,12.5,16.6,0.75,4.2,4.2,8.3,4.2,0.0,0.0,4.2,4.2,37.4,97.0,116.0,2017
286,D. Jones,C,21,GSW,10,0,85,4.5,9.1,0.5,0.0,0.0,4.5,9.1,0.5,1.7,5.7,0.3,5.1,7.9,13.0,0.0,0.6,2.3,3.4,8.5,10.8,87.0,105.0,,2017
287,D. Jones,SF,19,PHO,32,8,545,6.0,10.6,0.562,0.3,1.0,0.273,5.7,9.7,0.591,2.5,3.6,0.707,3.4,3.5,6.9,1.1,1.2,1.1,1.1,5.5,14.8,124.0,115.0,2017
288,J. Jones,SF,36,CLE,48,2,381,5.8,12.1,0.478,4.1,8.6,0.47,1.7,3.4,0.5,1.7,2.6,0.65,0.4,4.6,5.0,1.8,0.9,1.3,1.3,4.8,17.3,122.0,112.0,2017
289,T. Jones,PF,25,TOT,54,12,1270,8.9,18.9,0.47,0.7,2.9,0.253,8.2,16.0,0.51,4.0,6.6,0.606,2.5,9.3,11.8,2.2,1.5,2.1,1.9,2.6,22.5,103.0,105.0,2017
290,T. Jones,PF,25,NOP,51,12,1264,9.0,18.9,0.473,0.7,2.9,0.253,8.2,16.0,0.513,4.0,6.6,0.606,2.5,9.2,11.7,2.2,1.5,2.1,1.9,2.6,22.6,103.0,105.0,2017
291,T. Jones,PF,25,MIL,3,0,6,0.0,25.4,0.0,0.0,0.0,0.0,25.4,0.0,0.0,0.0,0.0,25.4,25.4,0.0,8.5,8.5,0.0,0.0,0.0,0.0,74.0,,,2017
292,T. Jones,PG,20,MIN,60,0,774,4.9,11.9,0.414,1.7,4.8,0.356,3.2,7.1,0.454,2.2,2.8,0.767,0.7,3.7,4.4,10.2,3.1,0.3,2.5,3.3,13.7,114.0,111.0,2017
293,D. Jordan,C,28,LAC,81,81,2570,8.0,11.2,0.714,0.0,0.0,0.0,8.0,11.2,0.717,4.0,8.3,0.482,5.8,15.9,21.7,1.9,1.0,2.6,2.3,4.1,20.0,129.0,102.0,2017
294,C. Joseph,SG,25,TOR,80,22,2003,7.6,16.7,0.452,1.2,3.4,0.356,6.4,13.3,0.477,2.4,3.1,0.77,1.3,4.7,5.9,6.7,1.7,0.3,2.7,3.5,18.7,108.0,110.0,2017
295,F. Kaminsky,C,23,CHO,75,16,1954,8.2,20.6,0.399,3.0,9.1,0.328,5.2,11.5,0.455,3.0,4.0,0.756,1.5,7.2,8.6,4.2,1.2,0.9,2.0,3.6,22.4,102.0,109.0,2017
296,E. Kanter,C,24,OKC,72,0,1533,12.9,23.6,0.545,0.2,1.2,0.132,12.7,22.4,0.568,7.2,9.1,0.786,6.2,9.2,15.4,2.1,1.0,1.2,3.9,4.9,33.1,116.0,107.0,2017
297,R. Kelly,PF,25,ATL,16,0,110,3.6,12.5,0.286,1.8,4.5,0.4,1.8,8.1,0.222,2.2,2.7,0.833,0.4,7.6,8.1,3.6,1.8,2.2,1.8,2.2,11.2,87.0,104.0,2017
298,M. Kidd-Gilchrist,SF,23,CHO,81,81,2349,6.3,13.2,0.477,0.0,0.2,0.111,6.3,13.0,0.483,3.2,4.1,0.784,3.3,8.7,12.1,2.4,1.7,1.6,1.2,4.0,15.9,113.0,106.0,2017
299,S. Kilpatrick,SG,27,BRK,70,24,1754,8.2,19.9,0.415,2.8,8.3,0.341,5.4,11.5,0.468,5.5,6.5,0.843,0.6,7.0,7.6,4.2,1.2,0.2,3.7,3.2,24.8,101.0,112.0,2017
300,B. Knight,SG,25,PHO,54,5,1140,8.8,22.0,0.398,1.9,5.8,0.324,6.9,16.2,0.425,5.5,6.5,0.857,1.0,3.9,5.0,5.5,1.1,0.2,3.7,3.7,25.0,101.0,116.0,2017
301,K. Korver,SG,35,TOT,67,22,1753,6.8,14.6,0.464,4.6,10.2,0.451,2.2,4.4,0.494,1.1,1.2,0.905,0.2,5.1,5.3,3.1,1.0,0.6,2.0,3.0,19.2,116.0,111.0,2017
302,K. Korver,SG,35,ATL,32,21,894,6.0,13.6,0.439,3.6,8.8,0.409,2.4,4.8,0.494,1.3,1.5,0.889,0.1,4.9,5.0,4.1,1.3,0.7,2.2,2.6,16.8,109.0,109.0,2017
303,K. Korver,SG,35,CLE,35,1,859,7.6,15.6,0.487,5.6,11.6,0.485,2.0,4.0,0.493,0.8,0.9,0.933,0.4,5.2,5.6,2.0,0.6,0.5,1.7,3.5,21.7,122.0,114.0,2017
304,K. Koufos,C,27,SAC,71,62,1419,7.7,14.0,0.551,0.0,0.0,0.0,7.7,13.9,0.552,1.4,2.2,0.613,4.2,10.2,14.4,1.7,1.3,1.7,2.2,6.1,16.8,109.0,109.0,2017
305,M. Kuzminskas,SF,27,NYK,68,5,1016,7.8,18.2,0.428,2.7,8.3,0.321,5.1,9.9,0.517,2.7,3.3,0.809,2.3,3.9,6.2,3.4,1.4,0.5,2.5,3.9,20.9,107.0,114.0,2017
